EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,FoulsDrawn,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFtPoints,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Frequency,LongMidRangeFGA,OffThreePtRebounds,LostBallSteals,Travels,Offensive Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,Fg2aBlocked,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3FGM,NonShootingPenaltyNonTakeFouls,PenaltyArc3Accuracy,SecondChanceFtPoints,Technical Free Throw Trips,on,LongMidRangeFGM,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Transition Take Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked,LongMidRangePctAssisted,LongMidRangePctBlocked,Charge Fouls Drawn,3SecondViolations,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Transition Take Fouls
1627783,1610612754,Pascal Siakam,Pascal Siakam,1627783,IND,1152.0,19,-6,41,43,3.0,6.0,84,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,41.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.625,0.25,8.333333333333334,0.0625,0.1428571428571428,0.1052631578947368,0.0434782608695652,0.0909090909090909,0.2,0.25,1.0,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.5,1.0,0.577375,0.4078,5.566666666666666,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629614,1610612754,Andrew Nembhard,Andrew Nembhard,1629614,IND,186.0,3,-7,7,8,,,15,,,,,1.0,,,,1.0,,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,14.285714285714285,,,,,,,,,,,,1.0,,,,1.0,,0.55965,,,26.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629650,1610612754,Moses Brown,Moses Brown,1629650,IND,2734.0,46,-11,105,109,48.0,10.0,214,11.0,13.0,7.0,,,13.0,20.0,,,29.0,118.0,5.0,16.0,,,,,,,,,3.0,3.0,9.0,4.0,13.0,2.0,2.0,0.6153846153846154,0.8,,,,0.65,0.65,0.6590909090909091,,23.728813559322035,0.1,0.1071428571428571,0.1395348837209302,0.0638297872340425,0.0625,0.0454545454545454,0.65,0.8461538461538461,0.8461538461538461,0.6363636363636364,0.35,,,,,0.65,,0.6222399999999999,0.67196,3.305,,3.0,22.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,8.0,2.0,3.0,4.0,10.0,6.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,1.0,5.0,6.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,22.0,0.8,0.6666666666666666,0.8,0.6666666666666666,0.8,0.6666666666666666,0.5,0.5,0.5,0.2,0.1818181818181818,0.2,0.1428571428571428,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.2857142857142857,0.5,0.8,0.75,1.0,0.6666666666666666,0.7130333333333333,0.1363636363636363,0.1363636363636363,0.2758620689655172,0.1379310344827586,0.2095238095238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641716,1610612754,Jarace Walker,Jarace Walker,1641716,IND,1859.0,31,-22,69,74,27.0,5.0,143,1.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,5.0,7.0,78.0,,,,5.0,1.0,1.0,1.0,,1.0,2.0,,4.0,4.0,,4.0,1.0,1.0,,,,0.2,0.2,0.25,0.2777777777777778,0.35,0.5555555555555556,18.666666666666668,,0.2,0.1333333333333333,,,0.1764705882352941,0.2222222222222222,0.5,0.5,,0.2222222222222222,0.5555555555555556,0.2,0.2,,0.7777777777777778,0.2,0.5559944444444445,,5.7250000000000005,27.6,1.0,9.0,,,,1.0,,2.0,,,,1.0,2.0,2.0,,,,,2.0,1.0,2.0,4.0,,2.0,4.0,,2.0,,,,,,,,2.0,9.0,,,,,,0.5,0.5,,,,,,,,0.3333333333333333,,,,,,,1.0,,0.7455,,,,0.2857142857142857,0.1304347826086956,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204456,1610612754,T.J. McConnell,T.J. McConnell,204456,IND,1255.0,21,-26,43,47,8.0,4.0,90,1.0,5.0,6.0,,1.0,4.0,12.0,,1.0,8.0,55.0,,4.0,,1.0,,2.0,2.0,2.0,,4.0,1.0,,1.0,2.0,3.0,1.0,,0.5,0.5,,,,0.3333333333333333,0.3076923076923077,0.3076923076923077,0.0769230769230769,31.25,0.0526315789473684,,0.0555555555555555,0.0769230769230769,,,0.3846153846153846,0.2,0.2,,0.4615384615384615,0.0769230769230769,,,,0.4615384615384615,,0.5435846153846154,,7.166666666666667,25.9,1.0,3.0,,,1.0,1.0,3.0,,,,1.0,1.0,2.0,4.0,,,1.0,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,2.0,3.0,,1.0,,1.0,,1.0,,,,0.1666666666666666,0.1666666666666666,,,0.3333333333333333,,,0.5,0.5,0.6666666666666666,,,1.0,1.0,0.745,,,,0.25,0.0697674418604651,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.1428571428571428,0.0769230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630169,1610612754,Tyrese Haliburton,Tyrese Haliburton,1630169,IND,816.0,14,7,29,30,,2.0,59,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,8.0,36.0,,2.0,3.0,3.0,2.0,5.0,7.0,5.0,,16.0,,2.0,3.0,,3.0,,,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,19.35483870967742,,0.2,0.2142857142857142,,,0.1428571428571428,0.1666666666666666,1.0,1.0,1.0,0.1666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5372166666666667,,11.333333333333334,29.666666666666668,1.0,3.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,0.25,,1.0,,,0.3333333333333333,,,,,,,,,0.4355,,,,,0.1034482758620689,,,,3.0,,,,,,,1.0,,,,1.0,,,0.1666666666666666,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631097,1610612754,Bennedict Mathurin,Bennedict Mathurin,1631097,IND,1376.0,23,-5,46,48,8.0,6.0,94,,1.0,,,3.0,,1.0,,3.0,2.0,56.0,,,,3.0,,1.0,2.0,1.0,,5.0,,,2.0,,2.0,,,,,,,,,,0.2,0.75,15.094339622641508,,,0.0952380952380952,,,,0.25,,,,,0.75,,,,1.0,,0.6078250000000001,,0.5,29.366666666666664,2.0,,,,,,,2.0,,,,,,,,,2.0,,2.0,1.0,1.0,3.0,,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,0.6666666666666666,,,0.25,,0.5,0.25,,,,,,,,,,,,0.2,0.5,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631245,1610612754,Quenton Jackson,Quenton Jackson,1631245,IND,1129.0,19,17,47,46,27.0,5.0,93,4.0,5.0,2.0,1.0,3.0,4.0,7.0,3.0,6.0,22.0,49.0,,2.0,9.0,3.0,1.0,3.0,4.0,2.0,1.0,9.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,0.25,0.25,1.0,0.5,0.5,0.5714285714285714,0.6538461538461539,0.6875,0.4615384615384615,29.629629629629623,0.2222222222222222,0.0909090909090909,0.0526315789473684,0.125,0.4,0.1428571428571428,0.3846153846153846,0.8,1.0,0.25,0.1538461538461538,0.2307692307692307,0.3333333333333333,0.3333333333333333,1.0,0.8461538461538461,0.3333333333333333,0.5790076923076923,0.4098,2.3428571428571425,24.666666666666668,3.0,13.0,,,2.0,2.0,,5.0,,6.0,2.0,2.0,10.0,6.0,,,,,,,,,,,1.0,,6.0,,2.0,1.0,,1.0,,,10.0,13.0,,1.0,1.0,0.7,1.0,0.7142857142857143,,,,,,,,,,,,,,,,0.4,1.0,0.61034,0.1333333333333333,0.2222222222222222,0.2727272727272727,0.4545454545454545,0.2765957446808511,,3.0,3.0,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.2,0.5,0.2307692307692307,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.4,0.5,0.2,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642277,1610612754,Johnny Furphy,Johnny Furphy,1642277,IND,869.0,14,1,40,41,41.0,4.0,81,2.0,3.0,,1.0,1.0,2.0,3.0,1.0,1.0,7.0,40.0,,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,5.0,,,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.875,0.875,0.25,10.869565217391305,,,,0.0625,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,0.25,1.0,1.0,1.0,1.0,1.0,0.6584875,,2.2666666666666666,24.8,2.0,19.0,,,1.0,1.0,,,,,1.0,1.0,5.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,5.0,19.0,,1.0,,1.25,,1.25,1.0,,,,,,,,,,,,,,,0.5,1.0,0.6239250000000001,,,,0.7142857142857143,0.475,,,,,,,,,,,,1.0,2.0,,,0.1428571428571428,0.1666666666666666,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630167,1610612754,Obi Toppin,Obi Toppin,1630167,IND,713.0,12,-6,24,26,5.0,,50,2.0,2.0,1.0,,1.0,3.0,3.0,2.0,3.0,12.0,37.0,,4.0,3.0,1.0,,1.0,1.0,1.0,,2.0,,4.0,5.0,,5.0,,,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,25.0,,0.6666666666666666,0.4,,,0.6,0.3333333333333333,1.0,1.0,1.0,0.1666666666666666,0.1666666666666666,,,,0.8333333333333334,,0.6195416666666667,,2.4,24.566666666666663,,3.0,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,3.0,,1.0,,1.0,,1.0,,0.5,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,0.7609,,,,0.1666666666666666,0.125,,,,3.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
