EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,Arc3Assists,ShortMidRangeAssists,DeadBallTurnovers,Travels,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefCorner3ReboundPct,Arc3FGM,FtPoints,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,Steals,LostBallSteals,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyArc3FGM,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,on,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,FTDefRebounds,SelfOReb,BadPassSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,Transition Take Fouls,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,Transition Take Fouls Drawn,BlockedCorner3,LongMidRangePctBlocked,Charge Fouls Drawn,BlockedLongMidRange,HeaveMakes,3pt And 1 Free Throw Trips
1628366,1610612741,Lonzo Ball,Lonzo Ball,1628366,CHI,100.0,2,4,4,4.0,3.0,1.0,8,1.0,1.0,1.0,3,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,20.0,1.0,1.0,1.0,0.5403,0.5403,27.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629659,1610612741,Talen Horton-Tucker,Talen Horton-Tucker,1629659,CHI,296.0,5,10,9,8.0,7.0,1.0,19,,,,3,,,,,,,8.0,,,,,,,,,0.8,9.0,1.0,1.0,1.0,0.3333333333333333,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641766,1610612741,Adama Sanogo,Adama Sanogo,1641766,CHI,1289.0,21,46,43,13.0,18.0,6.0,89,,,,55,,,,1.0,,2.0,13.0,,15.384615384615383,,,0.7142857142857143,0.6064285714285714,0.48150000000000004,,0.2826086956521739,-5.0,,1.0,6.0,,0.05555555555555555,,3.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,7.0,8.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,1.0,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.2,1.0,0.3,0.14285714285714285,0.16666666666666666,0.22727272727272727,0.375,0.125,0.25,0.16666666666666666,0.7142857142857143,0.6,0.75,0.3333333333333333,0.2857142857142857,0.5,0.5,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6230333333333333,0.5,0.5,2.085714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641824,1610612741,Matas Buzelis,Matas Buzelis,1641824,CHI,843.0,14,29,28,11.0,14.0,4.0,57,,,4.0,34,2.0,,1.0,2.0,,5.0,11.0,0.6666666666666666,21.21212121212121,,,0.8333333333333334,0.6286999999999999,0.7003833333333334,23.525,0.3793103448275862,3.0,1.0,2.0,3.0,0.1111111111111111,0.15384615384615385,,,1.0,,1.0,,1.0,,1.0,,2.0,3.0,,1.0,,,1.0,3.0,,,,2.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,0.25,,0.5,0.25,,0.5,1.0,1.0,,,0.25,0.125,0.07692307692307693,,0.2,,0.3333333333333333,0.16666666666666666,,,,0.16666666666666666,,,,1.0,,0.3333333333333333,,,,1.0,5.75,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.25,0.5,0.25,1.0,0.2,1.0,0.6666666666666666,0.25,0.25,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203897,1610612741,Zach LaVine,Zach LaVine,203897,CHI,280.0,5,10,11,4.0,3.0,1.0,21,,,,10,,,1.0,1.0,,3.0,4.0,,18.181818181818183,,,1.0,0.6116,,,0.4,3.0,1.0,3.0,3.0,0.5,0.6,,2.0,2.0,,,,,,,2.0,2.0,4.0,,,,,,,2.0,2.0,,,,,,,2.0,,,,,1.0,1.0,,,0.5,0.5,1.0,,,1.0,,,1.0,,,,,,,0.6666666666666666,,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,2.1,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629632,1610612741,Coby White,Coby White,1629632,CHI,994.0,17,35,32,8.0,14.0,5.0,67,6.0,1.0,6.0,50,1.0,6.0,1.0,1.0,1.0,3.0,8.0,0.75,27.5,0.75,0.5,0.75,0.49639999999999995,0.3994,26.616666666666664,0.22857142857142856,-7.0,2.0,2.0,2.0,0.25,0.15384615384615385,0.3333333333333333,,,,,,,2.0,2.0,2.0,2.0,18.0,,,,1.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,1.0,2.0,5.0,4.0,0.5,0.5,1.0,,1.0,0.8125,,0.5,0.8181818181818182,,0.6666666666666666,,,,,,,,,,,,,,,,0.25,1.0,1.0,0.5,,,,,,,0.2222222222222222,11.5,,,,,3.0,,6.0,,,,,,,,,,0.6666666666666666,0.5,,0.5,,0.25,,,,,,,,,3.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,0.2,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630245,1610612741,Ayo Dosunmu,Ayo Dosunmu,1630245,CHI,1091.0,18,39,35,9.0,15.0,5.0,74,4.0,2.0,4.0,47,2.0,4.0,1.0,5.0,,11.0,9.0,0.4444444444444444,22.727272727272727,0.4444444444444444,1.0,0.7777777777777778,0.5220111111111111,0.5157,25.875,0.23076923076923078,-6.0,2.0,2.0,2.0,0.2,0.13333333333333333,,1.0,3.0,,,,,2.0,2.0,3.0,5.0,12.0,,,,,,3.0,2.0,4.0,,,4.0,2.0,,,,,,,1.0,,,1.0,3.0,0.3333333333333333,0.3333333333333333,0.6,,,0.6666666666666666,,0.75,0.6666666666666666,,0.75,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.2222222222222222,1.0,1.0,0.5,,,,,,,0.25,4.12,,,,,2.0,1.0,6.0,1.0,2.0,1.0,,,,,,,1.0,0.5,0.5,0.5,,0.3333333333333333,,,,,,,,,2.0,,,,2.0,,,,,,,,0.5,0.5,1.0,0.5,,,1.0,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630172,1610612741,Patrick Williams,Patrick Williams,1630172,CHI,321.0,5,12,11,3.0,9.0,3.0,23,2.0,,2.0,17,,2.0,1.0,1.0,,3.0,3.0,0.6666666666666666,20.0,0.6666666666666666,,1.0,0.5672333333333334,,26.5,0.25,-7.0,1.0,1.0,1.0,0.25,0.25,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.7,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631207,1610612741,Dalen Terry,Dalen Terry,1631207,CHI,611.0,10,23,21,5.0,7.0,2.0,44,1.0,,1.0,27,,1.0,,,,,5.0,0.25,20.0,0.25,,1.0,0.622125,0.6023,26.1,0.21739130434782608,-8.0,,,,,,,1.0,3.0,,,,1.0,,,1.0,3.0,2.0,,,,,1.0,,2.0,,,1.0,,,,,,,,,1.0,1.0,2.0,1.0,,1.0,1.0,0.3333333333333333,,,0.25,,,0.25,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.75,0.3333333333333333,0.5,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641763,1610612741,Julian Phillips,Julian Phillips,1641763,CHI,323.0,5,12,11,,,2.0,23,,,1.0,16,,,,,,,,1.0,14.285714285714285,,,1.0,0.5934,,23.3,,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
