EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedAtRim,BlockedCorner3,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,OffensiveGoaltends,SecondChanceFg3Pct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveMakes,HeaveAttempts,Fg3aBlocked,Offensive Fouls Drawn,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,Charge Fouls,Transition Take Fouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,DefensiveGoaltends,Corner3PctBlocked,on,LongMidRangePctBlocked,Transition Take Fouls Drawn,Charge Fouls Drawn,3SecondViolations,Clear Path Fouls
101108,1610612759,Chris Paul,Chris Paul,101108,SAS,4472.9,75,17.0,148,141,31.0,9.0,10,289,1.0,4.0,1.0,4.0,10.0,2.0,3.0,1.0,5.0,4.0,10.0,3.0,17.0,164,1.0,2.0,2.0,1.0,2.0,3.0,6.0,2.0,6.0,6.0,10.0,4.0,1.0,10.0,7.0,17.0,7.0,9.0,1.0,41.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,30.0,1.0,1.0,0.5,0.4,0.6666666666666666,0.4,0.2,0.5,0.4666666666666667,0.5,0.75,0.4666666666666667,0.5,0.75,0.6666666666666666,0.2,0.25,11.875,0.75,0.1,0.0512820512820512,0.072463768115942,0.1111111111111111,0.0833333333333333,0.1111111111111111,0.0357142857142857,0.0909090909090909,1.0,0.2666666666666666,0.25,0.3333333333333333,1.0,0.0666666666666666,0.6666666666666666,0.4,0.4,0.5,0.75,0.6666666666666666,0.6666666666666666,0.4,0.4962933333333333,0.4172,0.4407374999999999,0.1176470588235294,0.3529411764705882,11.5,25.65,0.2094594594594594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628380,1610612759,Zach Collins,Zach Collins,1628380,SAS,5111.0,85,-41.0,176,182,70.0,37.0,25,358,1.0,4.0,2.0,1.0,5.0,,3.0,8.0,16.0,1.0,6.0,7.0,26.0,224,1.0,4.0,2.0,6.0,,3.0,9.0,12.0,3.0,,5.0,1.0,2.0,6.0,,6.0,,1.0,4.0,12.0,1.0,9.0,11.0,22.0,4.0,2.0,2.0,1.0,2.0,,3.0,4.0,7.0,15.0,3.0,6.0,9.0,,3.0,1.0,4.0,3.0,9.0,70.0,0.75,0.8571428571428571,1.0,0.1666666666666666,,0.1666666666666666,0.5,0.25,0.4318181818181818,0.25,0.4444444444444444,0.5,0.25,0.45,0.2727272727272727,0.125,,14.563106796116504,0.25,0.1836734693877551,0.03125,0.1234567901234567,0.15,0.1764705882352941,0.25,,0.1,0.75,0.1818181818181818,0.25,0.25,,0.0909090909090909,0.2272727272727272,0.2,0.2,1.0,0.3333333333333333,,0.7272727272727273,0.2,0.5455045454545453,0.492125,0.5928833333333334,0.0769230769230769,0.3461538461538461,4.7562500000000005,25.166666666666668,0.3977272727272727,7.0,10.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,3.0,8.0,1.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.2,0.2,0.1739130434782608,0.0566037735849056,0.1111111111111111,0.3333333333333333,0.0869565217391304,0.0512820512820512,0.0714285714285714,0.0909090909090909,0.4545454545454545,0.7,0.875,0.8571428571428571,0.0454545454545454,0.75,0.3333333333333333,0.4444444444444444,0.75,0.16,0.2105263157894736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629640,1610612759,Keldon Johnson,Keldon Johnson,1629640,SAS,21955.9,366,21.0,778,774,256.0,240.0,82,1552,19.0,42.0,1.0,17.0,40.0,7.0,13.0,62.0,112.0,27.0,65.0,26.0,231.0,876,11.0,19.0,36.0,35.0,11.0,20.0,92.0,88.0,72.0,9.0,40.0,17.0,7.0,12.0,12.0,24.0,6.0,10.0,2.0,60.0,25.0,20.0,51.0,73.0,8.0,5.0,3.0,8.0,,2.0,4.0,12.0,9.0,20.0,1.0,24.0,35.0,,4.0,3.0,4.0,4.0,92.0,256.0,0.7096774193548387,0.8301886792452831,0.8888888888888888,0.4153846153846154,0.55,0.4153846153846154,0.5535714285714286,0.5789473684210527,0.5790960451977402,0.6071428571428571,0.6818181818181818,0.5984455958549223,0.6206896551724138,0.71875,0.3672316384180791,0.0625,0.0476190476190476,23.428571428571427,0.6666666666666666,0.108695652173913,0.1373626373626373,0.1229508196721311,0.0735294117647058,0.1447368421052631,0.1,0.1360544217687075,0.1428571428571428,1.0,0.2372881355932203,0.4523809523809524,0.475,0.7894736842105263,0.0056497175141242,0.2259887005649717,0.425,0.425,0.8235294117647058,0.2363636363636363,0.5384615384615384,0.7570621468926554,0.425,0.5635781249999998,0.48156,0.5532166666666668,0.1558441558441558,0.3982683982683982,3.904464285714286,25.264615384615382,0.3290488431876606,43.0,69.0,10.0,15.0,14.0,22.0,25.0,21.0,17.0,36.0,18.0,,8.0,14.0,6.0,22.0,4.0,6.0,,5.0,,3.0,14.0,5.0,,1.0,,,3.0,5.0,0.6,0.072463768115942,0.3529411764705882,0.0773480662983425,0.0446927374301676,0.0611111111111111,0.0909090909090909,0.0609756097560975,0.037593984962406,0.0652173913043478,0.0493827160493827,0.3898305084745763,0.6231884057971014,0.671875,0.6744186046511628,0.1412429378531073,0.5357142857142857,0.6666666666666666,0.4,0.6363636363636364,0.0744680851063829,0.1138211382113821,10.0,1.0,4.0,4.0,7.0,3.0,5.0,4.0,9.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.0909090909090909,0.4,0.4,1.0,0.1,0.1428571428571428,0.25,1.0,0.1785714285714285,0.6,0.3333333333333333,0.1272727272727272,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1630200,1610612759,Tre Jones,Tre Jones,1630200,SAS,27010.9,450,10.0,942,942,309.0,269.0,106,1884,8.0,23.0,,4.0,14.0,2.0,4.0,37.0,67.0,8.0,26.0,25.0,123.0,1059,1.0,4.0,7.0,18.0,2.0,7.0,31.0,36.0,24.0,,12.0,3.0,3.0,47.0,57.0,104.0,38.0,31.0,12.0,265.0,19.0,21.0,43.0,58.0,18.0,7.0,11.0,15.0,1.0,14.0,6.0,21.0,15.0,33.0,,33.0,33.0,1.0,5.0,3.0,5.0,4.0,31.0,308.0,0.4864864864864865,0.5,1.0,0.3076923076923077,0.2857142857142857,0.28,0.5522388059701493,0.25,0.5268817204301075,0.2083333333333333,0.4,0.5801886792452831,0.2692307692307692,0.4696969696969697,0.2795698924731182,0.044776119402985,,11.891385767790265,0.7142857142857143,0.0893617021276595,0.0855855855855855,0.087527352297593,0.0851063829787234,0.0869565217391304,0.1020408163265306,0.0804597701149425,0.1041666666666666,0.8,0.2473118279569892,0.3478260869565217,0.3478260869565217,0.375,,0.1505376344086021,0.2857142857142857,0.3076923076923077,1.0,0.16,0.5,0.7526881720430108,0.25,0.5692847826086956,0.50696875,0.5745479166666667,0.056910569105691,0.2520325203252032,3.8761194029850734,24.869230769230764,0.3280254777070063,29.0,44.0,1.0,1.0,5.0,10.0,12.0,7.0,11.0,38.0,2.0,4.0,8.0,7.0,3.0,15.0,1.0,1.0,,8.0,1.0,6.0,12.0,7.0,,1.0,,,1.0,7.0,0.3888888888888889,0.0681818181818181,0.125,0.0313901345291479,0.0344827586206896,0.0329670329670329,0.0109890109890109,0.0388349514563106,0.0406976744186046,0.0166666666666666,0.0232558139534883,0.4731182795698925,0.6590909090909091,0.7073170731707317,0.5172413793103449,0.1290322580645161,0.0833333333333333,1.0,0.4,0.5,0.1212121212121212,0.1643835616438356,4.0,,3.0,,3.0,1.0,5.0,1.0,8.0,2.0,19.0,3.0,,1.0,1.0,,0.125,0.0689655172413793,0.3333333333333333,0.3333333333333333,1.0,,0.25,,,0.4166666666666667,0.2,1.0,0.12,,1.0,1.0,1.0,5.0,1.0,0.0384615384615384,0.0714285714285714,,,,,,,,,,,,,,,True,,,,,
1630577,1610612759,Julian Champagnie,Julian Champagnie,1630577,SAS,17933.0,299,33.0,634,634,208.0,192.0,70,1268,2.0,8.0,,17.0,61.0,2.0,16.0,11.0,22.0,31.0,92.0,10.0,125.0,702,3.0,4.0,14.0,4.0,6.0,25.0,22.0,14.0,93.0,,60.0,17.0,6.0,15.0,6.0,21.0,6.0,11.0,3.0,48.0,19.0,13.0,33.0,43.0,11.0,8.0,3.0,6.0,1.0,2.0,4.0,10.0,7.0,9.0,,6.0,11.0,,6.0,2.0,8.0,4.0,22.0,208.0,0.6363636363636364,0.7777777777777778,1.0,0.3369565217391304,0.24,0.3406593406593406,0.5,0.75,0.5043859649122807,0.5454545454545454,0.3448275862068966,0.5296610169491526,0.5833333333333334,0.3666666666666666,0.8070175438596491,0.2727272727272727,0.25,18.0028129395218,0.6,0.0838709677419354,0.1283783783783783,0.1056105610561056,0.1176470588235294,0.0555555555555555,0.0606060606060606,0.1416666666666666,0.0714285714285714,0.5,0.0701754385964912,0.25,0.3333333333333333,1.0,,0.5350877192982456,0.2786885245901639,0.2786885245901639,1.0,0.5517241379310345,0.125,0.9298245614035088,0.2833333333333333,0.5629203539823008,0.55767,0.5558124999999999,0.112,0.176,3.4681818181818183,25.257608695652177,0.3280757097791798,9.0,14.0,3.0,4.0,1.0,2.0,31.0,1.0,2.0,8.0,4.0,1.0,7.0,2.0,1.0,10.0,,4.0,2.0,2.0,,,3.0,,2.0,4.0,1.0,,1.0,,0.25,0.2857142857142857,0.0769230769230769,0.0140845070422535,0.0421686746987951,0.0292207792207792,0.032258064516129,,0.056910569105691,,,0.1228070175438596,0.6428571428571429,0.9,0.5555555555555556,0.2719298245614035,0.3636363636363636,0.75,0.0689655172413793,0.5,0.0427350427350427,0.12,14.0,,,4.0,9.0,2.0,7.0,2.0,7.0,2.0,,2.0,,1.0,,,0.2857142857142857,,0.4516129032258064,0.4516129032258064,1.0,,,,,0.6363636363636364,0.2857142857142857,1.0,0.3103448275862069,0.4444444444444444,,1.0,,,,,,1.0,2.0,3.0,1.0,0.0714285714285714,0.0217391304347826,,,,,,,,,True,,,,,
1642264,1610612759,Stephon Castle,Stephon Castle,1642264,SAS,12104.0,202,39.0,420,424,130.0,114.0,51,844,7.0,19.0,11.0,5.0,27.0,2.0,11.0,25.0,55.0,7.0,31.0,19.0,90.0,431,,3.0,3.0,17.0,3.0,12.0,30.0,22.0,15.0,6.0,27.0,5.0,9.0,23.0,16.0,39.0,10.0,18.0,1.0,94.0,12.0,8.0,20.0,25.0,5.0,2.0,3.0,9.0,1.0,8.0,11.0,20.0,4.0,20.0,,21.0,30.0,,1.0,1.0,1.0,1.0,30.0,129.0,0.44,0.44,0.7142857142857143,0.2258064516129032,0.25,0.2258064516129032,0.4545454545454545,,0.4127906976744186,,0.396551724137931,0.45,0.15,0.4411764705882353,0.3604651162790697,0.1636363636363636,0.2105263157894736,24.69135802469136,0.45,0.0714285714285714,0.1111111111111111,0.0909090909090909,0.0769230769230769,0.0566037735849056,0.1,0.072289156626506,0.24,1.0,0.2209302325581395,0.3684210526315789,0.4666666666666667,0.4285714285714285,0.127906976744186,0.313953488372093,0.1851851851851851,0.1851851851851851,0.6,0.3793103448275862,0.1818181818181818,0.6511627906976745,0.1851851851851851,0.525235465116279,0.4977833333333333,0.5127362068965516,0.0333333333333333,0.3333333333333333,7.412727272727274,26.20967741935484,0.3095238095238095,14.0,25.0,,1.0,3.0,6.0,4.0,7.0,7.0,28.0,,4.0,1.0,4.0,,5.0,1.0,1.0,,4.0,,2.0,13.0,3.0,,,,,3.0,3.0,0.4117647058823529,0.2,,0.0388349514563106,0.009090909090909,0.0234741784037558,0.0789473684210526,0.02,0.0123456790123456,,0.0227272727272727,0.2906976744186046,0.56,0.7,0.5,0.0465116279069767,0.1666666666666666,,0.2068965517241379,0.5,0.134020618556701,0.1969696969696969,2.0,,,1.0,1.0,,3.0,,3.0,3.0,6.0,4.0,,3.0,1.0,,,,0.5,0.5,1.0,,,,,0.5,,,0.0344827586206896,1.0,,,,3.0,,,,,,,,,,4.0,3.0,1.0,0.3636363636363636,0.3636363636363636,0.25,,,True,,,,,
1630572,1610612759,Sandro Mamukelashvili,Sandro Mamukelashvili,1630572,SAS,987.0,16,7.0,36,40,18.0,4.0,3,76,,,,,2.0,,2.0,1.0,1.0,1.0,5.0,4.0,9.0,26,,,2.0,,,3.0,4.0,2.0,3.0,,2.0,,,,,,,,,,2.0,2.0,5.0,6.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,4.0,,,,1.0,1.0,4.0,18.0,1.0,1.0,1.0,0.2,,0.2,1.0,,0.4166666666666667,,,0.5625,1.0,0.4,0.8333333333333334,,,20.0,,0.1428571428571428,0.2222222222222222,0.1739130434782608,,0.6666666666666666,,0.2857142857142857,,1.0,,,,,,0.3333333333333333,,,,0.6666666666666666,,1.0,,0.57945,,0.5696500000000001,0.2222222222222222,0.4444444444444444,3.4,23.74,0.5,1.0,1.0,,,,,3.0,,4.0,,,,,1.0,1.0,1.0,,,,,,,,2.0,1.0,,,,,2.0,,,1.0,0.1666666666666666,,0.0476190476190476,,0.3333333333333333,,,,0.1666666666666666,1.0,1.0,1.0,0.5,,,,,,,1.0,,,,1.0,,,,,2.0,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,
203084,1610612759,Harrison Barnes,Harrison Barnes,203084,SAS,10289.0,171,10.0,352,347,75.0,76.0,44,699,6.0,11.0,,7.0,16.0,2.0,2.0,22.0,31.0,12.0,27.0,17.0,97.0,392,3.0,4.0,12.0,8.0,2.0,2.0,23.0,22.0,36.0,,16.0,7.0,4.0,8.0,3.0,11.0,1.0,7.0,,25.0,8.0,5.0,16.0,25.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,9.0,,16.0,21.0,,1.0,,1.0,1.0,23.0,74.0,0.5,0.55,1.0,0.4444444444444444,1.0,0.4444444444444444,0.7096774193548387,0.75,0.6896551724137931,0.75,0.8,0.7132352941176471,0.75,0.7666666666666667,0.4655172413793103,0.1290322580645161,,17.980295566502466,0.6,0.0543478260869565,0.1025641025641025,0.0764705882352941,0.0526315789473684,0.054054054054054,0.0588235294117647,0.1186440677966101,0.0526315789473684,1.0,0.1896551724137931,0.5454545454545454,0.5454545454545454,0.3333333333333333,,0.2758620689655172,0.4375,0.4375,1.0,0.2,1.0,0.8103448275862069,0.4375,0.5720578947368421,0.54515,0.60503,0.1237113402061855,0.2371134020618556,3.974193548387096,25.27037037037037,0.2130681818181818,16.0,20.0,3.0,4.0,5.0,5.0,11.0,5.0,7.0,22.0,4.0,1.0,5.0,4.0,3.0,9.0,1.0,,,1.0,,1.0,9.0,2.0,,1.0,,,1.0,2.0,0.625,0.2,0.2142857142857142,0.0439560439560439,0.0641025641025641,0.0532544378698224,0.0512820512820512,0.0476190476190476,0.0925925925925925,,0.0526315789473684,0.3448275862068966,0.8,1.0,0.5625,0.1896551724137931,0.6666666666666666,0.75,0.5,1.0,0.1363636363636363,0.2307692307692307,5.0,1.0,1.0,,,,1.0,1.0,2.0,3.0,2.0,,,,2.0,,0.5,,0.4545454545454545,0.4545454545454545,1.0,,0.1666666666666666,1.0,1.0,0.1666666666666666,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,
1629646,1610612759,Charles Bassey,Charles Bassey,1629646,SAS,5328.0,89,-6.0,192,186,80.0,52.0,32,378,3.0,8.0,1.0,,,,,18.0,31.0,,,9.0,45.0,225,5.0,9.0,13.0,16.0,,,24.0,28.0,,,,,1.0,2.0,1.0,3.0,1.0,,2.0,7.0,9.0,7.0,19.0,41.0,5.0,5.0,,1.0,1.0,,2.0,3.0,6.0,11.0,3.0,10.0,14.0,,10.0,4.0,11.0,6.0,24.0,80.0,0.7777777777777778,1.0,,,,,0.5806451612903226,0.5555555555555556,0.5806451612903226,0.5555555555555556,0.625,0.6081081081081081,0.5416666666666666,0.631578947368421,,0.032258064516129,,17.316017316017316,0.3333333333333333,0.1794871794871795,0.2307692307692307,0.2051282051282051,0.2222222222222222,0.1764705882352941,,0.2424242424242424,0.1666666666666666,0.5454545454545454,0.2580645161290322,0.375,0.375,0.6666666666666666,0.032258064516129,,,,,,,0.7096774193548387,,0.5931064516129032,0.5597624999999999,0.6038,0.2888888888888888,0.5333333333333333,2.987096774193548,,0.4166666666666667,15.0,22.0,4.0,8.0,9.0,11.0,,10.0,4.0,8.0,8.0,,5.0,17.0,3.0,22.0,4.0,1.0,1.0,1.0,,2.0,5.0,3.0,1.0,6.0,,1.0,1.0,3.0,0.625,0.0454545454545454,0.5,0.265625,0.119047619047619,0.2075471698113207,0.217391304347826,0.3142857142857143,0.1176470588235294,0.125,0.3333333333333333,0.7096774193548387,0.6818181818181818,0.7142857142857143,0.8,,0.8888888888888888,0.5,0.6875,0.8181818181818182,0.1470588235294117,0.1470588235294117,,,,,,,,,,3.0,,,1.0,,4.0,,,0.1666666666666666,,,,0.25,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,True,,,,,
1630170,1610612759,Devin Vassell,Devin Vassell,1630170,SAS,8010.9,134,-85.0,275,280,121.0,96.0,38,555,5.0,17.0,11.0,13.0,31.0,7.0,13.0,17.0,40.0,16.0,36.0,15.0,97.0,380,,4.0,5.0,18.0,8.0,14.0,46.0,20.0,42.0,6.0,31.0,13.0,3.0,6.0,5.0,11.0,1.0,5.0,1.0,27.0,7.0,5.0,12.0,14.0,4.0,3.0,1.0,5.0,2.0,2.0,4.0,9.0,2.0,6.0,1.0,8.0,15.0,,2.0,,2.0,1.0,46.0,121.0,0.5882352941176471,0.5882352941176471,0.875,0.4444444444444444,0.5714285714285714,0.4444444444444444,0.425,,0.5394736842105263,0.1875,0.625,0.5843373493975904,0.2777777777777778,0.6571428571428571,0.4736842105263157,0.075,0.1176470588235294,28.84012539184953,0.5555555555555556,0.0746268656716417,0.125,0.0975609756097561,0.0357142857142857,0.037037037037037,0.25,0.1395348837209302,0.0769230769230769,0.5,0.2236842105263158,0.2941176470588235,0.3333333333333333,0.4,0.1447368421052631,0.4078947368421052,0.4193548387096774,0.4193548387096774,0.8461538461538461,0.40625,0.5384615384615384,0.631578947368421,0.4193548387096774,0.511604605263158,0.3861666666666667,0.51271875,0.0515463917525773,0.4742268041237113,9.41,25.647222222222226,0.44,7.0,12.0,,1.0,4.0,5.0,5.0,8.0,6.0,14.0,,,1.0,,,2.0,,3.0,,5.0,,,6.0,,,1.0,,,,,0.4444444444444444,0.0833333333333333,,,0.0158730158730158,0.0072463768115942,,,0.0188679245283018,,,0.1578947368421052,0.5833333333333334,0.6363636363636364,0.7142857142857143,0.0657894736842105,0.125,,0.15625,0.8,0.0843373493975903,0.1304347826086956,3.0,,,1.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,,,,,0.25,,0.6,0.6,1.0,,,,,0.5,0.25,,0.03125,1.0,,,,,1.0,,,1.0,,1.0,,0.2,0.027027027027027,5.0,,,0.4545454545454545,0.4545454545454545,0.6,,,True,,,,,
