EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Charge Fouls Drawn,Loose Ball Fouls Drawn,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctAssisted,SecondChanceTurnovers,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,Technical Free Throw Trips,DefensiveGoaltends,Blocked3s,BlockedArc3,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,on,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls
1627827,1610612745,Dorian Finney-Smith,Dorian Finney-Smith,1627827,HOU,35959.7,599,-7.0,1198,1211,409,362,174,2409,14.0,24.0,7.0,14.0,4.0,11.0,1.0,4.0,1.0,9.0,40.0,2.0,9.0,2.0,6.0,17.0,55.0,4.0,10.0,5.0,16.0,15.0,29.0,26.0,95.0,6.0,114.0,1349,7.0,15.0,6.0,19.0,1.0,33.0,4.0,14.0,7.0,22.0,5.0,34.0,18.0,12.0,72.0,6.0,10.0,55.0,17.0,5.0,21.0,14.0,35.0,8.0,6.0,10.0,6.0,5.0,84.0,14.0,17.0,2.0,20.0,33.0,5.0,58,33.0,91,4.0,15.0,8.0,7.0,8.0,5.0,6.0,14.0,2.0,2.0,22.0,8.0,30.0,60,5.0,5.0,8,2.0,7.0,1.0,2.0,2.0,6.0,3.0,3.0,6.0,4.0,34.0,406,7.0,2.0,0.6,0.9,0.9230769230769231,0.2736842105263158,0.3157894736842105,0.3181818181818182,0.2736842105263158,0.5172413793103449,0.4666666666666667,0.2857142857142857,0.43548387096774194,0.47058823529411764,0.4027777777777778,0.44881889763779526,0.4852941176470588,0.4358974358974359,0.7661290322580645,0.05263157894736842,0.05,0.05454545454545454,10.5449398443029,0.36363636363636365,0.1111111111111111,0.06451612903225806,0.11301369863013698,0.05782312925170068,0.07168458781362007,0.050359712230215826,0.09281961471103327,0.05419580419580419,0.1,0.03333333333333333,0.04054054054054054,0.05641025641025641,0.03614457831325301,0.12359550561797752,0.09859154929577464,0.13114754098360656,0.0779816513761468,0.04918032786885246,0.05263157894736842,0.6666666666666666,0.1935483870967742,0.5833333333333334,0.5833333333333334,0.6428571428571429,0.03225806451612903,0.25,0.25,0.008064516129032258,0.3225806451612903,0.225,0.23684210526315788,0.8888888888888888,0.4435483870967742,0.3090909090909091,0.3269230769230769,0.9411764705882353,0.4117647058823529,0.5,0.2857142857142857,0.2647058823529412,0.2222222222222222,0.5,0.29411764705882354,0.4,1.0,0.3055555555555556,0.36363636363636365,0.16666666666666666,0.3333333333333333,0.4444444444444444,0.3125,0.9596774193548387,0.3090909090909091,0.5566709677419357,0.5734680000000001,0.5387333333333333,0.016,0.06666666666666667,0.2894736842105263,0.2982456140350877,2.3758620689655174,25.048421052631582,0.34140233722871455,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628988,1610612745,Aaron Holiday,Aaron Holiday,1628988,HOU,4917.6,82,11.0,163,165,65,62,30,328,3.0,3.0,,,3.0,3.0,5.0,7.0,3.0,2.0,4.0,,,,2.0,5.0,13.0,2.0,4.0,1.0,3.0,9.0,13.0,7.0,17.0,4.0,43.0,177,1.0,1.0,2.0,4.0,1.0,9.0,5.0,6.0,1.0,5.0,3.0,16.0,2.0,16.0,18.0,3.0,,13.0,5.0,,5.0,1.0,6.0,,1.0,3.0,2.0,,13.0,,,,4.0,,,4,,4,,3.0,1.0,2.0,3.0,,2.0,1.0,1.0,,4.0,,5.0,7,,1.0,5,1.0,4.0,2.0,3.0,,,,,,,16.0,64,1.0,,0.1111111111111111,0.1111111111111111,0.8571428571428571,0.4117647058823529,0.5,0.2,0.4117647058823529,0.6923076923076923,1.0,0.8333333333333334,0.65,0.8,0.5909090909090909,0.6935483870967742,0.9,0.6666666666666666,0.5666666666666667,,,,17.766497461928935,0.75,,,,,0.12121212121212122,,0.05555555555555555,,,,,,,,,,0.17391304347826086,,,,0.1,1.0,1.0,,0.23333333333333334,0.7142857142857143,0.7142857142857143,0.1,0.13333333333333333,0.5,0.5,1.0,0.43333333333333335,0.38461538461538464,0.38461538461538464,0.8,,,,,,,0.8,0.5,1.0,0.2727272727272727,1.0,0.18181818181818182,,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.38461538461538464,0.5120766666666666,0.5373375,0.5189227272727271,0.0967741935483871,0.21428571428571427,0.20930232558139536,0.37209302325581395,8.9,25.67058823529412,0.3987730061349693,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,
1629006,1610612745,Josh Okogie,Josh Okogie,1629006,HOU,6300.7,105,-36.0,209,223,82,71,31,432,2.0,4.0,,,,1.0,,2.0,1.0,4.0,9.0,,1.0,2.0,4.0,,1.0,,,,1.0,2.0,7.0,4.0,10.0,2.0,18.0,246,,,,1.0,1.0,1.0,,3.0,2.0,5.0,1.0,7.0,4.0,,12.0,,,1.0,,,1.0,5.0,6.0,4.0,1.0,1.0,,,17.0,1.0,1.0,,5.0,5.0,1.0,11,2.0,13,,2.0,1.0,1.0,,1.0,,2.0,,,2.0,,5.0,10,1.0,1.0,4,,4.0,,1.0,1.0,,,,,,7.0,80,1.0,1.0,1.0,1.0,1.0,0.4,,0.4,0.4,0.2857142857142857,,,0.47058823529411764,,0.375,0.47368421052631576,0.25,0.3888888888888889,0.5882352941176471,,,,8.641975308641975,,0.14285714285714285,,0.10869565217391304,0.01694915254237288,0.11627906976744186,0.024390243902439025,0.11235955056179775,0.02,,0.043478260869565216,,0.041666666666666664,,0.15384615384615385,0.04,0.25,0.10526315789473684,0.2,,,0.23529411764705882,0.5,0.5,1.0,0.11764705882352941,,,0.058823529411764705,0.5294117647058824,0.4444444444444444,0.4444444444444444,1.0,0.058823529411764705,,,,,,,1.0,,,,,,0.125,,0.5,0.5,0.125,,0.8235294117647058,,0.5488058823529411,0.47835,0.51583125,0.05555555555555555,0.125,0.05555555555555555,0.3888888888888889,5.871428571428571,23.65,0.3923444976076555,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,
1630256,1610612745,Jae'Sean Tate,Jae'Sean Tate,1630256,HOU,2555.9,43,-2.0,79,85,24,37,12,164,5.0,8.0,3.0,4.0,,1.0,2.0,2.0,,,1.0,,,,1.0,,,,,,,7.0,10.0,,1.0,1.0,15.0,106,3.0,4.0,,,1.0,7.0,1.0,2.0,,1.0,,2.0,6.0,8.0,,,4.0,,,,3.0,1.0,4.0,1.0,,3.0,,,9.0,1.0,3.0,,2.0,2.0,1.0,5,4.0,9,,1.0,1.0,,,,,,,,,,1.0,2,,,1,,1.0,1.0,1.0,,,,,,,2.0,23,1.0,,0.42857142857142855,0.6,,,,,,0.7,0.75,0.5,0.6363636363636364,0.75,0.3333333333333333,0.6818181818181818,0.875,0.3333333333333333,0.09090909090909091,,,,12.087912087912088,,0.3333333333333333,,0.1111111111111111,0.1875,0.125,0.0625,0.11764705882352941,0.125,0.25,,0.2,0.125,,,0.25,,0.1,0.16666666666666666,,,0.7272727272727273,0.625,0.7142857142857143,0.4,0.18181818181818182,1.0,1.0,,0.09090909090909091,,,,,,,,1.0,0.75,0.3333333333333333,,,,,,,0.3333333333333333,,0.3333333333333333,,,,0.8181818181818182,,0.5710681818181819,0.6012333333333334,0.4921166666666667,0.09090909090909091,0.1,0.4666666666666667,0.13333333333333333,2.7199999999999998,23.5,0.3037974683544304,,,,,,,1.0,0.1,0.125,0.5,,,,,,,,,,,,,,,,True,,,
201145,1610612745,Jeff Green,Jeff Green,201145,HOU,1065.0,18,,37,38,23,26,4,75,,,,,,,1.0,1.0,3.0,,1.0,,,,1.0,1.0,4.0,,,1.0,3.0,1.0,4.0,1.0,5.0,2.0,7.0,46,,,,,2.0,2.0,1.0,3.0,1.0,4.0,2.0,7.0,,2.0,3.0,,,4.0,1.0,,1.0,,1.0,,,1.0,,,2.0,,,,,,1.0,1,,1,,,,,,,,,,,,,2.0,3,,,1,,2.0,,,1.0,,,,,,7.0,23,1.0,1.0,,,1.0,0.2,,0.25,0.2,0.25,,0.3333333333333333,0.2777777777777778,,0.35714285714285715,0.35,1.0,0.4375,0.5555555555555556,,,,24.390243902439025,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,1.0,1.0,0.3333333333333333,0.1111111111111111,,,,0.4444444444444444,0.25,0.25,1.0,,,,,,,,,,,,0.14285714285714285,,0.42857142857142855,0.3333333333333333,0.5555555555555556,0.25,0.42888333333333334,,0.4238928571428571,,,0.2857142857142857,1.0,15.55,25.639999999999997,0.6216216216216216,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203991,1610612745,Clint Capela,Clint Capela,203991,HOU,11790.3,197,25.0,399,412,146,149,54,811,16.0,36.0,7.0,15.0,5.0,13.0,3.0,11.0,,,,,,,,,,,,,,19.0,47.0,,,8.0,46.0,423,8.0,20.0,,,,16.0,5.0,15.0,,,3.0,13.0,22.0,16.0,,,14.0,,,,8.0,4.0,12.0,3.0,1.0,3.0,2.0,3.0,28.0,6.0,21.0,,15.0,28.0,4.0,47,27.0,74,3.0,5.0,3.0,2.0,8.0,,6.0,5.0,2.0,,13.0,3.0,6.0,13,1.0,5.0,14,,17.0,1.0,6.0,3.0,7.0,5.0,2.0,7.0,3.0,12.0,145,,2.0,0.5789473684210527,0.9166666666666666,,,,,,0.40425531914893614,0.4,0.3333333333333333,0.40425531914893614,0.4,0.3333333333333333,0.41818181818181815,0.4,0.325,,,,,14.5610278372591,0.6153846153846154,0.26666666666666666,,0.2545454545454545,0.19811320754716982,0.14285714285714285,0.07142857142857142,0.2,0.14210526315789473,0.2,0.19607843137254902,0.2,0.0625,0.1,0.12903225806451613,0.3050847457627119,0.3,0.14666666666666667,0.13333333333333333,0.14285714285714285,0.42857142857142855,0.7659574468085106,0.4444444444444444,0.5333333333333333,0.5625,0.23404255319148937,0.2727272727272727,0.2727272727272727,,,,,,,,,,0.75,0.4666666666666667,0.14285714285714285,,,,,,,0.8666666666666667,0.38461538461538464,,,,,0.7659574468085106,,0.5589148936170213,0.5642529411764707,0.6111133333333333,0.11538461538461539,0.11538461538461539,0.34782608695652173,0.2826086956521739,2.827659574468085,,0.3659147869674185,,,,,1.0,5.0,6.0,0.1276595744680851,0.16666666666666666,0.6666666666666666,3.0,,,,,,,,,,,,,,,True,,,
1630578,1610612745,Alperen Sengun,Alperen Sengun,1630578,HOU,12932.799999999996,216,-55.0,428,428,98,86,60,856,29.0,41.0,7.0,11.0,7.0,11.0,14.0,32.0,11.0,,1.0,,1.0,,1.0,5.0,12.0,,1.0,1.0,3.0,45.0,84.0,5.0,13.0,25.0,130.0,517,11.0,17.0,,2.0,2.0,24.0,9.0,24.0,1.0,4.0,4.0,25.0,42.0,48.0,9.0,6.0,8.0,12.0,5.0,,17.0,14.0,31.0,9.0,5.0,9.0,6.0,2.0,76.0,10.0,11.0,,19.0,19.0,5.0,43,21.0,64,4.0,2.0,1.0,1.0,11.0,3.0,5.0,13.0,6.0,1.0,24.0,3.0,18.0,27,,2.0,45,,39.0,5.0,21.0,1.0,7.0,5.0,2.0,7.0,1.0,25.0,98,1.0,1.0,0.4666666666666667,0.5121951219512195,0.6,0.38461538461538464,,0.25,0.38461538461538464,0.5357142857142857,0.6470588235294118,0.375,0.5412371134020618,0.5789473684210527,0.375,0.5701754385964912,0.631578947368421,0.3787878787878788,0.13402061855670103,,,,27.87878787878788,0.4583333333333333,0.2777777777777778,,0.19791666666666666,0.11702127659574468,0.19791666666666666,0.09615384615384616,0.19791666666666666,0.10606060606060606,0.08,0.18181818181818182,0.04,0.09722222222222222,0.09375,0.08571428571428572,0.19444444444444445,0.36,0.2054794520547945,0.17391304347826086,0.09523809523809523,0.14285714285714285,0.422680412371134,0.7073170731707317,0.725,0.6206896551724138,0.32989690721649484,0.4375,0.45161290322580644,0.1134020618556701,0.010309278350515464,,,,0.12371134020618557,0.4166666666666667,0.4166666666666667,0.6,0.5789473684210527,0.6363636363636364,0.2857142857142857,0.05263157894736842,,,0.05263157894736842,,,0.39285714285714285,0.6363636363636364,0.03571428571428571,,0.10714285714285714,0.3333333333333333,0.5567010309278351,0.4166666666666667,0.5145530927835051,0.5743874999999999,0.49206071428571435,0.18584070796460178,0.21,0.18461538461538463,0.19230769230769232,6.311904761904763,26.21538461538461,0.22897196261682243,2.0,0.18181818181818182,0.18181818181818182,0.5,,2.0,2.0,0.023809523809523808,0.024390243902439025,0.14285714285714285,2.0,2.0,2.0,2.0,1.0,0.03125,,,,,,,,,,True,,,
1631095,1610612745,Jabari Smith Jr.,Jabari Smith Jr.,1631095,HOU,15980.399999999998,266,-23.0,526,523,161,157,77,1049,13.0,19.0,4.0,7.0,5.0,6.0,10.0,20.0,13.0,6.0,19.0,,1.0,3.0,5.0,13.0,36.0,3.0,5.0,2.0,8.0,31.0,52.0,19.0,55.0,23.0,142.0,600,8.0,11.0,3.0,6.0,1.0,26.0,10.0,12.0,5.0,13.0,11.0,46.0,36.0,26.0,54.0,3.0,10.0,36.0,13.0,,5.0,6.0,11.0,3.0,3.0,3.0,1.0,1.0,28.0,4.0,10.0,,19.0,17.0,5.0,41,14.0,55,3.0,6.0,5.0,1.0,5.0,,1.0,,4.0,,5.0,1.0,5.0,10,,,22,,28.0,3.0,11.0,4.0,5.0,3.0,2.0,5.0,3.0,46.0,159,2.0,4.0,0.5806451612903226,0.6923076923076923,0.9473684210526315,0.34545454545454546,0.5,0.38461538461538464,0.34545454545454546,0.5961538461538461,0.7272727272727273,0.8333333333333334,0.5560747663551402,0.7352941176470589,0.7,0.592436974789916,0.6842105263157895,0.7666666666666667,0.514018691588785,,,,19.62025316455696,1.0,0.2777777777777778,,0.1349206349206349,0.07751937984496124,0.16521739130434782,0.030534351145038167,0.14937759336099585,0.05384615384615385,0.11904761904761904,0.04081632653061224,0.07894736842105263,0.03225806451612903,0.02631578947368421,0.046511627906976744,0.171875,0.21052631578947367,0.15384615384615385,0.20833333333333334,0.05660377358490566,0.6,0.17757009345794392,0.6842105263157895,0.7222222222222222,0.6153846153846154,0.18691588785046728,0.5,0.5263157894736842,0.12149532710280374,0.17757009345794392,0.3157894736842105,0.3157894736842105,1.0,0.3364485981308411,0.3611111111111111,0.3611111111111111,0.9230769230769231,0.4117647058823529,0.5714285714285714,,0.058823529411764705,,,0.29411764705882354,0.6,1.0,0.24,0.8333333333333334,0.2,0.6,0.32,0.25,0.6915887850467289,0.3611111111111111,0.5128565420560748,0.5013961538461539,0.51606,0.09565217391304348,0.18333333333333332,0.18309859154929578,0.323943661971831,8.773076923076923,25.325454545454544,0.3060836501901141,8.0,0.6153846153846154,0.6153846153846154,0.5,,3.0,2.0,0.038461538461538464,0.05263157894736842,0.6,,,,,,0.05,1.0,1.0,,,,,,,,True,,,
1641708,1610612745,Amen Thompson,Amen Thompson,1641708,HOU,26766.199999999997,446,33.0,888,907,301,263,129,1795,53.0,77.0,6.0,8.0,15.0,23.0,23.0,48.0,14.0,4.0,16.0,1.0,1.0,1.0,4.0,3.0,8.0,,1.0,1.0,4.0,80.0,139.0,7.0,24.0,54.0,235.0,978,7.0,13.0,1.0,2.0,4.0,21.0,22.0,39.0,2.0,8.0,19.0,69.0,70.0,90.0,18.0,3.0,10.0,8.0,3.0,,34.0,39.0,73.0,27.0,12.0,16.0,11.0,7.0,185.0,12.0,20.0,,35.0,20.0,5.0,60,32.0,92,8.0,21.0,11.0,10.0,17.0,4.0,8.0,17.0,9.0,2.0,34.0,12.0,11.0,28,,1.0,51,2.0,64.0,8.0,33.0,3.0,9.0,5.0,4.0,10.0,7.0,67.0,299,4.0,2.0,0.4375,0.4666666666666667,0.8571428571428571,0.2916666666666667,0.5,0.25,0.2916666666666667,0.5755395683453237,0.5384615384615384,0.5641025641025641,0.5552147239263804,0.5666666666666667,0.5319148936170213,0.6151832460732984,0.6176470588235294,0.5948275862068966,0.147239263803681,,,,21.448999046711155,0.5,0.14285714285714285,,0.09259259259259259,0.09345794392523364,0.1598173515981735,0.05741626794258373,0.12643678160919541,0.07565011820330969,0.09210526315789473,0.10344827586206896,0.0784313725490196,0.06,0.05084745762711865,0.06779661016949153,0.07692307692307693,0.1509433962264151,0.1511627906976744,0.19148936170212766,0.12307692307692308,0.7,0.4723926380368098,0.6883116883116883,0.726027397260274,0.5849056603773585,0.294478527607362,0.4791666666666667,0.5348837209302325,0.08588957055214724,0.09815950920245399,0.25,0.25,1.0,0.049079754601226995,0.375,0.375,0.6666666666666666,0.5333333333333333,0.75,0.16666666666666666,0.06666666666666667,1.0,1.0,0.06666666666666667,,,0.48936170212765956,0.6521739130434783,0.0851063829787234,0.25,0.0851063829787234,0.25,0.6196319018404908,0.375,0.536475925925926,0.4917416666666667,0.5551489130434782,0.17553191489361702,0.20121951219512196,0.08936170212765958,0.2936170212765957,6.249640287769786,24.96666666666667,0.33896396396396394,4.0,0.2857142857142857,0.3076923076923077,0.25,,6.0,10.0,0.07194244604316546,0.05194805194805195,0.13043478260869565,3.0,3.0,3.0,3.0,,0.10416666666666667,,1.0,1.0,1.0,0.07142857142857142,,,,,True,,,
1642263,1610612745,Reed Sheppard,Reed Sheppard,1642263,HOU,23700.499999999996,395,11.0,799,794,270,229,109,1593,14.0,21.0,,,5.0,6.0,17.0,38.0,20.0,8.0,14.0,1.0,3.0,2.0,5.0,32.0,97.0,3.0,8.0,14.0,29.0,41.0,79.0,40.0,111.0,15.0,217.0,892,2.0,4.0,4.0,11.0,1.0,17.0,16.0,25.0,16.0,34.0,7.0,87.0,28.0,54.0,93.0,27.0,,97.0,32.0,,35.0,11.0,46.0,9.0,2.0,22.0,7.0,6.0,103.0,3.0,2.0,,21.0,18.0,2.0,41,5.0,46,2.0,27.0,11.0,16.0,26.0,2.0,17.0,6.0,9.0,2.0,32.0,8.0,25.0,31,,,13,,21.0,,4.0,4.0,7.0,1.0,5.0,7.0,5.0,87.0,270,3.0,3.0,0.34146341463414637,0.34146341463414637,0.775,0.36036036036036034,0.36363636363636365,0.47058823529411764,0.36036036036036034,0.5189873417721519,0.5,0.64,0.531578947368421,0.5333333333333333,0.6779661016949152,0.542713567839196,0.5333333333333333,0.6825396825396826,0.5842105263157895,,,,24.81203007518797,0.8125,0.07142857142857142,,0.09045226130653267,0.01098901098901099,0.11229946524064172,0.016042780748663103,0.10103626943005181,0.013550135501355014,,0.024096385542168676,,0.022556390977443608,,0.06349206349206349,0.1134020618556701,0.07692307692307693,0.11347517730496454,0.10869565217391304,0.019801980198019802,0.7142857142857143,0.11052631578947368,0.6666666666666666,0.7,0.2857142857142857,0.2,0.4473684210526316,0.5151515151515151,0.10526315789473684,0.07368421052631578,0.5714285714285714,0.5714285714285714,1.0,0.5105263157894737,0.32989690721649484,0.32989690721649484,0.71875,,,,0.2,0.3333333333333333,1.0,0.5333333333333333,0.375,0.6666666666666666,0.1016949152542373,0.8333333333333334,0.0847457627118644,0.4,0.4915254237288136,0.4827586206896552,0.6947368421052632,0.32989690721649484,0.5187360526315788,0.46366250000000003,0.5175322033898305,0.03076923076923077,0.04819277108433735,0.07834101382488479,0.4009216589861751,9.248101265822784,26.5036036036036,0.3379224030037547,10.0,0.5,0.5263157894736842,0.4,,,7.0,0.08860759493670886,0.047619047619047616,0.35294117647058826,,1.0,,,,0.13157894736842105,1.0,,,,0.05,1.0,2.0,1.0,0.017857142857142856,True,,,
