EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,LongMidRangeAssists,FTOffRebounds,SelfOReb,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,SelfORebPct,Travels,Charge Fouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Corner3PctBlocked,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,on,Clear Path Fouls
1627741,1610612744,Buddy Hield,Buddy Hield,1627741,GSW,21833.600000000002,364,-85,758,763,263,305,89,1521,15.0,24.0,2.0,4.0,7.0,10.0,7.0,14.0,2.0,6.0,8.0,23.0,2.0,6.0,1.0,5.0,24.0,73.0,1.0,2.0,8.0,24.0,24,44,32.0,96.0,11.0,155,906,2.0,4.0,3.0,8.0,13,11.0,16.0,9.0,29.0,4.0,53.0,24,24.0,90.0,6.0,2.0,73.0,24.0,4.0,2.0,18.0,11.0,29.0,7.0,4.0,17.0,1.0,69.0,4.0,6.0,14,16.0,4.0,34,10,44,21,4.0,17.0,13.0,2.0,9.0,8.0,2.0,4.0,1.0,21,5.0,5.0,12.0,26,1.0,2.0,7,17.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,53.0,261,1.0,1.0,0.5,0.5217391304347826,0.9375,0.3333333333333333,0.375,0.3103448275862069,0.3333333333333333,0.5454545454545454,0.5,0.6875,0.5142857142857142,0.5416666666666666,0.5444444444444444,0.5238095238095238,0.5416666666666666,0.5520833333333334,0.6857142857142857,0.020833333333333332,0.09090909090909091,0.08333333333333333,0.07142857142857142,0.16666666666666666,0.0273972602739726,19.603267211201867,0.6190476190476191,0.2222222222222222,0.08791208791208792,0.0375,0.0875,0.019138755980861243,0.08771929824561403,0.02710027100271003,0.03773584905660377,0.01282051282051282,0.10344827586206896,0.018072289156626505,0.023255813953488372,0.04477611940298507,0.10638297872340426,0.14285714285714285,0.05785123966942149,0.1794871794871795,0.5,0.17142857142857143,0.625,0.6818181818181818,0.5333333333333333,0.1,0.5,0.5384615384615384,0.42857142857142855,0.04285714285714286,0.3333333333333333,0.4,0.5,0.16428571428571428,0.34782608695652173,0.34782608695652173,1.0,0.5214285714285715,0.3287671232876712,0.3380281690140845,0.9166666666666666,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,1.0,0.16666666666666666,0.5,0.2222222222222222,0.7,0.1111111111111111,0.2,0.5333333333333333,0.3333333333333333,0.8571428571428571,0.3287671232876712,0.5378485714285713,0.5914722222222222,0.5319622222222222,0.0410958904109589,0.10204081632653061,0.010309278350515464,0.08387096774193549,0.3419354838709677,6.13409090909091,25.707291666666677,0.3469656992084433,,,,,,,,,,,,,,,,,,,,,,,True,
1627780,1610612744,Gary Payton II,Gary Payton II,1627780,GSW,37238.2,621,-37,1261,1303,250,364,163,2564,91.0,118.0,17.0,26.0,13.0,17.0,21.0,39.0,,,14.0,37.0,,1.0,1.0,5.0,10.0,36.0,,2.0,2.0,9.0,112,157,24.0,73.0,15.0,311,1525,20.0,32.0,,3.0,44,16.0,25.0,3.0,14.0,,41.0,190,34.0,66.0,6.0,22.0,36.0,10.0,8.0,,31.0,31.0,62.0,20.0,11.0,17.0,9.0,155.0,32.0,21.0,44,38.0,3.0,85,54,139,31,17.0,14.0,15.0,5.0,12.0,16.0,,3.0,1.0,31,2.0,3.0,37.0,70,3.0,9.0,22,22.0,,13.0,,,10.0,4.0,6.0,10.0,3.0,41.0,244,5.0,,0.8482142857142857,0.9405940594059405,0.9166666666666666,0.3287671232876712,,0.21428571428571427,0.3287671232876712,0.7133757961783439,0.625,0.64,0.6434782608695652,0.5714285714285714,0.5256410256410257,0.6506276150627615,0.5945945945945946,0.5125,0.3173913043478261,,0.050955414012738856,0.03389830508474576,0.10256410256410256,,,18.59504132231405,0.4838709677419355,0.13636363636363635,0.12101910828025478,0.0846774193548387,0.15492957746478872,0.0886426592797784,0.13712374581939799,0.08702791461412152,0.06818181818181818,0.10483870967741936,0.05555555555555555,0.10283687943262411,0.0379746835443038,0.10989010989010989,0.11979166666666667,0.16129032258064516,0.1391304347826087,0.2222222222222222,0.3,0.5130434782608696,0.7711864406779662,0.7982456140350878,0.8571428571428571,0.16956521739130434,0.5384615384615384,0.6,0.8095238095238095,,,,,0.1608695652173913,0.3783783783783784,0.3783783783783784,0.8571428571428571,0.1565217391304348,0.2777777777777778,0.2777777777777778,1.0,0.7428571428571429,0.6538461538461539,0.4117647058823529,0.02857142857142857,,,0.05714285714285714,,0.4358974358974359,0.7647058823529411,0.1282051282051282,0.2,0.23076923076923078,0.2222222222222222,0.8304347826086956,0.2777777777777778,0.5844604347826083,0.5534205882352942,0.567351282051282,0.05439330543933055,0.0783132530120482,,0.1414790996784566,0.13183279742765272,3.04140127388535,24.643835616438356,0.19825535289452814,4.0,5.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.03225806451612903,0.023255813953488372,,,,,,,,,,,,True,
1630228,1610612744,Jonathan Kuminga,Jonathan Kuminga,1630228,GSW,13770.8,230,-24,478,478,81,142,48,956,24.0,40.0,2.0,5.0,,1.0,14.0,27.0,,7.0,3.0,9.0,,,,2.0,3.0,15.0,,,,2.0,38,74,6.0,24.0,20.0,114,534,5.0,8.0,,,13,3.0,7.0,,4.0,5.0,11.0,36,40.0,18.0,,4.0,15.0,3.0,6.0,,12.0,11.0,23.0,8.0,3.0,8.0,4.0,57.0,6.0,4.0,22,17.0,4.0,43,10,53,3,1.0,2.0,12.0,4.0,8.0,11.0,2.0,4.0,1.0,23,2.0,8.0,6.0,13,2.0,,23,30.0,,15.0,,1.0,4.0,3.0,1.0,4.0,3.0,11.0,81,,1.0,0.47368421052631576,0.5,1.0,0.25,,,0.25,0.5135135135135135,0.625,0.42857142857142855,0.47959183673469385,0.625,0.2727272727272727,0.5089285714285714,0.65,0.36666666666666664,0.24489795918367346,,0.08108108108108109,0.075,0.1111111111111111,,,25.423728813559325,0.5217391304347826,0.36363636363636365,0.15454545454545454,0.042105263157894736,0.23157894736842105,0.046153846153846156,0.1902439024390244,0.044444444444444446,0.08823529411764706,0.02564102564102564,,0.05714285714285714,,0.14285714285714285,0.14754098360655737,0.19047619047619047,0.18571428571428572,0.36,0.75,0.40816326530612246,0.6,0.6486486486486487,0.5833333333333334,0.2755102040816326,0.5185185185185185,0.5833333333333334,0.2857142857142857,0.07142857142857142,,,,0.09183673469387756,0.3333333333333333,0.3333333333333333,1.0,0.15306122448979592,0.2,0.2,1.0,0.625,0.4,0.5,,,,,,0.09090909090909091,,0.18181818181818182,,0.18181818181818182,,0.6530612244897959,0.2,0.5390173469387756,0.4532,0.4613454545454545,0.13513513513513514,0.1724137931034483,,0.11403508771929824,0.09649122807017543,5.902702702702703,25.47083333333333,0.1694560669456067,3.0,,,2.0,3.0,1.0,2.0,,,,0.0425531914893617,4.0,,,,,,,,,,,True,
1641764,1610612744,Brandin Podziemski,Brandin Podziemski,1641764,GSW,136767.39999999997,2279,-4,4695,4696,1105,1328,567,9391,116.0,166.0,9.0,20.0,36.0,47.0,85.0,191.0,33.0,85.0,33.0,58.0,3.0,4.0,5.0,10.0,115.0,341.0,14.0,44.0,26.0,71.0,234,442,148.0,399.0,181.0,1093,5307,17.0,39.0,17.0,48.0,104,58.0,105.0,31.0,81.0,49.0,258.0,254,214.0,363.0,81.0,10.0,341.0,115.0,24.0,2.0,122.0,179.0,301.0,108.0,71.0,83.0,33.0,781.0,51.0,19.0,171,160.0,10.0,341,71,412,87,60.0,27.0,73.0,21.0,50.0,55.0,8.0,23.0,2.0,128,13.0,29.0,50.0,133,17.0,9.0,221,229.0,,91.0,6.0,23.0,14.0,5.0,8.0,15.0,9.0,258.0,1094,12.0,21.0,0.5427350427350427,0.5545851528384279,0.8175675675675675,0.37092731829573933,0.3541666666666667,0.38271604938271603,0.37092731829573933,0.5294117647058824,0.4358974358974359,0.5523809523809524,0.5422116527942925,0.4885057471264368,0.5618279569892473,0.5789194915254238,0.5252525252525253,0.5972222222222222,0.47443519619500596,0.005012531328320802,0.05429864253393665,0.10240963855421686,0.03664921465968586,,0.002932551319648094,19.98508575689784,0.5703125,0.09259259259259259,0.14532243415077203,0.02040816326530612,0.16162570888468808,0.037833827893175076,0.15331171838814267,0.030715225976305396,0.012578616352201259,0.021505376344086023,0.033783783783783786,0.03294573643410853,0.05379746835443038,0.13580246913580246,0.12741935483870967,0.2356687898089172,0.15440289505428226,0.18777292576419213,0.6,0.19738406658739596,0.6987951807228916,0.7785234899328859,0.5775862068965517,0.22711058263971462,0.44502617801047123,0.46195652173913043,0.4588235294117647,0.10107015457788347,0.38823529411764707,0.38823529411764707,0.6363636363636364,0.06896551724137931,0.5689655172413793,0.5789473684210527,0.9393939393939394,0.4054696789536266,0.33724340175953077,0.3382352941176471,0.782608695652174,0.22988505747126436,0.45,0.3333333333333333,0.04597701149425287,0.75,1.0,0.5057471264367817,0.3181818181818182,0.25268817204301075,0.7659574468085106,0.053763440860215055,0.5,0.3817204301075269,0.36619718309859156,0.6718192627824019,0.33724340175953077,0.5233265160523192,0.5315939024390243,0.5190016129032257,0.10532030401737243,0.17635658914728683,0.014814814814814815,0.09515096065873742,0.23604757548032937,8.06153846153846,25.944862155388456,0.23535676251331203,19.0,6.0,1.0,5.0,7.0,17.0,17.0,,1.0,0.01,0.011655011655011656,8.0,3.0,22.0,1.0,1.0,1.0,0.017241379310344827,0.7857142857142857,,,,True,
1642366,1610612744,Quinten Post,Quinten Post,1642366,GSW,35778.3,596,-15,1222,1214,255,298,168,2436,29.0,39.0,20.0,24.0,8.0,12.0,19.0,38.0,2.0,3.0,10.0,39.0,2.0,5.0,2.0,10.0,29.0,94.0,5.0,9.0,7.0,18.0,50,80,39.0,133.0,25.0,242,1341,21.0,25.0,7.0,14.0,72,10.0,19.0,9.0,28.0,17.0,64.0,58,42.0,117.0,,32.0,94.0,29.0,7.0,2.0,30.0,15.0,45.0,10.0,5.0,21.0,7.0,105.0,20.0,18.0,42,45.0,8.0,95,39,134,13,10.0,3.0,12.0,5.0,6.0,21.0,2.0,6.0,1.0,33,1.0,6.0,37.0,64,5.0,8.0,31,30.0,,10.0,,6.0,19.0,11.0,8.0,19.0,13.0,64.0,254,5.0,6.0,0.58,0.8529411764705882,1.0,0.2932330827067669,0.5,0.32142857142857145,0.2932330827067669,0.625,0.84,0.5263157894736842,0.5093896713615024,0.8076923076923077,0.5,0.5330396475770925,0.8372093023255814,0.5614035087719298,0.6244131455399061,0.015037593984962405,0.0875,0.07692307692307693,0.10526315789473684,,0.02127659574468085,18.426647767540754,0.36363636363636365,0.2857142857142857,0.15254237288135594,0.07142857142857142,0.14046822742474915,0.05405405405405406,0.14646464646464646,0.06109324758842444,0.08860759493670886,0.07692307692307693,,0.05454545454545454,0.05263157894736842,0.11702127659574468,0.1686046511627907,0.1724137931034483,0.1336206896551724,0.16417910447761194,0.6842105263157895,0.18309859154929578,0.7435897435897436,0.8055555555555556,0.3793103448275862,0.1784037558685446,0.5,0.5588235294117647,0.8421052631578947,0.014084507042253521,0.6666666666666666,0.6666666666666666,1.0,0.18309859154929578,0.2564102564102564,0.2564102564102564,1.0,0.4413145539906103,0.30851063829787234,0.31521739130434784,1.0,0.6153846153846154,0.8333333333333334,0.2,0.1282051282051282,0.4,1.0,0.23076923076923078,0.5555555555555556,0.2553191489361702,0.6666666666666666,0.2127659574468085,0.2,0.3829787234042553,0.3888888888888889,0.8075117370892019,0.30851063829787234,0.5429772300469483,0.6066195652173912,0.5500159574468084,0.04524886877828054,0.11363636363636363,,0.2975206611570248,0.2644628099173554,4.75,25.215037593984963,0.20867430441898527,9.0,2.0,1.0,5.0,9.0,2.0,2.0,,,0.05,0.043478260869565216,4.0,1.0,,,,,,1.0,,,,True,
1642954,1610612744,Will Richard,Will Richard,1642954,GSW,40242.600000000006,671,-37,1391,1404,377,415,161,2795,33.0,43.0,6.0,7.0,12.0,14.0,8.0,17.0,2.0,3.0,19.0,41.0,2.0,4.0,3.0,9.0,20.0,62.0,1.0,3.0,3.0,11.0,43,63,39.0,103.0,33.0,236,1580,10.0,13.0,3.0,7.0,42,15.0,19.0,6.0,20.0,14.0,62.0,54,32.0,114.0,3.0,12.0,62.0,20.0,8.0,,16.0,24.0,40.0,18.0,6.0,10.0,6.0,104.0,18.0,12.0,24,24.0,4.0,52,30,82,32,14.0,18.0,10.0,3.0,7.0,12.0,2.0,3.0,1.0,22,2.0,3.0,29.0,60,3.0,5.0,34,38.0,,15.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,62.0,375,6.0,4.0,0.627906976744186,0.7297297297297297,0.9743589743589743,0.3786407766990291,0.42857142857142855,0.3,0.3786407766990291,0.6825396825396826,0.7692307692307693,0.7894736842105263,0.6114457831325302,0.725,0.6153846153846154,0.644808743169399,0.7777777777777778,0.6739130434782609,0.6204819277108434,,0.12698412698412698,0.13953488372093023,0.11764705882352941,,,12.917454316320102,0.45454545454545453,0.14814814814814814,0.0761904761904762,0.04332129963898917,0.07476635514018691,0.043373493975903614,0.07547169811320754,0.04335260115606936,0.056179775280898875,0.026845637583892617,0.07692307692307693,0.043478260869565216,0.043010752688172046,0.09278350515463918,0.07602339181286549,0.0425531914893617,0.08300395256916997,0.04411764705882353,0.6666666666666666,0.25903614457831325,0.7674418604651163,0.8918918918918919,0.6060606060606061,0.10240963855421686,0.47058823529411764,0.5333333333333333,0.75,0.018072289156626505,0.6666666666666666,0.6666666666666666,0.5,0.2469879518072289,0.4634146341463415,0.4634146341463415,1.0,0.37349397590361444,0.3225806451612903,0.3225806451612903,0.95,0.35,0.8571428571428571,0.16666666666666666,0.2,0.5,1.0,0.15,0.3333333333333333,0.358974358974359,0.8571428571428571,0.23076923076923078,0.3333333333333333,0.28205128205128205,0.2727272727272727,0.8795180722891566,0.3225806451612903,0.5733608433734939,0.5449923076923077,0.5821923076923078,0.0898876404494382,0.2,0.009708737864077669,0.17796610169491525,0.2627118644067797,4.126984126984126,25.11941747572815,0.27102803738317754,13.0,,,2.0,6.0,3.0,3.0,,,,0.02702702702702703,1.0,,3.0,,,,,1.0,1.0,,,True,
1630311,1610612744,Pat Spencer,Pat Spencer,1630311,GSW,23503.800000000003,392,-95,793,806,208,250,91,1599,19.0,31.0,2.0,3.0,5.0,8.0,14.0,48.0,1.0,7.0,4.0,8.0,,1.0,1.0,2.0,10.0,43.0,3.0,4.0,,9.0,34,86,14.0,51.0,10.0,120,961,6.0,10.0,3.0,5.0,21,11.0,22.0,1.0,11.0,6.0,31.0,28,40.0,30.0,12.0,6.0,43.0,10.0,11.0,1.0,30.0,38.0,68.0,21.0,17.0,20.0,9.0,174.0,8.0,5.0,12,9.0,2.0,23,13,36,13,9.0,4.0,23.0,3.0,17.0,5.0,2.0,6.0,,28,,7.0,15.0,24,1.0,,12,12.0,,4.0,,3.0,1.0,1.0,,1.0,1.0,31.0,208,2.0,3.0,0.4117647058823529,0.45161290322580644,0.7142857142857143,0.27450980392156865,0.6,0.09090909090909091,0.27450980392156865,0.3953488372093023,0.6,0.5,0.40145985401459855,0.7,0.3787878787878788,0.4225352112676056,0.7,0.4305555555555556,0.3722627737226277,0.0196078431372549,0.12790697674418605,0.2903225806451613,0.041666666666666664,,0.023255813953488372,18.826135105204873,0.8214285714285714,0.07692307692307693,0.05325443786982249,0.03067484662576687,0.07058823529411765,0.03669724770642202,0.061946902654867256,0.03412073490813648,0.037037037037037035,0.031914893617021274,,0.03592814371257485,0.0392156862745098,0.10416666666666667,0.0297029702970297,0.05,0.078125,0.047619047619047616,1.0,0.22627737226277372,0.6129032258064516,0.8636363636363636,0.5263157894736842,0.35036496350364965,0.2916666666666667,0.30434782608695654,0.2857142857142857,0.051094890510948905,0.14285714285714285,0.14285714285714285,,0.058394160583941604,0.5,0.5,1.0,0.31386861313868614,0.23255813953488372,0.23809523809523808,0.6,0.2,0.6666666666666666,,0.06666666666666667,,,0.26666666666666666,0.75,0.24242424242424243,0.625,0.06060606060606061,0.5,0.2727272727272727,,0.5985401459854015,0.23255813953488372,0.503497810218978,0.5135136363636363,0.4970227272727273,0.02877697841726619,0.045454545454545456,,0.175,0.25833333333333336,7.279069767441862,25.93529411764706,0.26229508196721313,,1.0,,2.0,2.0,,2.0,,,,0.02631578947368421,,,,,,,,0.3333333333333333,,,,True,
1631218,1610612744,Trayce Jackson-Davis,Trayce Jackson-Davis,1631218,GSW,13371.500000000002,223,-11,459,460,118,161,64,919,28.0,43.0,8.0,13.0,6.0,8.0,2.0,5.0,,,,,,,,,,,,,,,30,48,,,11.0,71,536,8.0,15.0,,,18,7.0,9.0,,,3.0,17.0,54,6.0,,,6.0,,,8.0,,9.0,11.0,20.0,7.0,4.0,5.0,,51.0,11.0,10.0,15,24.0,4.0,43,21,64,8,4.0,4.0,4.0,,3.0,4.0,,1.0,,8,1.0,6.0,12.0,18,,3.0,20,24.0,,14.0,,,14.0,7.0,7.0,14.0,10.0,17.0,118,1.0,,0.9,1.0,,,,,,0.625,0.5333333333333333,0.7777777777777778,0.625,0.5333333333333333,0.7777777777777778,0.6120689655172413,0.5294117647058824,0.7727272727272727,,,0.16666666666666666,0.13953488372093023,0.4,,,12.382739212007504,0.5,0.3076923076923077,0.1935483870967742,0.09523809523809523,0.17045454545454544,0.10784313725490197,0.18396226415094338,0.10144927536231885,0.09090909090909091,0.09259259259259259,0.1111111111111111,0.12,0.07407407407407407,0.16666666666666666,0.175,0.35714285714285715,0.17567567567567569,0.14285714285714285,0.7142857142857143,0.8958333333333334,0.6511627906976745,0.7567567567567568,0.8928571428571429,0.10416666666666667,0.4,0.6666666666666666,1.0,,,,,,,,,,,,,0.8666666666666667,0.6153846153846154,0.625,,,,,,0.8888888888888888,0.75,,,,,0.8958333333333334,,0.6151604166666667,0.5845454545454545,0.6529777777777778,0.2413793103448276,0.2413793103448276,,0.2535211267605634,0.23943661971830985,2.30625,,0.2570806100217865,2.0,4.0,,1.0,,,4.0,2.0,,,0.1,1.0,,,,,,,,,,,True,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,64054.29999999999,1068,-155,2196,2205,387,475,250,4401,42.0,59.0,3.0,8.0,6.0,8.0,11.0,30.0,,3.0,30.0,72.0,2.0,4.0,2.0,4.0,27.0,103.0,1.0,6.0,5.0,15.0,53,92,57.0,175.0,30.0,307,2511,4.0,11.0,3.0,10.0,19,8.0,12.0,7.0,19.0,14.0,51.0,90,16.0,168.0,3.0,2.0,103.0,27.0,8.0,1.0,131.0,79.0,210.0,63.0,16.0,91.0,30.0,499.0,20.0,14.0,67,94.0,19.0,180,34,214,32,20.0,12.0,66.0,21.0,59.0,37.0,2.0,7.0,,103,5.0,20.0,55.0,115,10.0,11.0,66,48.0,,19.0,,8.0,20.0,4.0,16.0,23.0,17.0,46.0,378,11.0,5.0,0.8490566037735849,0.8653846153846154,0.9824561403508771,0.32571428571428573,0.3,0.3684210526315789,0.32571428571428573,0.5760869565217391,0.36363636363636365,0.6666666666666666,0.5187265917602997,0.40476190476190477,0.5967741935483871,0.5311418685121108,0.4318181818181818,0.5930232558139535,0.6554307116104869,0.005714285714285714,0.08695652173913043,0.0847457627118644,0.1,,,15.686274509803923,0.6407766990291263,0.3333333333333333,0.18359375,0.034653465346534656,0.13320079522862824,0.029154518950437316,0.15862068965517243,0.031192660550458717,0.03870967741935484,0.03910614525139665,0.014285714285714285,0.025193798449612403,0.041176470588235294,0.1773049645390071,0.18947368421052632,0.1744186046511628,0.13846153846153847,0.11504424778761062,0.7391304347826086,0.2209737827715356,0.711864406779661,0.7777777777777778,0.9047619047619048,0.11235955056179775,0.36666666666666664,0.4074074074074074,0.6363636363636364,0.011235955056179775,,,,0.2696629213483146,0.4166666666666667,0.4225352112676056,1.0,0.3857677902621723,0.2621359223300971,0.2621359223300971,0.9629629629629629,0.38095238095238093,0.375,0.6666666666666666,0.19047619047619047,0.5,1.0,0.2857142857142857,0.16666666666666666,0.25806451612903225,0.75,0.12903225806451613,0.5,0.4838709677419355,0.3333333333333333,0.8764044943820225,0.2621359223300971,0.5548831460674161,0.547975,0.5361435483870969,0.06761565836298933,0.1792452830188679,,0.06188925081433225,0.16612377850162866,4.363043478260871,24.951428571428565,0.1762295081967213,2.0,10.0,,4.0,8.0,7.0,5.0,,2.0,,0.027210884353741496,,3.0,1.0,3.0,1.0,,0.013888888888888888,1.0,,2.0,,True,
1630541,1610612744,Moses Moody,Moses Moody,1630541,GSW,54548.899999999994,909,133,1895,1873,429,451,241,3768,46.0,57.0,15.0,19.0,8.0,11.0,14.0,48.0,3.0,14.0,36.0,79.0,3.0,7.0,6.0,18.0,53.0,148.0,6.0,14.0,11.0,32.0,63,119,89.0,227.0,55.0,448,2002,18.0,30.0,9.0,21.0,67,9.0,23.0,17.0,50.0,23.0,92.0,78,48.0,258.0,9.0,18.0,148.0,53.0,8.0,4.0,30.0,31.0,61.0,21.0,10.0,20.0,9.0,153.0,22.0,15.0,34,42.0,7.0,83,37,120,26,12.0,14.0,24.0,5.0,15.0,11.0,,9.0,,35,2.0,8.0,28.0,69,7.0,5.0,55,74.0,4.0,27.0,5.0,4.0,16.0,5.0,10.0,20.0,12.0,92.0,427,7.0,3.0,0.6190476190476191,0.7222222222222222,0.9662921348314607,0.3920704845814978,0.42857142857142855,0.34,0.3920704845814978,0.5294117647058824,0.6,0.391304347826087,0.5679190751445087,0.6176470588235294,0.4726027397260274,0.5933333333333334,0.6203703703703703,0.5416666666666666,0.6560693641618497,0.01762114537444934,0.06722689075630252,0.017543859649122806,0.14583333333333334,,0.013513513513513514,18.82460973370064,0.6857142857142857,0.15217391304347827,0.08713692946058091,0.0398936170212766,0.0794392523364486,0.03914590747330961,0.08351648351648351,0.039445628997867806,0.0625,0.026041666666666668,0.03571428571428571,0.03117505995203837,0.06206896551724138,0.06521739130434782,0.10469314079422383,0.05970149253731343,0.06705539358600583,0.12941176470588237,0.6,0.16473988439306358,0.8070175438596491,0.8214285714285714,0.6739130434782609,0.13872832369942195,0.2916666666666667,0.34146341463414637,0.42857142857142855,0.04046242774566474,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.22832369942196531,0.45569620253164556,0.4675324675324675,0.9722222222222222,0.4277456647398844,0.3581081081081081,0.363013698630137,0.9622641509433962,0.37254901960784315,0.7894736842105263,0.26666666666666666,0.13725490196078433,0.42857142857142855,0.6666666666666666,0.27450980392156865,0.42857142857142855,0.1506849315068493,0.7272727272727273,0.2465753424657534,0.3333333333333333,0.4383561643835616,0.34375,0.8208092485549133,0.3581081081081081,0.5407746376811593,0.5525261904761904,0.5266791666666666,0.0862533692722372,0.19424460431654678,0.021551724137931036,0.14955357142857142,0.20535714285714285,6.178151260504201,25.139647577092497,0.22638522427440633,4.0,1.0,,4.0,2.0,1.0,7.0,,1.0,,0.0223463687150838,,1.0,2.0,4.0,1.0,1.0,0.02531645569620253,1.0,,3.0,,True,
