EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceFtPoints,OffThreePtRebounds,Steals,BadPassSteals,Travels,PenaltyTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Charge Fouls,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceAtRimFGM,Corner3FGM,PtsPutbacks,Fg2aBlocked,ShortMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyFG3M,Charge Fouls Drawn,PenaltyFg3Pct,ShortMidRangePctBlocked,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctAssisted,LongMidRangeAssists,Technical Free Throw Trips,DefensiveGoaltends,PenaltyArc3FGM,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,on,SecondChanceCorner3FGM,PtsUnassisted3s,Offensive Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends
1627742,1610612761,Brandon Ingram,Brandon Ingram,1627742,TOR,2288.9,38,-29.0,76,82,22,20,12,158,3.0,1.0,1.0,2.0,5.0,3.0,6.0,1.0,5.0,1.0,1.0,2.0,5.0,14.0,1.0,5.0,1.0,14.0,100,2.0,3.0,1.0,1.0,7.0,1.0,3.0,2.0,1.0,3.0,2.0,8.0,3.0,5.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,12.0,1.0,1.0,5.0,2.0,8.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,22,0.2,0.2,1.0,0.2,1.0,0.2,0.35714285714285715,0.6666666666666666,0.3333333333333333,0.34210526315789475,0.875,0.2,0.35,0.875,0.25,0.2631578947368421,0.2,0.2,27.272727272727273,0.75,0.4,0.25,0.05,0.07692307692307693,0.18181818181818182,0.02631578947368421,0.16666666666666666,0.2857142857142857,0.25,0.2,0.09090909090909091,0.08333333333333333,0.15789473684210525,0.2631578947368421,0.4,0.4,0.5,0.3157894736842105,0.5,0.5,0.2631578947368421,0.2,0.25,1.0,0.25,0.25,1.0,1.0,0.2,0.4,0.42105263157894735,0.2,0.4770921052631579,0.51505,0.43545,0.05,0.06666666666666667,0.5,0.21428571428571427,10.621428571428572,26.619999999999997,0.2894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1627751,1610612761,Jakob Poeltl,Jakob Poeltl,1627751,TOR,1437.4,24,-4.0,48,48,15,15,6,96,2.0,1.0,,2.0,4.0,,,,,,,,3.0,6.0,,,6.0,12.0,49,,1.0,,,1.0,1.0,1.0,,1.0,3.0,4.0,2.0,,,,,2.0,1.0,3.0,,1.0,2.0,7.0,1.0,2.0,3.0,,5.0,2.0,7.0,,,,,1.0,,1.0,,,,5.0,,8.0,4.0,3.0,15,0.6666666666666666,0.6666666666666666,,,,,0.5,,1.0,0.5,,1.0,0.6,0.25,0.75,,,,20.37037037037037,,,0.15789473684210525,0.05555555555555555,0.25,0.18518518518518517,0.08,,,0.3333333333333333,0.25,0.25,,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,,,,,,,,1.0,,,,,,0.3333333333333333,,0.5294333333333333,0.5217,0.4451,0.4,0.4,0.08333333333333333,0.25,4.8500000000000005,,0.3125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.07692307692307693,0.2,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1630534,1610612761,Ochai Agbaji,Ochai Agbaji,1630534,TOR,1353.0,23,-18.0,45,46,11,15,9,91,1.0,,1.0,,1.0,,,,3.0,,,,1.0,2.0,,4.0,,2.0,51,,,,1.0,,1.0,1.0,1.0,,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,1.0,,,,,2.0,11,1.0,1.0,,,,,0.5,,1.0,0.16666666666666666,,0.5,0.16666666666666666,,0.5,0.6666666666666666,,,14.814814814814813,,,,,,,,,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,0.5,,,,,,,,0.5,,0.8333333333333334,,0.52715,,0.573625,,,,1.0,3.6500000000000004,26.875,0.24444444444444444,1.0,,,,,,1.0,,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1630639,1610612761,A.J. Lawson,A.J. Lawson,1630639,TOR,11399.0,190,-11.0,381,395,130,148,51,776,23.0,2.0,4.0,1.0,6.0,,,4.0,10.0,,,1.0,13.0,29.0,16.0,36.0,12.0,86.0,440,2.0,3.0,,1.0,7.0,3.0,6.0,7.0,5.0,11.0,24.0,2.0,48.0,10.0,4.0,,4.0,2.0,6.0,1.0,1.0,3.0,14.0,3.0,18.0,10.0,1.0,29.0,7.0,36.0,1.0,3.0,1.0,2.0,3.0,1.0,6.0,3.0,9.0,25.0,11.0,,14.0,5.0,11.0,130,0.9230769230769231,1.0,1.0,0.4444444444444444,,0.4444444444444444,0.4482758620689655,0.6666666666666666,0.5,0.5692307692307692,0.5,0.23076923076923078,0.6056338028169014,0.7,0.34375,0.5538461538461539,,,17.660550458715594,0.5,0.125,0.10526315789473684,0.03,0.23076923076923078,0.16184971098265896,0.03932584269662921,,0.07894736842105263,0.08823529411764706,0.17391304347826086,0.26229508196721313,0.03125,0.35384615384615387,0.09230769230769231,0.16666666666666666,0.16666666666666666,1.0,,,,0.15384615384615385,0.4,0.4,1.0,0.5,,,,0.3076923076923077,0.07692307692307693,0.9076923076923077,0.4,0.6106561538461541,0.6927500000000001,0.5628730769230769,0.08695652173913043,0.15151515151515152,0.08139534883720931,0.12790697674418605,2.3827586206896556,24.11666666666666,0.34120734908136485,12.0,3.0,4.0,11.0,6.0,,1.0,2.0,4.0,1.0,4.0,0.05128205128205128,0.04081632653061224,,0.11764705882352941,0.5217391304347826,0.631578947368421,0.9166666666666666,2.0,26.0,1.0,6.0,1.0,,0.4,0.25,0.5,0.46153846153846156,2.0,12.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,0.13793103448275862,0.17391304347826086,0.07142857142857142,0.07407407407407407,0.5,0.46153846153846156,0.46153846153846156,1.0,1.0,0.5,0.027777777777777776,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1642347,1610612761,Jamal Shead,Jamal Shead,1642347,TOR,5304.8,88,24.0,180,176,58,54,22,356,3.0,,,4.0,8.0,,2.0,1.0,10.0,,,1.0,7.0,13.0,2.0,12.0,11.0,31.0,188,,,,,,,2.0,2.0,3.0,6.0,2.0,12.0,6.0,10.0,1.0,,18.0,13.0,31.0,9.0,4.0,15.0,75.0,1.0,1.0,,,1.0,1.0,2.0,,3.0,1.0,3.0,1.0,,4.0,,3.0,5.0,13.0,,14.0,5.0,6.0,58,0.14285714285714285,0.14285714285714285,1.0,0.16666666666666666,,0.16666666666666666,0.5384615384615384,,,0.4,,0.375,0.5,,0.42857142857142855,0.48,,,17.326732673267326,0.75,,,0.022727272727272728,0.023809523809523808,0.011764705882352941,0.012345679012345678,,,,,0.029411764705882353,,0.12,0.32,0.5,0.5714285714285714,,0.08,,,0.4,0.1,0.1,1.0,,,,,,0.25,0.6,0.1,0.5175339999999999,,0.49439999999999995,0.17857142857142858,0.3125,,0.1935483870967742,9.092307692307692,25.958333333333332,0.32222222222222224,3.0,,,4.0,3.0,,3.0,2.0,,,,,0.041666666666666664,,,1.0,1.0,0.3333333333333333,,2.0,,1.0,,,0.08,,,0.25,,1.0,,1.0,3.0,1.0,,1.0,2.0,,,3.0,,,,3.0,0.07692307692307693,,,,,0.5,0.5,1.0,,,,1.0,1.0,1.0,0.5,0.125,1.0,,,,,,,,,,,,True,,,,,,,,,,
1642266,1610612761,Ja'Kobe Walter,Ja'Kobe Walter,1642266,TOR,2688.2,45,19.0,87,87,20,25,12,174,4.0,2.0,2.0,,,,,,1.0,,,,2.0,4.0,1.0,4.0,,7.0,95,,2.0,,,,1.0,2.0,1.0,,2.0,4.0,,3.0,1.0,,,6.0,1.0,7.0,1.0,,4.0,15.0,1.0,4.0,2.0,,6.0,1.0,7.0,,,,,,,,,1.0,4.0,2.0,1.0,,,2.0,20,1.0,1.0,1.0,0.25,,0.25,0.5,,0.5,0.4375,,0.3333333333333333,0.4375,,0.3333333333333333,0.5,,,8.247422680412372,,,0.09523809523809523,0.05,0.21052631578947367,0.15,0.027777777777777776,,0.14285714285714285,0.09090909090909091,,0.26666666666666666,,0.5,,,,,,,,0.125,,,,1.0,,,,0.6666666666666666,,1.0,,0.589625,0.68695,0.6228833333333333,,,,0.2857142857142857,1.8250000000000002,23.95,0.22988505747126436,2.0,,,,,,,,1.0,,1.0,,0.08333333333333333,,,0.5,0.5,1.0,1.0,3.0,,1.0,,,0.375,,0.5,0.3333333333333333,,1.0,,,2.0,,,,,,,,1.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,
1629628,1610612761,RJ Barrett,RJ Barrett,1629628,TOR,1521.0,25,2.0,53,56,24,24,5,109,5.0,,2.0,2.0,5.0,,,1.0,2.0,,,,6.0,10.0,1.0,3.0,5.0,20.0,68,,,,,,3.0,5.0,,4.0,10.0,10.0,2.0,3.0,2.0,1.0,,1.0,,1.0,,,1.0,2.0,,,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,,2.0,3.0,4.0,,6.0,4.0,10.0,24,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,,0.3333333333333333,0.6,,0.6,0.5769230769230769,,0.6,0.6666666666666666,,0.7142857142857143,0.23076923076923078,,,27.586206896551726,1.0,,0.05555555555555555,,,0.041666666666666664,,,,0.16666666666666666,,,,0.38461538461538464,0.38461538461538464,0.4,0.4,1.0,,,,0.15384615384615385,0.5,0.5,1.0,,,,,0.4,,0.6153846153846154,0.5,0.5638115384615385,,0.58876,0.26666666666666666,0.3333333333333333,,0.5,4.18,25.2,0.4528301886792453,4.0,,,1.0,,,1.0,,,,,,,,,0.8,0.8,0.75,2.0,1.0,,,,,0.07692307692307693,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1642867,1610612761,Collin Murray-Boyles,Collin Murray-Boyles,1642867,TOR,4294.7,72,1.0,141,141,47,40,20,282,16.0,2.0,5.0,1.0,4.0,,1.0,,1.0,,,,16.0,21.0,,1.0,6.0,38.0,163,2.0,3.0,,,4.0,5.0,7.0,,4.0,14.0,26.0,6.0,,1.0,,,4.0,3.0,7.0,1.0,2.0,4.0,17.0,5.0,3.0,5.0,1.0,9.0,7.0,16.0,,2.0,,2.0,1.0,,3.0,,6.0,7.0,6.0,,10.0,5.0,14.0,47,0.8125,0.9285714285714286,,,,,0.7619047619047619,0.6666666666666666,0.7142857142857143,0.7272727272727273,0.6666666666666666,0.7142857142857143,0.7037037037037037,0.6666666666666666,0.7,0.045454545454545456,,,18.75,0.6666666666666666,0.25,0.15151515151515152,0.15625,0.13043478260869565,0.14285714285714285,0.1206896551724138,0.16666666666666666,0.16666666666666666,0.07692307692307693,0.25,0.16666666666666666,,0.7272727272727273,0.18181818181818182,0.25,0.3333333333333333,,0.045454545454545456,,,0.045454545454545456,,,,0.6666666666666666,,,,0.7142857142857143,,0.7727272727272727,,0.6178000000000001,0.5449999999999999,0.5746714285714285,0.18518518518518517,0.19230769230769232,0.10526315789473684,0.3684210526315789,3.504761904761905,25.7,0.3333333333333333,15.0,,2.0,4.0,3.0,,1.0,,1.0,1.0,3.0,0.07692307692307693,0.14285714285714285,,,0.9375,0.9375,0.8666666666666667,5.0,,,,,,,,1.0,,2.0,,4.0,1.0,,1.0,,,,,,,,2.0,,,0.047619047619047616,,0.16666666666666666,0.09523809523809523,0.6666666666666666,,,,1.0,,,,,,,0.25,,2.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,
1630193,1610612761,Immanuel Quickley,Immanuel Quickley,1630193,TOR,2219.9,37,-18.0,73,77,11,9,9,150,3.0,,,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,,5.0,7.0,1.0,5.0,6.0,19.0,106,,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,8.0,2.0,3.0,4.0,1.0,,2.0,3.0,5.0,2.0,1.0,1.0,13.0,,,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,2.0,,1.0,3.0,6.0,,6.0,2.0,4.0,11,0.8,0.8,1.0,0.2,0.5,0.2,0.7142857142857143,,1.0,0.5416666666666666,0.75,0.5,0.6333333333333333,0.75,0.6666666666666666,0.4166666666666667,,,20.481927710843376,1.0,,0.0625,,,0.037037037037037035,,,,,0.16666666666666666,,,0.25,0.25,0.3333333333333333,0.5,,0.08333333333333333,1.0,1.0,0.3333333333333333,0.25,0.25,1.0,,0.5,1.0,1.0,,,0.6666666666666666,0.25,0.5615333333333333,0.58305,0.517475,0.14285714285714285,0.2222222222222222,0.15789473684210525,0.21052631578947367,7.114285714285715,25.860000000000003,0.1506849315068493,3.0,,,1.0,,,2.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,0.08333333333333333,0.5,,0.5,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,0.3333333333333333,,,,,1.0,,,,,,,,True,,,,,,,,,,
1630567,1610612761,Scottie Barnes,Scottie Barnes,1630567,TOR,6305.9,105,-18.0,215,219,80,71,29,434,18.0,3.0,3.0,10.0,23.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,26.0,46.0,1.0,7.0,11.0,66.0,253,4.0,5.0,1.0,1.0,14.0,8.0,15.0,1.0,4.0,20.0,20.0,32.0,3.0,7.0,1.0,,20.0,7.0,27.0,5.0,2.0,16.0,61.0,3.0,7.0,6.0,,13.0,3.0,16.0,1.0,5.0,2.0,3.0,4.0,2.0,9.0,1.0,3.0,5.0,15.0,,19.0,11.0,20.0,80,0.38461538461538464,0.4,1.0,0.14285714285714285,1.0,0.14285714285714285,0.5652173913043478,0.8,0.5333333333333333,0.5188679245283019,0.9166666666666666,0.5,0.55,1.0,0.5263157894736842,0.1320754716981132,,,28.04878048780488,0.5555555555555556,,0.11764705882352941,0.05172413793103448,0.13725490196078433,0.12745098039215685,0.030303030303030304,0.041666666666666664,0.047619047619047616,0.17647058823529413,0.15384615384615385,0.14285714285714285,0.041666666666666664,0.33962264150943394,0.4339622641509434,0.43478260869565216,0.45454545454545453,0.2,0.09433962264150944,0.2,0.2,0.1320754716981132,0.14285714285714285,0.14285714285714285,1.0,0.5,0.16666666666666666,1.0,1.0,0.1875,0.0625,0.4716981132075472,0.14285714285714285,0.538061320754717,0.5539,0.49365,0.18333333333333332,0.20754716981132076,0.21212121212121213,0.30303030303030304,6.9347826086956506,27.142857142857142,0.37209302325581395,15.0,3.0,,5.0,3.0,,6.0,,3.0,2.0,3.0,,0.037037037037037035,,0.1111111111111111,0.8333333333333334,0.8823529411764706,0.4666666666666667,3.0,,,,1.0,1.0,,,1.0,,3.0,,2.0,2.0,2.0,2.0,,,4.0,,,,1.0,1.0,,,0.043478260869565216,0.05555555555555555,0.14285714285714285,,0.3333333333333333,,,,1.0,0.6666666666666666,,,,,,0.043478260869565216,,,,,1.0,2.0,1.0,1.0,,,,,True,,,,,,,,,,
