EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,FTOffRebounds,FTDefRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffFTReboundPct,SecondChanceCorner3FGM,Charge Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Travels,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,Arc3PctBlocked,OffensiveGoaltends,LongMidRangePctAssisted,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,on,LongMidRangePctBlocked
1628379,1610612747,Luke Kennard,Luke Kennard,1628379,LAL,18559.9,309.0,47.0,624,630,290.0,201.0,73,1254,13.0,18.0,4.0,4.0,6.0,10.0,10.0,19.0,2.0,6.0,8.0,16.0,1.0,5.0,9.0,16.0,30.0,3.0,3.0,8.0,17.0,25.0,43.0,24.0,46.0,5.0,127.0,730.0,5.0,7.0,3.0,4.0,19.0,11.0,19.0,13.0,26.0,1.0,62.0,36.0,14.0,66.0,6.0,6.0,30.0,16.0,3.0,1.0,19.0,6.0,25.0,3.0,3.0,14.0,3.0,2.0,56.0,3.0,6.0,14.0,13.0,27.0,9.0,36.0,2.0,5.0,4.0,1.0,8.0,1.0,5.0,3.0,1.0,3.0,11.0,2.0,4.0,12.0,24.0,1.0,1.0,6.0,2.0,5.0,2.0,1.0,62.0,289.0,2.0,0.72,0.8181818181818182,0.9166666666666666,0.5217391304347826,0.75,0.5,0.5217391304347826,0.5813953488372093,0.7142857142857143,0.5789473684210527,0.6853932584269663,0.8636363636363636,0.6777777777777778,0.6944444444444444,0.8636363636363636,0.6777777777777778,0.5168539325842697,0.021739130434782608,0.06976744186046512,0.1111111111111111,0.05263157894736842,0.0625,14.185393258426966,0.7272727272727273,0.0962962962962963,0.04316546762589928,0.09032258064516129,0.023255813953488372,0.09310344827586207,0.033582089552238806,0.17142857142857143,0.02040816326530612,0.03225806451612903,0.13157894736842105,0.07692307692307693,0.10526315789473684,0.08035714285714286,0.11627906976744186,0.05555555555555555,0.20224719101123595,0.7222222222222222,0.8125,0.7692307692307693,0.21348314606741572,0.5263157894736842,0.5555555555555556,0.8,0.06741573033707865,0.3333333333333333,0.3333333333333333,0.1797752808988764,0.5,0.5333333333333333,1.0,0.33707865168539325,0.5333333333333333,0.5333333333333333,0.875,0.36363636363636365,1.0,0.25,0.09090909090909091,0.2727272727272727,1.0,0.6666666666666666,0.2222222222222222,0.6,0.2,0.5555555555555556,0.37777777777777777,0.47058823529411764,0.7191011235955056,0.5333333333333333,0.5281134831460674,0.554838888888889,0.5418477777777777,0.011111111111111112,0.022727272727272728,0.14960629921259844,0.4881889763779528,7.953488372093022,25.278260869565212,0.46474358974358976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628467,1610612747,Maxi Kleber,Maxi Kleber,1628467,LAL,3409.2,57.0,2.0,116,112,52.0,45.0,16,228,,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,8.0,133.0,,1.0,1.0,2.0,4.0,,2.0,1.0,1.0,3.0,6.0,2.0,,3.0,,,3.0,1.0,,,1.0,2.0,3.0,2.0,,1.0,,,8.0,2.0,,2.0,2.0,5.0,3.0,8.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,3.0,5.0,,,3.0,,4.0,,1.0,6.0,51.0,,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.25,,,0.35714285714285715,0.5,0.5,0.4444444444444444,0.5,0.6,0.42857142857142855,,,,,,7.462686567164178,1.0,0.06451612903225806,,0.08,0.06896551724137931,0.07142857142857142,0.03773584905660377,,0.08,,,0.07142857142857142,0.125,0.05263157894736842,0.16666666666666666,,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,,,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,0.6666666666666666,0.5,1.0,0.3333333333333333,,,,0.3333333333333333,1.0,0.5714285714285714,0.3333333333333333,0.4677857142857143,0.482475,0.45399999999999996,0.125,0.2,0.5,0.75,10.275,26.099999999999998,0.4482758620689655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629020,1610612747,Jarred Vanderbilt,Jarred Vanderbilt,1629020,LAL,22186.800000000003,370.0,-35.0,759,763,231.0,209.0,93,1522,13.0,26.0,3.0,8.0,6.0,11.0,4.0,9.0,,1.0,8.0,30.0,3.0,3.0,5.0,,2.0,,,,1.0,17.0,36.0,8.0,32.0,7.0,65.0,899.0,4.0,11.0,2.0,3.0,16.0,7.0,14.0,3.0,6.0,4.0,27.0,24.0,10.0,24.0,,4.0,2.0,,6.0,,22.0,7.0,29.0,7.0,,13.0,7.0,2.0,65.0,16.0,11.0,40.0,32.0,77.0,28.0,105.0,1.0,17.0,13.0,4.0,7.0,3.0,3.0,9.0,3.0,4.0,16.0,1.0,8.0,14.0,29.0,2.0,1.0,15.0,4.0,15.0,,3.0,27.0,231.0,4.0,0.7058823529411765,0.8,1.0,0.25,0.6666666666666666,0.5,0.25,0.4722222222222222,0.36363636363636365,0.5,0.4264705882352941,0.5,0.575,0.43333333333333335,0.5,0.5192307692307693,0.47058823529411764,,0.16666666666666666,0.15384615384615385,0.2222222222222222,,10.459770114942529,0.4375,0.20125786163522014,0.06707317073170732,0.2247191011235955,0.09302325581395349,0.21364985163204747,0.08035714285714286,0.08695652173913043,0.10483870967741936,0.0625,0.175,0.21505376344086022,0.19230769230769232,0.23809523809523808,0.19230769230769232,0.02702702702702703,0.38235294117647056,0.5,0.5909090909090909,0.6923076923076923,0.1323529411764706,0.4444444444444444,0.5714285714285714,0.75,0.014705882352941176,,,0.4411764705882353,0.26666666666666666,0.26666666666666666,1.0,0.029411764705882353,,,,0.5714285714285714,0.375,0.3333333333333333,0.21428571428571427,,,,0.55,0.5454545454545454,0.25,0.6,0.05,,0.8529411764705882,,0.5755698529411766,0.5496428571428572,0.5779900000000001,0.04285714285714286,0.07894736842105263,0.24615384615384617,0.4153846153846154,3.216666666666667,23.387500000000003,0.30434782608695654,2.0,1.0,5.0,4.0,5.0,6.0,4.0,6.0,5.0,0.4166666666666667,0.037037037037037035,2.0,1.0,1.0,2.0,4.0,1.0,0.06741573033707865,0.034482758620689655,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,True,
1629637,1610612747,Jaxson Hayes,Jaxson Hayes,1629637,LAL,72394.70000000001,1207.0,71.0,2467,2475,849.0,692.0,281,4942,164.0,209.0,34.0,58.0,47.0,58.0,31.0,50.0,,,,,,,,3.0,3.0,,,,,195.0,259.0,3.0,3.0,98.0,497.0,2852.0,37.0,64.0,,,92.0,53.0,66.0,,,45.0,151.0,316.0,74.0,9.0,,54.0,3.0,3.0,10.0,,28.0,31.0,59.0,21.0,10.0,16.0,8.0,4.0,149.0,49.0,49.0,78.0,82.0,172.0,99.0,271.0,4.0,29.0,21.0,8.0,12.0,5.0,8.0,19.0,1.0,4.0,31.0,1.0,7.0,80.0,126.0,12.0,10.0,139.0,8.0,150.0,,66.0,151.0,844.0,10.0,0.8102564102564103,0.9404761904761905,1.0,1.0,,,1.0,0.752895752895753,0.578125,0.803030303030303,0.7614503816793893,0.578125,0.803030303030303,0.7576219512195121,0.6133333333333333,0.7704081632653061,0.011450381679389313,,0.03861003861003861,0.014354066985645933,0.14,,12.835180550589918,0.3870967741935484,0.15073529411764705,0.09369024856596558,0.12956810631229235,0.08844765342960288,0.13961605584642234,0.09099350046425256,0.12418300653594772,0.0774818401937046,0.12056737588652482,0.13157894736842105,0.16501650165016502,0.1348314606741573,0.13839285714285715,0.1038961038961039,0.07407407407407407,0.7977099236641222,0.784688995215311,0.7961165048543689,0.8048780487804879,0.19083969465648856,0.62,0.7209302325581395,0.8387096774193549,,,,,,,,0.011450381679389313,1.0,1.0,1.0,0.90625,0.5862068965517241,0.20588235294117646,,,,,0.8787878787878788,0.8103448275862069,,,,,0.8091603053435115,1.0,0.6218236641221372,0.602875,0.6521030303030303,0.2129032258064516,0.21498371335504887,0.1851106639839034,0.3038229376257545,2.485328185328185,27.433333333333334,0.3441426834211593,18.0,1.0,12.0,15.0,18.0,45.0,18.0,52.0,17.0,0.17647058823529413,0.01098901098901099,,1.0,18.0,25.0,28.0,2.0,0.08833922261484099,0.05747126436781609,0.5384615384615384,,,1.0,1.0,7.0,6.0,1.0,2.0,,,,,,,,,True,
1631222,1610612747,Jake LaRavia,Jake LaRavia,1631222,LAL,38047.299999999996,634.0,39.0,1294,1301,401.0,355.0,158,2595,45.0,61.0,12.0,17.0,10.0,18.0,20.0,46.0,,2.0,8.0,38.0,7.0,2.0,10.0,8.0,27.0,,3.0,2.0,8.0,65.0,109.0,16.0,65.0,30.0,208.0,1493.0,15.0,21.0,1.0,10.0,41.0,13.0,30.0,4.0,18.0,8.0,46.0,90.0,40.0,48.0,,22.0,27.0,8.0,10.0,1.0,26.0,19.0,45.0,17.0,2.0,15.0,9.0,2.0,109.0,24.0,20.0,31.0,32.0,67.0,45.0,112.0,5.0,37.0,16.0,21.0,16.0,1.0,9.0,12.0,2.0,7.0,28.0,5.0,8.0,21.0,57.0,7.0,4.0,34.0,2.0,39.0,,19.0,46.0,401.0,5.0,0.6923076923076923,0.8333333333333334,1.0,0.24615384615384617,0.1,0.2222222222222222,0.24615384615384617,0.5963302752293578,0.7142857142857143,0.43333333333333335,0.5114942528735632,0.532258064516129,0.3958333333333333,0.5445026178010471,0.5694444444444444,0.42592592592592593,0.3735632183908046,0.015384615384615385,0.09174311926605505,0.04918032786885246,0.15217391304347827,,14.707857622565479,0.5714285714285714,0.10491803278688525,0.06825938566552901,0.10652920962199312,0.08080808080808081,0.10570469798657718,0.07457627118644068,0.09302325581395349,0.08333333333333333,0.07407407407407407,0.1368421052631579,0.07692307692307693,0.12962962962962962,0.11504424778761062,0.07692307692307693,0.06329113924050633,0.3505747126436782,0.7377049180327869,0.7758620689655172,0.6888888888888889,0.26436781609195403,0.43478260869565216,0.5128205128205128,0.7,0.011494252873563218,,,0.21839080459770116,0.21052631578947367,0.21052631578947367,1.0,0.15517241379310345,0.2962962962962963,0.3076923076923077,1.0,0.5483870967741935,0.7058823529411765,0.16666666666666666,0.22580645161290322,0.0967741935483871,,,0.375,0.5555555555555556,0.20833333333333334,0.2,0.16666666666666666,0.25,0.7241379310344828,0.2962962962962963,0.550451156069364,0.5617343749999999,0.5456053191489362,0.10106382978723404,0.15447154471544716,0.1971153846153846,0.22115384615384615,4.5834862385321085,24.675384615384615,0.30989180834621327,8.0,1.0,4.0,2.0,3.0,10.0,5.0,12.0,2.0,0.11428571428571428,0.022222222222222223,1.0,1.0,5.0,5.0,9.0,,0.05128205128205128,0.0784313725490196,0.75,0.14285714285714285,1.0,4.0,,2.0,2.0,,,0.037037037037037035,,,,,,,,True,
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,34885.2,581.0,57.0,1200,1210,432.0,295.0,123,2410,22.0,36.0,4.0,5.0,9.0,16.0,14.0,37.0,19.0,31.0,15.0,35.0,,6.0,10.0,20.0,49.0,,1.0,7.0,18.0,55.0,104.0,35.0,84.0,16.0,231.0,1399.0,7.0,10.0,,1.0,17.0,17.0,32.0,13.0,28.0,5.0,78.0,86.0,24.0,105.0,,8.0,49.0,20.0,8.0,,7.0,5.0,12.0,3.0,2.0,4.0,3.0,,29.0,8.0,4.0,31.0,23.0,62.0,13.0,75.0,2.0,13.0,9.0,4.0,4.0,,3.0,3.0,1.0,1.0,7.0,,1.0,14.0,27.0,2.0,1.0,15.0,,22.0,,10.0,78.0,428.0,2.0,0.7818181818181819,0.8431372549019608,1.0,0.4166666666666667,,0.4642857142857143,0.4166666666666667,0.5288461538461539,0.7,0.53125,0.5718085106382979,0.6363636363636364,0.6083333333333333,0.5804020100502513,0.6538461538461539,0.6190476190476191,0.44680851063829785,,0.07692307692307693,0.19444444444444445,0.02702702702702703,,15.33879374534624,0.5714285714285714,0.08914728682170543,0.015873015873015872,0.09872611464968153,0.031007751937984496,0.0944055944055944,0.023529411764705882,0.02564102564102564,0.025510204081632654,0.04838709677419355,0.06493506493506493,0.10204081632653061,0.08823529411764706,0.0782608695652174,0.15476190476190477,0.022727272727272728,0.19148936170212766,0.6111111111111112,0.7586206896551724,0.6818181818181818,0.19680851063829788,0.3783783783783784,0.3888888888888889,0.7857142857142857,0.16489361702127658,0.6129032258064516,0.6129032258064516,0.18617021276595744,0.42857142857142855,0.42857142857142855,1.0,0.26063829787234044,0.40816326530612246,0.40816326530612246,1.0,0.45454545454545453,0.8,0.25,,0.09090909090909091,,,0.26666666666666666,0.5625,0.16666666666666666,0.6,0.3,0.3888888888888889,0.6382978723404256,0.40816326530612246,0.5265130319148936,0.53752,0.5423483333333333,0.050505050505050504,0.08771929824561403,0.0735930735930736,0.33766233766233766,9.666346153846154,24.891666666666662,0.36,3.0,1.0,8.0,2.0,1.0,5.0,3.0,5.0,1.0,0.1951219512195122,0.025,,,,2.0,4.0,,0.007874015748031496,0.02127659574468085,0.8,,,,,,,,,,1.0,0.8947368421052632,,,,,,True,
2544,1610612747,LeBron James,LeBron James,2544,LAL,32713.300000000003,545.0,37.0,1102,1102,336.0,320.0,136,2204,72.0,99.0,7.0,11.0,21.0,29.0,21.0,69.0,8.0,26.0,4.0,12.0,,1.0,4.0,19.0,61.0,5.0,6.0,6.0,16.0,101.0,194.0,23.0,73.0,81.0,352.0,1243.0,11.0,20.0,5.0,6.0,45.0,25.0,49.0,7.0,20.0,19.0,90.0,96.0,106.0,39.0,30.0,8.0,61.0,19.0,13.0,1.0,77.0,40.0,117.0,26.0,14.0,57.0,18.0,2.0,274.0,6.0,5.0,56.0,39.0,107.0,11.0,118.0,1.0,20.0,12.0,8.0,38.0,9.0,21.0,17.0,3.0,17.0,55.0,2.0,18.0,12.0,28.0,1.0,3.0,71.0,1.0,111.0,2.0,47.0,89.0,332.0,4.0,0.4752475247524752,0.4948453608247423,0.5652173913043478,0.3150684931506849,0.8333333333333334,0.35,0.3150684931506849,0.520618556701031,0.55,0.5102040816326531,0.5074906367041199,0.7115384615384616,0.5144927536231884,0.560702875399361,0.75,0.5493827160493827,0.27340823970037453,0.0136986301369863,0.06701030927835051,0.050505050505050504,0.11594202898550725,,29.252782193958666,0.6909090909090909,0.16182572614107885,0.0199203187250996,0.2074074074074074,0.025974025974025976,0.18590998043052837,0.022821576763485476,0.01282051282051282,0.022727272727272728,0.03636363636363636,0.16393442622950818,0.15,0.2,0.22705314009661837,0.14285714285714285,0.008,0.3707865168539326,0.7272727272727273,0.7659574468085106,0.5555555555555556,0.25842696629213485,0.30434782608695654,0.3442622950819672,0.3333333333333333,0.09737827715355805,0.3076923076923077,0.3076923076923077,0.0449438202247191,0.3333333333333333,0.3333333333333333,0.5,0.22846441947565543,0.3114754098360656,0.31666666666666665,0.5789473684210527,0.4230769230769231,0.6363636363636364,0.42857142857142855,,0.23076923076923078,0.8333333333333334,0.8,0.42028985507246375,0.7241379310344828,0.057971014492753624,0.25,0.2318840579710145,0.375,0.6441947565543071,0.3114754098360656,0.5453677902621724,0.5434875,0.5422014492753622,0.16938110749185667,0.2052401746724891,0.1278409090909091,0.2556818181818182,6.220103092783504,26.424657534246574,0.30490018148820325,8.0,,12.0,2.0,6.0,8.0,4.0,8.0,5.0,0.375,,,1.0,12.0,4.0,6.0,1.0,0.022727272727272728,0.024390243902439025,0.75,,,,,,,,,0.01639344262295082,,0.125,5.0,1.0,0.0641025641025641,,,True,
1629029,1610612747,Luka Dončić,Luka Dončić,1629029,LAL,44432.299999999996,741.0,116.0,1540,1537,646.0,489.0,170,3077,41.0,52.0,5.0,7.0,17.0,21.0,73.0,145.0,21.0,55.0,4.0,20.0,7.0,2.0,8.0,92.0,224.0,7.0,11.0,40.0,101.0,135.0,252.0,96.0,244.0,185.0,743.0,1792.0,14.0,26.0,9.0,18.0,73.0,57.0,101.0,42.0,109.0,100.0,340.0,44.0,226.0,117.0,171.0,8.0,224.0,92.0,4.0,2.0,122.0,62.0,184.0,34.0,28.0,85.0,31.0,6.0,430.0,4.0,10.0,83.0,78.0,172.0,14.0,186.0,8.0,40.0,30.0,10.0,69.0,8.0,53.0,18.0,3.0,16.0,87.0,1.0,36.0,19.0,41.0,,3.0,171.0,1.0,240.0,6.0,98.0,338.0,642.0,4.0,0.16296296296296298,0.16793893129770993,0.40625,0.39344262295081966,0.5,0.3853211009174312,0.39344262295081966,0.5357142857142857,0.5384615384615384,0.5643564356435643,0.5625,0.625,0.5714285714285714,0.6178929765886287,0.6792452830188679,0.6377358490566037,0.49193548387096775,0.00819672131147541,0.015873015873015872,0.038461538461538464,0.013793103448275862,0.05,39.34520390580126,0.7931034482758621,0.22285714285714286,0.03355704697986577,0.2178477690288714,0.0110803324099723,0.22024623803009577,0.021244309559939303,0.03614457831325301,0.007633587786259542,0.020202020202020204,0.18085106382978725,0.208955223880597,0.34545454545454546,0.20714285714285716,0.24752475247524752,0.0311284046692607,0.10483870967741936,0.7884615384615384,0.82,0.1951219512195122,0.2923387096774194,0.503448275862069,0.5104895104895105,0.1232876712328767,0.11088709677419355,0.38181818181818183,0.38181818181818183,0.04032258064516129,0.2,0.21052631578947367,0.75,0.45161290322580644,0.4107142857142857,0.4125560538116592,0.391304347826087,0.1590909090909091,0.7142857142857143,0.4,0.1590909090909091,0.25,0.6363636363636364,0.5714285714285714,0.1,0.8095238095238095,0.0380952380952381,0.25,0.48095238095238096,0.39603960396039606,0.5967741935483871,0.4107142857142857,0.5062009109311743,0.49818333333333337,0.5016480952380954,0.18055555555555555,0.2996941896024465,0.09825033647375504,0.4576043068640646,9.35357142857143,26.786065573770486,0.41948051948051945,18.0,,11.0,4.0,22.0,7.0,3.0,8.0,21.0,0.2682926829268293,,2.0,1.0,23.0,4.0,4.0,,0.03773584905660377,0.017857142857142856,0.5,0.2857142857142857,0.5,2.0,4.0,1.0,1.0,,,0.004464285714285714,,0.23809523809523808,6.0,,0.024096385542168676,1.0,,True,
1630559,1610612747,Austin Reaves,Austin Reaves,1630559,LAL,28983.199999999997,483.0,59.0,984,993,336.0,240.0,98,1977,44.0,54.0,3.0,3.0,14.0,17.0,32.0,71.0,5.0,8.0,3.0,7.0,,1.0,1.0,26.0,78.0,4.0,7.0,8.0,24.0,81.0,133.0,29.0,85.0,98.0,347.0,1112.0,5.0,7.0,4.0,7.0,30.0,24.0,36.0,9.0,25.0,41.0,116.0,42.0,120.0,63.0,24.0,6.0,78.0,26.0,9.0,1.0,48.0,24.0,72.0,19.0,5.0,31.0,13.0,4.0,168.0,13.0,,26.0,24.0,54.0,13.0,67.0,,16.0,11.0,5.0,32.0,4.0,18.0,13.0,4.0,14.0,45.0,3.0,15.0,25.0,37.0,1.0,1.0,87.0,7.0,115.0,7.0,38.0,112.0,334.0,1.0,0.25925925925925924,0.2692307692307692,0.7241379310344828,0.3411764705882353,0.5714285714285714,0.36,0.3411764705882353,0.6090225563909775,0.7142857142857143,0.6666666666666666,0.5711009174311926,0.7857142857142857,0.6147540983606558,0.6409774436090225,0.8055555555555556,0.6845238095238095,0.38990825688073394,0.011764705882352941,0.06766917293233082,0.07407407407407407,0.07042253521126761,,28.35004557885141,0.7111111111111111,0.10909090909090909,,0.11353711790393013,0.06220095693779904,0.111358574610245,0.03132530120481928,,0.06535947712418301,0.05357142857142857,0.11290322580645161,0.1,0.13157894736842105,0.12849162011173185,0.06,,0.24770642201834864,0.8148148148148148,0.88,0.3409090909090909,0.3256880733944954,0.4507042253521127,0.48484848484848486,0.1875,0.03669724770642202,0.625,0.625,0.03211009174311927,0.42857142857142855,0.42857142857142855,1.0,0.3577981651376147,0.3333333333333333,0.33766233766233766,0.6923076923076923,0.21428571428571427,1.0,0.6666666666666666,,0.5,0.5714285714285714,1.0,0.2786885245901639,0.8235294117647058,0.01639344262295082,1.0,0.39344262295081966,0.3333333333333333,0.6376146788990825,0.3333333333333333,0.5137855504587158,0.55654,0.4991549180327869,0.164,0.2345679012345679,0.08645533141210375,0.33429394812680113,6.490977443609021,26.82470588235294,0.34146341463414637,8.0,,4.0,3.0,16.0,4.0,4.0,4.0,13.0,0.13793103448275862,,,,9.0,,3.0,,,,0.75,,,,5.0,,,,,0.01282051282051282,,,3.0,,0.03409090909090909,,1.0,True,
1641723,1610612747,Kobe Bufkin,Kobe Bufkin,1641723,LAL,1097.0,18.0,-35.0,39,41,1.0,,2,80,,,,,,,1.0,4.0,,1.0,,,,,,,3.0,,,,,1.0,5.0,,3.0,2.0,4.0,64.0,,,,,,,,,,,,,2.0,,,,3.0,,1.0,,1.0,,1.0,,,1.0,,,2.0,,,2.0,,2.0,,2.0,,,,,2.0,,1.0,,,1.0,2.0,,,1.0,1.0,,,2.0,1.0,2.0,,1.0,,1.0,,,,,,,,,0.2,,,0.125,,,0.2222222222222222,,,0.375,,0.2,,0.25,,26.19047619047619,1.0,,,0.2857142857142857,,0.125,,,,,,,,,0.6666666666666666,,,,,,0.5,0.25,0.3333333333333333,,0.125,,,,,,,0.375,,,,,,,,,,,,,,,,,0.375,,0.4593625,,,0.1111111111111111,0.16666666666666666,,,8.780000000000001,27.599999999999998,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
