EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,PenaltyOffPossPct,SecondChanceOffPoss,ShootingFouls,Fouls,DefArc3ReboundPct,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,TsPct,PenaltyTsPct,FG3APct,Usage,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,FTDefRebounds,Steals,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,DefFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangeFGA,LongMidRangeFGA,FG2A,PenaltyFG2A,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffRebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,Avg2ptShotDistance,on,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,FTOffRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,DefensiveGoaltends,OffensiveGoaltends,Charge Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,Arc3PctBlocked,BlockedLongMidRange,Defensive 3 Seconds Violations
1629020,1610612747,Jarred Vanderbilt,Jarred Vanderbilt,1629020,LAL,181.0,3,-6.0,5,6,5.0,2.0,11,7,1.0,1.0,1.0,5.0,0.3333333333333333,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631132,1610612747,Christian Koloko,Christian Koloko,1631132,LAL,381.0,6,-12.0,11,14,10.0,2.0,25,17,1.0,1.0,1.0,10.0,0.25,0.14285714285714285,,0.9090909090909091,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631222,1610612747,Jake LaRavia,Jake LaRavia,1631222,LAL,307.0,5,-12.0,10,11,10.0,2.0,21,14,,,,10.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.3333333333333333,0.3333333333333333,1.0,36.36363636363637,1.0,1.0,1.0,1.0,0.5547,0.5547,0.6666666666666666,1.0,1.0,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642261,1610612747,Dalton Knecht,Dalton Knecht,1642261,LAL,381.0,6,-12.0,11,14,10.0,2.0,25,17,,1.0,1.0,10.0,,,,0.9090909090909091,1.0,,,,3.0,,2.0,3.0,,3.0,,2.0,,,3.0,,,,,,,,,0.5,,1.0,25.0,1.0,,1.0,1.0,0.4897,0.5133,,,,28.433333333333334,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642355,1610612747,Bronny James,Bronny James,1642355,LAL,381.0,6,-12.0,11,14,10.0,2.0,25,17,,,1.0,10.0,,,,0.9090909090909091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,0.4284333333333334,0.4284333333333334,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,11.933333333333332,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641733,1610612747,Nick Smith Jr.,Nick Smith Jr.,1641733,LAL,200.0,3,-6.0,6,8,5.0,,14,10,,,,5.0,,,,0.8333333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643024,1610612747,Chris Mañon,Chris Mañon,1643024,LAL,74.0,1,,1,3,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628379,1610612747,Luke Kennard,Luke Kennard,1628379,LAL,41846.100000000006,697,13.0,1425,1434,501.0,414.0,2859,1720,34.0,69.0,82.0,496.0,0.10119047619047619,0.1050228310502283,0.13043478260869565,0.35157894736842105,157.0,24.0,47.0,0.09016393442622951,66.0,7.0,27.0,92.0,25.0,266.0,9.0,39.0,6.0,94.0,66.0,1.0,7.0,26.0,6.0,18.0,27.0,7.0,94.0,0.6557788944723618,0.6458333333333334,0.4842105263157895,13.983840894965818,0.3473684210526316,0.3333333333333333,0.38571428571428573,0.6526315789473685,0.5200076315789476,0.5338200000000001,0.05025125628140704,0.06666666666666667,0.3533834586466165,25.483695652173918,28.0,41.0,117.0,28.0,,19.0,4.0,0.9512195121951219,0.44565217391304346,0.44565217391304346,0.6342105263157894,,0.42424242424242425,0.42424242424242425,0.9285714285714286,0.42424242424242425,46.0,20.0,98.0,31.0,5.0,25.0,74.0,11.0,173.0,4.0,13.0,0.05102040816326531,0.021739130434782608,0.014134275618374558,0.022108843537414966,0.009302325581395349,0.24210526315789474,0.10526315789473684,9.041836734693877,False,24.0,32.0,5.0,6.0,11.0,15.0,26.0,9.0,13.0,26.0,1.0,2.0,7.0,12.0,5.0,11.0,59.0,6.0,12.0,6.0,3.0,33.0,17.0,18.0,90.0,28.0,6.0,6.0,1.0,49.0,14.0,26.0,14.0,9.0,9.0,35.0,3.0,15.0,19.0,14.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,0.7627118644067796,0.8035714285714286,0.6666666666666666,0.46153846153846156,0.6020408163265306,0.5,0.5483870967741935,0.7142857142857143,0.6285714285714286,0.717391304347826,0.010869565217391304,0.125,0.038461538461538464,0.7307692307692307,0.10903426791277258,0.029508196721311476,0.09210526315789473,0.037037037037037035,0.029411764705882353,0.11827956989247312,0.10555555555555556,0.10416666666666667,0.03571428571428571,1.0,0.16842105263157894,0.75,0.8571428571428571,0.8333333333333334,0.5652173913043478,0.5777777777777777,0.7307692307692307,0.45,0.45,0.6666666666666666,0.1368421052631579,0.5,0.52,1.0,0.2857142857142857,0.8333333333333334,0.4,0.09523809523809523,0.5,1.0,0.7142857142857143,0.8,0.21428571428571427,0.7333333333333333,0.17142857142857143,0.5833333333333334,0.4074074074074074,0.532634375,0.031914893617021274,0.12406015037593984,,,,,,,,,,,,,,,,,,,,
1628467,1610612747,Maxi Kleber,Maxi Kleber,1628467,LAL,26057.6,434,42.0,887,898,310.0,228.0,1785,1013,17.0,46.0,78.0,305.0,0.08333333333333333,0.10886075949367088,0.13725490196078433,0.34949267192784667,105.0,30.0,55.0,0.06535947712418301,22.0,4.0,7.0,25.0,14.0,82.0,4.0,7.0,6.0,28.0,22.0,,6.0,15.0,5.0,23.0,24.0,10.0,28.0,0.5125,0.5833333333333334,0.36764705882352944,9.443339960238568,0.3235294117647059,0.36363636363636365,0.3684210526315789,0.7352941176470589,0.5348330882352942,0.5121131578947368,0.1282051282051282,0.18867924528301888,0.34146341463414637,25.912,6.0,6.0,18.0,6.0,3.0,17.0,4.0,1.0,0.24,0.24,0.5,0.14285714285714285,0.2727272727272727,0.2727272727272727,1.0,0.2727272727272727,14.0,4.0,43.0,12.0,6.0,17.0,27.0,15.0,71.0,16.0,32.0,0.13953488372093023,0.14285714285714285,0.0855614973262032,0.08264462809917356,0.08108108108108109,0.20588235294117646,0.058823529411764705,4.886046511627907,False,16.0,25.0,1.0,5.0,5.0,7.0,8.0,1.0,,3.0,,,,,2.0,2.0,25.0,1.0,7.0,2.0,2.0,10.0,8.0,2.0,50.0,,,,,10.0,2.0,8.0,1.0,1.0,14.0,26.0,2.0,13.0,9.0,8.0,,1.0,,2.0,7.0,6.0,1.0,,,,10.0,2.0,10.0,8.0,6.0,1.0,1.0,0.5,0.2857142857142857,0.5813953488372093,0.14285714285714285,0.6666666666666666,0.36363636363636365,0.5789473684210527,0.38461538461538464,,0.16,,0.6,0.13612565445026178,0.07954545454545454,0.0425531914893617,0.06976744186046512,0.10256410256410256,0.2033898305084746,0.13131313131313133,0.030303030303030304,0.06666666666666667,0.8,0.36764705882352944,0.64,0.7619047619047619,1.0,0.5714285714285714,0.6666666666666666,1.0,0.25,0.25,1.0,0.04411764705882353,,,,0.45454545454545453,0.2,1.0,,,,0.5,1.0,0.3684210526315789,0.7142857142857143,,,0.2857142857142857,0.590075,,0.12195121951219512,2.0,1.0,2.0,8.0,2.0,0.07692307692307693,0.10465116279069768,,,,,,,,,,,,,
1629020,1610612747,Jarred Vanderbilt,Jarred Vanderbilt,1629020,LAL,65383.0,1090,1.0,2217,2228,655.0,524.0,4445,2611,106.0,201.0,280.0,654.0,0.2058252427184466,0.19125127161749747,0.21739130434782608,0.2954442940911141,276.0,52.0,102.0,0.20159151193633953,5.0,,2.0,95.0,33.0,278.0,8.0,24.0,19.0,87.0,5.0,9.0,25.0,55.0,17.0,52.0,56.0,14.0,87.0,0.54296875,0.5304878048780488,0.4148471615720524,12.166405023547881,0.021834061135371178,,0.030303030303030304,0.9082969432314411,0.6070746724890829,0.6107598484848484,0.06172839506172839,0.09523809523809523,0.3129496402877698,23.61157894736841,,29.0,84.0,,13.0,52.0,12.0,0.9655172413793104,0.30526315789473685,0.30526315789473685,0.5349344978165939,0.26,,,,,19.0,2.0,134.0,42.0,23.0,25.0,81.0,19.0,187.0,39.0,79.0,0.17164179104477612,0.3157894736842105,0.07910750507099391,0.0778816199376947,0.08211143695014662,0.08296943231441048,0.008733624454148471,2.5216417910447766,False,71.0,113.0,19.0,31.0,22.0,36.0,7.0,1.0,29.0,90.0,2.0,8.0,6.0,22.0,,,79.0,20.0,34.0,2.0,8.0,54.0,25.0,6.0,106.0,52.0,3.0,20.0,,56.0,6.0,32.0,18.0,6.0,36.0,82.0,4.0,40.0,30.0,16.0,5.0,14.0,,5.0,8.0,5.0,11.0,,,1.0,18.0,7.0,18.0,10.0,8.0,0.6708860759493671,0.7681159420289855,0.25,0.25,0.5895522388059702,0.5882352941176471,0.5952380952380952,0.5476190476190477,0.5151515151515151,0.5625,,0.1504424778761062,,0.5454545454545454,0.1752136752136752,0.07659574468085106,0.10638297872340426,0.07446808510638298,0.07236842105263158,0.14193548387096774,0.18442622950819673,0.21739130434782608,0.04081632653061224,0.5555555555555556,0.49344978165938863,0.6283185840707964,0.7395833333333334,0.647887323943662,0.3684210526315789,0.5384615384615384,0.8571428571428571,0.5,0.5,1.0,0.3930131004366812,0.32222222222222224,0.32222222222222224,0.9655172413793104,0.7380952380952381,0.6129032258064516,0.3684210526315789,0.19047619047619047,0.25,1.0,,,0.5454545454545454,0.6111111111111112,0.3333333333333333,0.2727272727272727,,0.6040096153846155,0.010416666666666666,0.19424460431654678,4.0,12.0,13.0,11.0,12.0,0.05194805194805195,0.059574468085106386,3.0,1.0,1.0,1.0,1.0,,,,,,,,
