EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,TwoPtAssists,Corner3Assists,AtRimAssists,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,LostBallTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,Corner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedLongMidRange,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,LongMidRangeAssists,FTOffRebounds,Offensive Fouls,Transition Take Fouls,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,Loose Ball Fouls,SecondChanceAtRimPctAssisted,HeaveAttempts,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,PtsPutbacks,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,Charge Fouls,BlockedArc3,DefensiveGoaltends,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Charge Fouls Drawn,Corner3PctBlocked,LongMidRangePctBlocked
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,2552.0,43,-1.0,89,92,20,17,6.0,181,1.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,6,3.0,4.0,4.0,15.0,110,1.0,2.0,2.0,2.0,8.0,2.0,9.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,20,1.0,1.0,1.0,0.75,1.0,0.75,0.16666666666666666,0.55,1.5,0.625,1.3333333333333333,0.4,0.16666666666666666,0.3333333333333333,12.765957446808512,0.3333333333333333,0.17647058823529413,0.047619047619047616,0.05,0.10810810810810811,0.029411764705882353,0.16666666666666666,0.16666666666666666,0.4,0.07142857142857142,0.5,0.3,0.3333333333333333,0.5,1.0,0.1,0.2,0.4,0.75,0.75,1.0,1.0,1.0,1.0,0.7,0.75,0.545415,0.7649,0.539775,0.16666666666666666,0.25,0.5333333333333333,8.733333333333333,26.475,0.2247191011235955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1627783,1610612754,Pascal Siakam,Pascal Siakam,1627783,IND,2959.0,49,8.0,102,104,37,57,7.0,206,6.0,7.0,1.0,4.0,3.0,1.0,5.0,,2.0,9.0,14,1.0,6.0,9.0,30.0,115,1.0,,2.0,6.0,14.0,16.0,3.0,5.0,1.0,,2.0,6.0,1.0,14.0,,3.0,4.0,1.0,8.0,,8.0,3.0,1.0,5.0,6.0,6.0,10.0,3.0,,,,,,14.0,37,0.8888888888888888,0.8888888888888888,1.0,0.16666666666666666,,0.16666666666666666,0.6428571428571429,0.525,0.5,0.6,0.6363636363636364,0.3,,,24.324324324324323,0.25,0.16666666666666666,,0.15,0.1590909090909091,,,0.16666666666666666,0.25,0.18181818181818182,,0.35,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.2,0.15,0.25,0.2,0.2,1.0,1.0,0.25,,0.65,0.2,0.5174275,0.5051,0.53960625,0.13043478260869565,0.17647058823529413,0.4666666666666667,7.8357142857142845,25.733333333333334,0.3627450980392157,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.5,0.1111111111111111,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.05,1.0,0.5,0.75,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1629614,1610612754,Andrew Nembhard,Andrew Nembhard,1629614,IND,2644.0,44,5.0,90,95,29,35,6.0,185,2.0,4.0,,3.0,8.0,2.0,7.0,1.0,4.0,8.0,15,2.0,7.0,,22.0,102,,1.0,4.0,,9.0,6.0,,7.0,2.0,1.0,4.0,9.0,2.0,22.0,,1.0,2.0,,3.0,,3.0,7.0,3.0,1.0,3.0,1.0,,,,,,,,9.0,28,0.375,0.375,,0.2857142857142857,0.25,0.2857142857142857,0.5333333333333333,0.5,0.4090909090909091,0.5,0.4090909090909091,0.3181818181818182,0.06666666666666667,,25.0,,0.10526315789473684,,0.05,0.07692307692307693,,,0.125,0.2,,,0.18181818181818182,0.5,0.5,,0.13636363636363635,0.36363636363636365,0.3181818181818182,0.2857142857142857,0.3333333333333333,,,0.36363636363636365,0.25,0.5,0.2857142857142857,0.47771590909090905,0.5733,0.46140454545454546,,,0.4090909090909091,12.060000000000002,27.671428571428574,0.32222222222222224,,1.0,1.0,1.0,5.0,,,,,3.0,7.0,10.0,5.0,2.0,5.0,4.0,2.0,,1.0,,2.0,1.0,,,,,0.42857142857142855,,,1.0,0.14285714285714285,0.3333333333333333,0.5,1.0,0.625,0.625,0.4,,,0.09090909090909091,1.0,,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1630169,1610612754,Tyrese Haliburton,Tyrese Haliburton,1630169,IND,2839.0,47,-2.0,102,104,25,35,5.0,206,10.0,11.0,,5.0,4.0,1.0,7.0,,2.0,14.0,20,2.0,9.0,2.0,36.0,117,,,3.0,,8.0,10.0,6.0,7.0,1.0,,9.0,12.0,4.0,33.0,1.0,2.0,4.0,,6.0,1.0,7.0,3.0,1.0,,1.0,3.0,3.0,2.0,1.0,,,2.0,,8.0,25,0.35714285714285715,0.35714285714285715,1.0,0.2222222222222222,,0.2222222222222222,0.7,0.5862068965517241,0.4444444444444444,0.6,0.4444444444444444,0.3103448275862069,,,30.8411214953271,,0.17391304347826086,0.041666666666666664,0.09523809523809523,0.13636363636363635,0.023255813953488372,,0.125,0.16666666666666666,0.14285714285714285,,0.3793103448275862,0.9090909090909091,0.9090909090909091,0.5,0.1724137931034483,0.13793103448275862,0.2413793103448276,0.14285714285714285,0.14285714285714285,1.0,,0.2222222222222222,,0.6896551724137931,0.14285714285714285,0.5682839285714286,,0.51,0.06666666666666667,0.09523809523809523,0.2222222222222222,5.975,27.47777777777778,0.24509803921568626,,2.0,2.0,1.0,3.0,2.0,,,,4.0,6.0,18.0,3.0,5.0,2.0,2.0,3.0,,2.0,,3.0,,,,,,0.6666666666666666,,,1.0,,0.2,0.2,,0.75,0.75,,0.06896551724137931,,0.2222222222222222,1.0,,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1641716,1610612754,Jarace Walker,Jarace Walker,1641716,IND,7000.0,117,-8.0,242,249,71,101,15.0,491,1.0,1.0,,10.0,3.0,6.0,17.0,2.0,4.0,5.0,14,8.0,20.0,2.0,36.0,276,2.0,2.0,4.0,2.0,10.0,8.0,21.0,17.0,6.0,,,8.0,,16.0,1.0,13.0,5.0,1.0,19.0,2.0,21.0,2.0,2.0,6.0,10.0,6.0,4.0,2.0,2.0,,2.0,2.0,1.0,10.0,70,0.8,0.8,0.875,0.4,0.5,0.4,0.35714285714285715,0.5,0.5714285714285714,0.5,0.5555555555555556,0.5882352941176471,,,16.602316602316602,0.07692307692307693,0.09433962264150944,0.021739130434782608,0.23636363636363636,0.16666666666666666,0.01020408163265306,,0.0625,0.08333333333333333,0.20512820512820512,0.5,0.029411764705882353,1.0,1.0,1.0,0.29411764705882354,0.08823529411764706,0.5,0.35294117647058826,0.35294117647058826,0.8333333333333334,,0.5714285714285714,0.5,0.6176470588235294,0.35294117647058826,0.5004735294117646,0.59775,0.51185,0.05555555555555555,0.125,0.2777777777777778,10.378571428571428,26.135,0.29338842975206614,,1.0,1.0,4.0,,3.0,1.0,,8.0,1.0,3.0,2.0,8.0,,4.0,,5.0,1.0,4.0,2.0,7.0,,1.0,,,0.5,0.3333333333333333,1.0,1.0,0.7142857142857143,0.3125,0.4,0.4,0.75,,,,0.08823529411764706,,0.14285714285714285,1.0,0.2222222222222222,2.0,2.0,3.0,,1.0,,1.0,1.0,,,,0.5,2.0,,3.0,,,,,,0.15384615384615385,0.6666666666666666,0.6666666666666666,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.09090909090909091,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1631097,1610612754,Bennedict Mathurin,Bennedict Mathurin,1631097,IND,2427.0,40,4.0,83,86,29,44,6.0,169,5.0,6.0,1.0,4.0,,,4.0,,2.0,8.0,10,1.0,7.0,7.0,26.0,96,3.0,,2.0,3.0,9.0,12.0,3.0,4.0,,,,,,,,4.0,2.0,1.0,7.0,,7.0,,,1.0,3.0,8.0,8.0,4.0,,,,,,9.0,29,0.75,0.75,1.0,0.14285714285714285,,0.14285714285714285,0.8,0.5588235294117647,0.6,0.6190476190476191,0.75,0.4117647058823529,,,24.719101123595504,0.25,0.1,,0.2222222222222222,0.15789473684210525,,,0.16666666666666666,0.09090909090909091,0.23076923076923078,,0.35294117647058826,0.8333333333333334,0.8333333333333334,1.0,0.23529411764705882,,0.23529411764705882,,,,0.3333333333333333,0.4,,0.7647058823529411,,0.5669735294117647,0.5511333333333334,0.54828,0.2,0.3076923076923077,0.34615384615384615,4.529999999999999,24.242857142857144,0.3493975903614458,1.0,2.0,2.0,3.0,,3.0,3.0,1.0,7.0,3.0,3.0,4.0,,,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.1666666666666667,0.5,0.2,0.75,0.75,0.3333333333333333,,,,0.17647058823529413,1.0,0.4,1.0,0.2692307692307692,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
204456,1610612754,T.J. McConnell,T.J. McConnell,204456,IND,3715.0,62,-10.0,125,127,36,44,7.0,252,6.0,9.0,,8.0,3.0,1.0,3.0,,,13.0,20,3.0,5.0,3.0,38.0,151,,,,1.0,7.0,2.0,9.0,2.0,1.0,1.0,5.0,17.0,4.0,39.0,1.0,4.0,4.0,,8.0,2.0,10.0,1.0,,3.0,4.0,4.0,4.0,1.0,,,,,,7.0,36,0.07692307692307693,0.07692307692307693,1.0,0.6,,0.75,0.65,0.7,0.6,0.7037037037037037,0.5833333333333334,0.2,0.05,0.1111111111111111,24.81203007518797,,0.16666666666666666,0.05,0.13333333333333333,0.14814814814814814,0.041666666666666664,,,0.3076923076923077,0.09523809523809523,,0.36,0.6666666666666666,0.75,0.16666666666666666,0.32,0.12,0.12,0.3333333333333333,0.3333333333333333,1.0,,,,0.56,0.5,0.5086270833333334,,0.43024000000000007,0.038461538461538464,0.047619047619047616,0.18421052631578946,7.58,28.360000000000003,0.288,,1.0,1.0,4.0,3.0,2.0,,,,3.0,5.0,24.0,12.0,1.0,5.0,1.0,4.0,,3.0,2.0,6.0,1.0,,1.0,1.0,,0.6,,,0.6666666666666666,0.2222222222222222,0.5,0.5,,1.0,1.0,,0.08,,0.2,1.0,,,,,,1.0,,1.0,1.0,,,,,2.0,,6.0,,,,,0.09090909090909091,,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,0.03571428571428571,0.047619047619047616,0.14285714285714285,,,,,,,,True,,,,,,,,,,,,,
1630174,1610612754,Aaron Nesmith,Aaron Nesmith,1630174,IND,1711.0,29,-12.0,60,61,7,6,4.0,121,1.0,1.0,,2.0,,1.0,3.0,,,2.0,3,3.0,5.0,2.0,15.0,76,1.0,,,,,2.0,9.0,3.0,1.0,,,1.0,,2.0,,4.0,3.0,1.0,8.0,1.0,9.0,,,2.0,5.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,7,0.5,1.0,1.0,0.6,,0.6,0.6666666666666666,0.8125,,0.8333333333333334,,0.625,,,20.634920634920636,1.0,0.23076923076923078,,0.3076923076923077,0.2692307692307692,0.038461538461538464,,0.25,,0.4444444444444444,,0.125,1.0,1.0,1.0,0.25,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,0.75,0.3333333333333333,0.5498624999999999,,,0.1111111111111111,0.25,,9.0,24.919999999999998,0.11666666666666667,,,,1.0,,2.0,1.0,,2.0,,,2.0,1.0,,,,2.0,,1.0,2.0,4.0,,,,,1.0,,1.0,1.0,0.5,,0.5,0.5,,,,,0.25,,,,0.13333333333333333,,,,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,0.09090909090909091,0.1111111111111111,0.3333333333333333,2.0,,,,,,,True,,,,,,,,,,,,,
1641767,1610612754,Ben Sheppard,Ben Sheppard,1641767,IND,2470.0,41,-13.0,84,86,24,44,5.0,170,,,,4.0,,1.0,3.0,1.0,2.0,3.0,4,2.0,8.0,2.0,14.0,100,,1.0,2.0,2.0,5.0,6.0,6.0,3.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,6.0,2.0,8.0,,,3.0,4.0,1.0,2.0,,,,,,,3.0,23,1.0,1.0,1.0,0.25,0.5,0.25,0.75,0.5,0.75,0.5384615384615384,0.8333333333333334,0.6666666666666666,,,17.77777777777778,0.42857142857142855,0.05263157894736842,0.1,0.1,0.07692307692307693,0.058823529411764705,,,0.09090909090909091,0.0625,,,,,,0.3333333333333333,,0.25,0.3333333333333333,0.3333333333333333,1.0,,1.0,0.5,0.6666666666666666,0.3333333333333333,0.5080291666666666,,0.491625,,,0.35714285714285715,7.55,24.075000000000003,0.2857142857142857,,,,3.0,,5.0,,,3.0,,,,,,,,3.0,,3.0,,3.0,1.0,,1.0,,,,1.5,1.5,1.0,0.25,0.75,0.75,1.0,,,,0.4166666666666667,,,,0.21428571428571427,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,0.2,0.2,1.0,,,1.0,,,,,1.0,,0.5,,,,,,,1.0,,,0.041666666666666664,,,,1.0,1.0,0.125,1.0,1.0,1.0,True,,,,,,,,,,,,,
1628418,1610612754,Thomas Bryant,Thomas Bryant,1628418,IND,2180.0,36,,73,77,20,22,5.0,150,1.0,1.0,,,,1.0,2.0,,,1.0,1,2.0,5.0,3.0,11.0,77,,,,1.0,3.0,2.0,6.0,2.0,1.0,,1.0,2.0,1.0,5.0,1.0,2.0,2.0,,4.0,2.0,6.0,1.0,,1.0,3.0,5.0,4.0,1.0,2.0,,2.0,2.0,2.0,3.0,19,1.0,1.0,1.0,0.4,,0.4,1.0,0.6666666666666666,1.0,0.6875,0.75,0.8333333333333334,,,12.345679012345679,,0.16666666666666666,0.07142857142857142,0.08695652173913043,0.11428571428571428,0.058823529411764705,,,0.125,0.13333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,,,0.3333333333333333,0.5,0.5,1.0,,,,1.0,0.5,0.5856916666666666,0.5619,0.7813,0.14285714285714285,0.5,0.2727272727272727,1.6,24.9,0.273972602739726,,1.0,1.0,,,3.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,,,0.5,,,,,,,,0.5,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,,1.0,,,,0.3333333333333333,,,,,,,1.0,,,0.05,0.07142857142857142,,,,,,,,,True,,,,,,,,,,,,,
