EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,BadPassSteals,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,AtRimAssists,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,AtRimPctBlocked,OffArc3ReboundPct,DefAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,OffensiveGoaltends,LongMidRangePctAssisted,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,SecondChanceFtPoints,Loose Ball Fouls Drawn,BlockedLongMidRange,OffLongMidRangeReboundPct,HeaveAttempts,FTDefRebounds,DefFTReboundPct,on,OffAtRimReboundPct,Fg3aBlocked,Charge Fouls,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes,Charge Fouls Drawn
1628379,1610612763,Luke Kennard,Luke Kennard,1628379,MEM,1119.0,19,7,38,38,11.0,8.0,6,76,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,39,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,11.0,0.5,0.5,0.6666666666666666,1.0,0.4,0.5,0.4,0.5,0.4,15.909090909090908,0.5,0.09090909090909091,0.2222222222222222,0.15,0.25,0.2222222222222222,1.0,0.4,1.0,1.0,0.5,0.2,0.2,0.2,0.5,1.0,0.5,0.8,0.59992,0.5957250000000001,0.5,8.299999999999999,23.8,0.2894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628963,1610612763,Marvin Bagley III,Marvin Bagley III,1628963,MEM,1403.0,23,-16,50,51,9.0,5.0,5,101,6.0,6.0,2.0,2.0,,,,,6.0,7.0,,12.0,59,2.0,2.0,,4.0,8.0,4.0,,,,,,,,3.0,1.0,4.0,6.0,2.0,1.0,1.0,,1.0,2.0,3.0,,1.0,,1.0,1.0,4.0,9.0,0.6666666666666666,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,,17.857142857142854,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.14285714285714285,,0.15,1.0,0.8571428571428571,1.0,1.0,0.6666666666666666,,,,1.0,1.0,,0.8571428571428571,0.6307428571428572,0.69335,0.3333333333333333,2.628571428571429,,0.18,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.11764705882352941,0.08333333333333333,0.15384615384615385,0.5,0.14285714285714285,1.0,1.0,0.5334,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,3634.0,61,-13,127,131,30.0,18.0,18,258,1.0,2.0,,,,3.0,4.0,,8.0,17.0,7.0,29.0,138,1.0,2.0,,6.0,10.0,6.0,4.0,2.0,,2.0,,,4.0,2.0,3.0,5.0,9.0,1.0,,,,,1.0,1.0,,1.0,,1.0,,6.0,30.0,0.625,0.625,0.47058823529411764,0.5,0.5208333333333334,0.5,0.5370370370370371,0.75,0.2916666666666667,19.047619047619047,,0.0967741935483871,0.043478260869565216,0.06493506493506493,,0.05405405405405406,,0.08333333333333333,0.5,0.5,,,0.125,0.16666666666666666,,,,0.375,0.48965416666666667,0.45530000000000004,0.20689655172413793,7.376470588235294,24.585714285714285,0.23622047244094488,,1.0,15.0,,2.0,3.0,,3.0,4.0,1.0,1.0,3.0,4.0,,8.0,1.0,,0.375,0.375,0.075,0.043478260869565216,0.11538461538461539,0.2727272727272727,0.625,0.25,,0.5108875,0.10344827586206896,7.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,9.0,3.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,0.42857142857142855,0.5,0.42857142857142855,0.058823529411764705,0.06666666666666667,0.25,0.16666666666666666,0.4666666666666667,0.5,0.7142857142857143,0.75,0.75,1.0,0.25,0.25,1.0,1.0,0.75,0.04,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629630,1610612763,Ja Morant,Ja Morant,1629630,MEM,4912.0,82,-16,172,174,33.0,18.0,23,346,5.0,8.0,2.0,3.0,6.0,1.0,15.0,2.0,18.0,37.0,16.0,55.0,195,6.0,8.0,2.0,12.0,2.0,34.0,15.0,8.0,7.0,15.0,3.0,,37.0,4.0,1.0,5.0,6.0,2.0,,3.0,1.0,2.0,3.0,6.0,2.0,2.0,,2.0,1.0,12.0,33.0,0.05555555555555555,0.05555555555555555,0.4864864864864865,0.75,0.4528301886792453,0.6,0.47413793103448276,0.5454545454545454,0.3018867924528302,32.48730964467005,0.5,0.022727272727272728,0.07142857142857142,0.05,,0.044444444444444446,0.5,0.1509433962264151,0.625,0.625,0.2,0.11320754716981132,0.018867924528301886,0.2830188679245283,0.3,0.6666666666666666,0.2,0.4528301886792453,0.5118443396226415,0.546575,0.21818181818181817,8.875675675675675,25.812500000000004,0.19186046511627908,,,23.0,1.0,1.0,2.0,,,1.0,2.0,2.0,,3.0,,11.0,2.0,1.0,1.0,1.0,,0.011235955056179775,,0.0625,0.4339622641509434,,,,0.03636363636363636,11.0,,4.0,,,4.0,7.0,,,,9.0,4.0,4.0,6.0,,,,11.0,6.0,,,0.75,0.25,,0.25,0.10810810810810811,0.13043478260869565,,,0.4782608695652174,0.55,,0.26666666666666666,0.26666666666666666,0.75,,,,,0.26666666666666666,0.10344827586206896,0.14285714285714285,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.02564102564102564,0.125,0.18181818181818182,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,3604.0,60,-6,127,126,22.0,10.0,20,253,5.0,6.0,1.0,1.0,3.0,3.0,11.0,1.0,6.0,11.0,14.0,21.0,133,1.0,2.0,2.0,5.0,2.0,10.0,11.0,1.0,2.0,3.0,2.0,,8.0,9.0,7.0,16.0,19.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,,1.0,,1.0,1.0,5.0,22.0,0.16666666666666666,0.2,0.5454545454545454,0.5,0.36,0.625,0.3888888888888889,0.625,0.56,20.27027027027027,0.75,0.19444444444444445,0.21428571428571427,0.20512820512820512,0.09090909090909091,0.21212121212121213,1.0,0.24,0.8333333333333334,1.0,0.2,0.12,0.12,0.44,0.25,1.0,0.25,0.8,0.5448200000000001,0.5682625,0.23809523809523808,7.163636363636363,25.27857142857143,0.1732283464566929,2.0,2.0,2.0,2.0,2.0,7.0,2.0,,3.0,,,1.0,3.0,,2.0,1.0,1.0,0.875,0.875,,0.028985507246376812,,0.18181818181818182,0.08,0.5,1.0,0.5404666666666667,0.3333333333333333,1.0,1.0,1.0,,1.0,2.0,3.0,1.0,2.0,,6.0,1.0,2.0,,1.0,1.0,,3.0,1.0,1.0,,1.0,0.14285714285714285,0.5,0.14285714285714285,0.18181818181818182,0.5,1.0,0.06666666666666667,0.5,1.0,,0.09090909090909091,0.09090909090909091,1.0,0.25,0.25,,,0.09090909090909091,0.038461538461538464,0.08333333333333333,,,,1.0,2.0,,,,,,,,0.07142857142857142,0.14285714285714285,0.2222222222222222,,,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.047619047619047616,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,True,,,,,,,,
1630583,1610612763,Santi Aldama,Santi Aldama,1630583,MEM,2950.0,49,-12,103,105,30.0,18.0,9,208,1.0,3.0,,1.0,3.0,2.0,6.0,2.0,4.0,11.0,8.0,17.0,124,2.0,4.0,3.0,7.0,2.0,6.0,6.0,2.0,,2.0,,,4.0,5.0,3.0,8.0,10.0,,,,,,1.0,1.0,,,,,,7.0,30.0,0.25,0.5,0.36363636363636365,0.5,0.4473684210526316,0.5,0.4473684210526316,0.5,0.42105263157894735,17.69911504424779,,0.10714285714285714,0.15151515151515152,0.13114754098360656,0.2,0.14285714285714285,,0.15789473684210525,0.3333333333333333,1.0,,0.15789473684210525,0.10526315789473684,0.3157894736842105,0.14285714285714285,,0.2857142857142857,0.5789473684210527,0.5182657894736843,0.5148642857142857,0.4117647058823529,10.0,25.374999999999996,0.2912621359223301,1.0,1.0,5.0,2.0,2.0,7.0,4.0,1.0,2.0,,1.0,2.0,2.0,,,,1.0,1.1666666666666667,1.1666666666666667,0.043478260869565216,0.044444444444444446,0.08333333333333333,0.16666666666666666,0.2631578947368421,0.3333333333333333,1.0,0.5856,0.4117647058823529,2.0,,2.0,1.0,1.0,3.0,,1.0,1.0,,9.0,2.0,2.0,2.0,,1.0,,,,,,1.0,0.375,1.0,0.375,0.18181818181818182,,,0.1,0.4,0.4,,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,1.0,,,,1.0,,,,,,,,0.045454545454545456,,0.2,0.3333333333333333,0.3333333333333333,1.0,,,1.0,1.0,0.3333333333333333,0.6666666666666666,0.05555555555555555,,0.5,0.5,1.0,,,,0.14285714285714285,,1.0,1.0,1.0,0.5,,,,,,,,,,True,,,,,,,,
1629723,1610612763,John Konchar,John Konchar,1629723,MEM,1204.0,20,-9,43,42,9.0,8.0,5,85,1.0,1.0,,,,,2.0,,1.0,2.0,2.0,2.0,52,,,,,2.0,,2.0,1.0,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,9.0,1.0,1.0,0.5,,0.25,,0.25,,0.5,8.333333333333334,,0.125,,0.047619047619047616,,,1.0,0.25,1.0,1.0,1.0,,,0.5,,,,0.75,0.5469124999999999,,,5.4,25.4,0.20930232558139536,,,1.0,,1.0,,,,,,,3.0,3.0,,,,,,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,
1641744,1610612763,Zach Edey,Zach Edey,1641744,MEM,2762.0,46,-4,97,96,5.0,,15,193,5.0,7.0,,,1.0,,,,6.0,10.0,,15.0,111,,,,,8.0,4.0,,1.0,5.0,6.0,5.0,,17.0,4.0,5.0,9.0,16.0,,,1.0,,,1.0,2.0,,3.0,,3.0,2.0,,5.0,0.6666666666666666,1.0,0.6,,0.6,,0.625,,,12.499999999999998,0.5,0.19230769230769232,0.16,0.17647058823529413,0.5,0.125,0.6666666666666666,0.7,0.7142857142857143,0.8333333333333334,0.6,0.1,,,,,,0.7,0.6463300000000001,,,3.6100000000000003,,0.05154639175257732,2.0,4.0,2.0,2.0,4.0,6.0,4.0,4.0,7.0,,,,1.0,1.0,4.0,2.0,0.5,0.5,0.6,0.14285714285714285,0.12727272727272726,0.15384615384615385,,0.2,1.0,0.5,0.5862,0.4,,,,,,,3.0,,,,,,3.0,,,,,4.0,2.0,,,,,,,0.3,1.0,,,,,,,,,,,,,,0.16666666666666666,0.16666666666666666,1.0,,,1.0,3.0,,1.0,,,,,,0.1111111111111111,0.2857142857142857,0.2222222222222222,1.0,1.0,,,,,,,0.14285714285714285,0.05,,,,,,,,,,,,1.0,,,,2.0,2.0,1.0,0.2857142857142857,,,,True,,,,,,,,
1630590,1610612763,Scotty Pippen Jr.,Scotty Pippen Jr.,1630590,MEM,2576.0,43,-7,88,92,16.0,5.0,12,180,1.0,3.0,,,,1.0,8.0,2.0,2.0,5.0,9.0,21.0,103,,,2.0,3.0,,4.0,7.0,2.0,1.0,3.0,1.0,1.0,7.0,2.0,4.0,7.0,7.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,3.0,16.0,,,0.4,,0.6785714285714286,0.75,0.7,0.75,0.6428571428571429,16.831683168316832,0.5,0.14814814814814814,0.06896551724137931,0.10714285714285714,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,0.07142857142857142,0.5714285714285714,,,1.0,0.8571428571428571,0.5854307692307693,0.51105,0.14285714285714285,3.4199999999999995,29.577777777777783,0.18181818181818182,,,2.0,,,,,,,1.0,,4.0,5.0,,3.0,,,,,,,,0.25,0.14285714285714285,,,,,1.0,,4.0,,,5.0,2.0,,,,12.0,4.0,,1.0,,,,2.0,1.0,,,0.8,0.5555555555555556,,0.625,,,,,0.5,0.5,,0.5,0.5,0.75,,,,,0.5714285714285714,0.06666666666666667,0.16666666666666666,,3.0,,,,,,1.0,1.0,,,,,,0.25,,,1.0,,,,1.0,0.5,,,0.18181818181818182,1.0,1.0,1.0,,,,,,1.0,,,0.5,,,,,,,1.0,1.0,1.0,True,,,,,,,,
1631246,1610612763,Vince Williams Jr.,Vince Williams Jr.,1631246,MEM,396.0,7,-4,15,15,,,2,30,,,,,,1.0,,,,,1.0,3.0,21,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.5,,1.5,,1.0,10.526315789473685,1.0,,,,,,,,,,,,1.0,,,,,1.0,0.53505,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,
