EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,OffCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyFG2M,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,OffensiveGoaltends,PenaltyFg2Pct,DefFTReboundPct,OffFTReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeAssists,Charge Fouls Drawn,Technical Free Throw Trips,SecondChanceFtPoints,HeaveAttempts,Charge Fouls,Fg3aBlocked,BlockedAtRim,FG3APctBlocked,Arc3PctBlocked,on,DefensiveGoaltends,HeaveMakes,Transition Take Fouls,Corner3PctBlocked,Transition Take Fouls Drawn,Blocked3s,BlockedCorner3,BlockedArc3,BlockedLongMidRange,Travels,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,LongMidRangePctBlocked
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,3090.0,52.0,-16,98,107,48,38,11,205,1.0,6.0,1.0,4.0,2.0,1.0,1.0,7.0,2.0,127,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,9.0,13.0,7.0,20.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,10.0,2.0,2.0,2.0,2.0,2.0,1.0,48,2.0,0.14285714285714285,0.25,0.14285714285714285,0.25,0.14285714285714285,0.25,0.14285714285714285,0.16666666666666666,7.142857142857142,1.0,0.2647058823529412,0.18518518518518517,0.2,0.11764705882352941,0.24074074074074073,0.1590909090909091,0.09090909090909091,0.16666666666666666,0.5,0.18181818181818182,0.25,0.29411764705882354,0.125,0.5,0.4,0.5,0.8571428571428571,0.16666666666666666,0.2,0.14285714285714285,1.0,0.25,1.0,0.8571428571428571,0.5664428571428571,0.61615,0.5121,1.0,1.7285714285714289,0.4897959183673469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1627741,1610612744,Buddy Hield,Buddy Hield,1627741,GSW,4648.0,77.0,8,151,153,60,51,19,304,1.0,5.0,,,2.0,2.0,2.0,10.0,38.0,174,,1.0,3.0,5.0,2.0,,2.0,5.0,1.0,2.0,2.0,4.0,6.0,10.0,,2.0,2.0,,2.0,1.0,3.0,1.0,2.0,,5.0,,,,,60,,0.2,,0.5344827586206896,0.375,0.59375,0.375,0.2,0.2,20.114942528735632,0.6666666666666666,0.04878048780487805,0.029411764705882353,0.07142857142857142,0.14285714285714285,0.057971014492753624,0.08695652173913043,0.06666666666666667,,,0.16666666666666666,0.1,,0.09523809523809523,,,,0.1724137931034483,0.2,0.25,0.06896551724137931,,,0.15384615384615385,0.8275862068965517,0.536103448275862,0.60105,0.530626923076923,0.07894736842105263,8.84,0.3973509933774834,1.0,3.0,2.0,4.0,1.0,3.0,7.0,15.0,1.0,3.0,3.0,5.0,9.0,19.0,7.0,1.0,3.0,4.0,8.0,4.0,16.0,2.0,24.0,3.0,15.0,7.0,2.0,4.0,6.0,1.0,3.0,1.0,1.0,16.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,16.0,2.0,0.5,0.5,0.8888888888888888,0.47368421052631576,0.3333333333333333,0.5,0.47368421052631576,0.46153846153846156,0.5333333333333333,0.6551724137931034,0.5,0.09090909090909091,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.13793103448275862,0.5,0.5,1.0,0.5172413793103449,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.75,0.3333333333333333,1.0,0.23076923076923078,0.3333333333333333,0.38461538461538464,0.6,0.4666666666666667,0.06666666666666667,0.18181818181818182,0.42105263157894735,25.489473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1627780,1610612744,Gary Payton II,Gary Payton II,1627780,GSW,10465.0,174.0,-56,332,346,102,97,41,678,11.0,15.0,2.0,3.0,2.0,9.0,12.0,24.0,51.0,404,2.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,7.0,5.0,7.0,14.0,10.0,24.0,3.0,9.0,3.0,6.0,1.0,,5.0,9.0,21.0,1.0,5.0,,,,,102,2.0,0.5,0.5,0.5425531914893617,0.7,0.5425531914893617,0.7,0.08333333333333333,0.13333333333333333,13.648293963254593,0.2,0.07777777777777778,0.08536585365853659,0.07142857142857142,0.025,0.075,0.05555555555555555,0.0625,0.13513513513513514,,0.037037037037037035,0.05405405405405406,0.06666666666666667,0.10204081632653061,,0.13636363636363635,,0.3191489361702128,0.7333333333333333,0.8461538461538461,0.19148936170212766,0.6,0.6666666666666666,0.25,0.8085106382978723,0.5486819148936172,0.5297999999999999,0.5737125000000001,0.13725490196078433,4.420833333333333,0.3072289156626506,,,6.0,17.0,3.0,4.0,3.0,6.0,1.0,1.0,,,9.0,23.0,,1.0,1.0,3.0,4.0,,11.0,22.0,27.0,,6.0,3.0,4.0,12.0,16.0,9.0,3.0,1.0,3.0,44.0,1.0,4.0,,1.0,,,,,11.0,,0.9166666666666666,1.0,1.0,0.391304347826087,1.0,0.75,0.391304347826087,0.6875,0.6875,0.48936170212765956,,,,,,,0.3617021276595745,0.35294117647058826,0.35294117647058826,1.0,0.1276595744680851,0.5,0.5,1.0,0.2,1.0,1.0,0.5,0.75,,,0.5,,,0.21568627450980393,23.74782608695652,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.2222222222222222,0.09090909090909091,0.25,0.9090909090909091,0.1111111111111111,0.1111111111111111,1.0,0.5,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1630228,1610612744,Jonathan Kuminga,Jonathan Kuminga,1630228,GSW,2987.0,50.0,-8,97,100,43,26,9,197,4.0,7.0,,,2.0,8.0,10.0,16.0,29.0,108,,,3.0,6.0,8.0,,,,1.0,,3.0,4.0,2.0,6.0,1.0,,,,2.0,1.0,3.0,4.0,6.0,,6.0,1.0,1.0,1.0,1.0,43,1.0,0.625,,0.575,1.5,0.58,1.5,,,26.168224299065418,0.6666666666666666,0.13043478260869565,0.041666666666666664,,,0.06382978723404255,0.02631578947368421,,0.1,,,0.2,0.07692307692307693,,,0.1111111111111111,1.0,0.35,0.5714285714285714,0.5714285714285714,0.4,,,0.2222222222222222,0.55,0.5314200000000001,0.6177,0.5664611111111112,0.10344827586206896,5.912499999999999,0.44329896907216493,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,,,,1.0,1.0,4.0,6.0,1.0,1.0,1.0,3.0,3.0,14.0,12.0,3.0,,2.0,,3.0,3.0,6.0,1.0,2.0,3.0,,15.0,1.0,1.0,,,10.0,,4.0,1.0,14.0,1.0,0.6,0.6,1.0,0.25,1.0,0.3333333333333333,0.25,0.6111111111111112,0.6363636363636364,0.2,,,0.05,1.0,1.0,1.0,0.1,0.5,0.5,1.0,0.1,,,,,,,0.2222222222222222,0.5,0.1111111111111111,,,0.16666666666666666,0.2,0.4827586206896552,25.025000000000002,2.0,5.0,4.0,1.0,1.0,1.0,,1.0,,,,0.6666666666666666,0.5,0.2,,0.75,0.625,0.625,0.4,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,
1641764,1610612744,Brandin Podziemski,Brandin Podziemski,1641764,GSW,4846.0,81.0,6,156,157,37,53,21,313,1.0,2.0,1.0,2.0,,6.0,4.0,13.0,23.0,162,1.0,3.0,2.0,4.0,2.0,2.0,,2.0,2.0,8.0,4.0,13.0,4.0,17.0,1.0,1.0,1.0,,2.0,,2.0,1.0,4.0,1.0,12.0,,,,,37,,0.3076923076923077,0.3333333333333333,0.3541666666666667,0.2,0.4107142857142857,0.2,,,16.666666666666668,1.0,0.0784313725490196,0.04878048780487805,0.36363636363636365,0.05714285714285714,0.1643835616438356,0.05263157894736842,0.13333333333333333,,,0.08,,0.12,0.2777777777777778,0.75,0.06666666666666667,,0.08333333333333333,0.5,0.5,0.25,0.4,0.5,,0.5416666666666666,0.49924375000000004,0.5000625000000001,0.4361,0.08695652173913043,11.269230769230772,0.23717948717948717,2.0,5.0,,3.0,,,3.0,8.0,,2.0,1.0,2.0,3.0,11.0,6.0,,2.0,1.0,2.0,,3.0,6.0,9.0,,8.0,3.0,5.0,1.0,6.0,1.0,,3.0,1.0,13.0,2.0,,,,9.0,1.0,5.0,,3.0,,0.75,1.0,1.0,0.2727272727272727,,0.5,0.2727272727272727,0.25,0.25,0.4583333333333333,,,0.20833333333333334,0.4,0.4,1.0,0.125,,,,0.3333333333333333,0.375,0.375,1.0,0.4,,,,,0.3333333333333333,0.5,0.375,0.17857142857142858,0.29411764705882354,0.13043478260869565,25.69090909090909,,1.0,,,1.0,,,1.0,,2.0,,,0.16666666666666666,,0.25,,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,1.0,2.0,,,,,,,,,True,,,,,,,,,,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,5330.0,89.0,-42,169,172,45,46,21,341,1.0,2.0,,,,10.0,12.0,19.0,59.0,228,1.0,2.0,14.0,6.0,16.0,,1.0,1.0,,7.0,4.0,11.0,1.0,12.0,,2.0,1.0,1.0,11.0,6.0,12.0,1.0,6.0,1.0,10.0,1.0,1.0,1.0,,45,2.0,0.631578947368421,0.5,0.6195652173913043,1.0,0.6195652173913043,1.0,0.05263157894736842,,30.05181347150259,0.9166666666666666,0.1,,0.21212121212121213,0.02127659574468085,0.1506849315068493,0.011627906976744186,,,,,0.16666666666666666,0.09090909090909091,0.3333333333333333,,,,0.043478260869565216,0.5,0.5,0.21739130434782608,,,,0.6304347826086957,0.49117282608695645,0.4640250000000001,0.4926033333333333,0.23728813559322035,11.531578947368422,0.26627218934911245,5.0,7.0,,,,,11.0,27.0,4.0,5.0,5.0,9.0,11.0,27.0,2.0,4.0,5.0,5.0,9.0,2.0,21.0,8.0,15.0,18.0,27.0,11.0,7.0,5.0,12.0,2.0,3.0,5.0,2.0,29.0,5.0,1.0,,1.0,3.0,1.0,1.0,,21.0,,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.4074074074074074,0.8,0.5555555555555556,0.4074074074074074,0.6333333333333333,0.6333333333333333,0.5869565217391305,0.1,0.06666666666666667,0.15217391304347827,0.7142857142857143,0.7142857142857143,0.2,,,,,0.5869565217391305,0.4074074074074074,0.4074074074074074,0.45454545454545453,0.7142857142857143,0.8,1.0,,,0.6,0.5555555555555556,0.4074074074074074,0.021739130434782608,0.05263157894736842,0.3559322033898305,27.488888888888887,,6.0,2.0,,,1.0,1.0,4.0,,1.0,,0.3333333333333333,,,,,0.6,0.6666666666666666,0.5,,,,,,,,,1.0,2.0,,,,,,,,True,,,,,,,,,,,,,,,
202710,1610612744,Jimmy Butler III,Jimmy Butler III,202710,GSW,6450.0,108.0,-28,202,207,61,69,25,409,14.0,21.0,5.0,6.0,8.0,12.0,22.0,43.0,84.0,239,5.0,7.0,15.0,10.0,28.0,6.0,4.0,3.0,5.0,3.0,10.0,14.0,8.0,22.0,2.0,2.0,2.0,,2.0,1.0,5.0,3.0,8.0,2.0,18.0,1.0,1.0,1.0,,61,1.0,0.5116279069767442,0.7142857142857143,0.5636363636363636,0.65,0.6363636363636364,0.6818181818181818,0.09302325581395349,0.09523809523809523,30.60344827586207,0.4,0.17857142857142858,0.09615384615384616,0.075,0.057692307692307696,0.13541666666666666,0.07692307692307693,0.05263157894736842,0.16666666666666666,,0.02857142857142857,0.16666666666666666,0.19230769230769232,0.07692307692307693,0.07142857142857142,0.09090909090909091,,0.38181818181818183,0.6666666666666666,0.7368421052631579,0.21818181818181817,0.6,0.8333333333333334,0.5714285714285714,0.6,0.49837407407407414,0.53195,0.5535230769230769,0.17857142857142858,8.03720930232558,0.30198019801980197,3.0,10.0,1.0,3.0,1.0,2.0,5.0,9.0,1.0,2.0,1.0,2.0,6.0,12.0,22.0,1.0,3.0,2.0,4.0,8.0,28.0,16.0,18.0,,8.0,5.0,7.0,8.0,15.0,7.0,1.0,2.0,3.0,38.0,1.0,3.0,,,27.0,5.0,15.0,1.0,28.0,1.0,0.36363636363636365,0.42105263157894735,1.0,0.5,0.3333333333333333,0.5,0.5454545454545454,0.7142857142857143,0.7777777777777778,0.21818181818181817,0.16666666666666666,0.11764705882352941,0.18181818181818182,0.3,0.3,0.6666666666666666,0.05454545454545454,0.3333333333333333,0.3333333333333333,1.0,0.16363636363636364,0.5555555555555556,0.5555555555555556,1.0,0.2,0.5,1.0,0.14285714285714285,0.5,0.14285714285714285,0.5,0.625,0.23076923076923078,0.2830188679245283,0.3333333333333333,28.183333333333326,6.0,5.0,7.0,,1.0,2.0,,1.0,1.0,,,0.7,0.16666666666666666,,0.16666666666666666,0.2857142857142857,0.4166666666666667,0.5,0.4,0.2,0.75,,1.0,0.1,,,2.0,,,2.0,1.0,,,,,,True,,,,,,,,,,,,,,,
1630311,1610612744,Pat Spencer,Pat Spencer,1630311,GSW,759.0,13.0,-8,26,25,17,3,2,51,,2.0,,,,1.0,1.0,3.0,2.0,31,,,,1.0,2.0,,2.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,,,,,17,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,1.0,17.24137931034483,0.5,,0.25,0.08333333333333333,,0.05263157894736842,0.1111111111111111,0.5,,,,,,,0.3333333333333333,,,0.6666666666666666,,,0.3333333333333333,,,,0.6666666666666666,0.5722999999999999,,0.4717,,5.2,0.6538461538461539,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,6543.0,109.0,-29,210,220,54,53,29,430,2.0,3.0,1.0,1.0,2.0,3.0,3.0,7.0,24.0,239,1.0,2.0,5.0,2.0,,,2.0,1.0,1.0,4.0,8.0,12.0,2.0,14.0,1.0,4.0,3.0,1.0,7.0,,16.0,9.0,19.0,4.0,7.0,3.0,2.0,3.0,1.0,54,,0.42857142857142855,0.5,0.45652173913043476,0.5,0.48,0.5,0.2857142857142857,,16.80327868852459,0.4375,0.14814814814814814,0.02040816326530612,0.0851063829787234,0.01818181818181818,0.1188118811881188,0.019230769230769232,0.05263157894736842,,,0.02702702702702703,0.2,0.14814814814814814,0.09375,0.06666666666666667,0.09090909090909091,0.3333333333333333,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.13043478260869565,0.2,1.0,0.3333333333333333,0.8260869565217391,0.5430818181818181,0.50135,0.57286,0.20833333333333334,6.571428571428571,0.2571428571428571,,1.0,2.0,5.0,,,3.0,11.0,1.0,2.0,1.0,4.0,5.0,16.0,3.0,1.0,3.0,1.0,4.0,3.0,8.0,6.0,15.0,,10.0,3.0,10.0,5.0,15.0,5.0,,6.0,1.0,35.0,7.0,9.0,2.0,1.0,4.0,,1.0,1.0,8.0,1.0,1.0,1.0,1.0,0.3125,0.3333333333333333,0.25,0.3333333333333333,0.4166666666666667,0.5,0.6956521739130435,0.6666666666666666,,0.043478260869565216,,,,0.21739130434782608,0.4,0.4,1.0,0.4782608695652174,0.2727272727272727,0.3,1.0,0.4,0.5,1.0,,,0.6666666666666666,0.25,0.3,0.041666666666666664,0.125,0.3333333333333333,26.781249999999996,1.0,1.0,1.0,,,3.0,,6.0,2.0,1.0,,0.5,,,,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,,1.0,0.2,,,3.0,1.0,,,1.0,,1.0,1.0,0.0625,0.09090909090909091,True,,,,,,,,,,,,,,,
1630541,1610612744,Moses Moody,Moses Moody,1630541,GSW,3338.0,56.0,-53,103,113,19,15,13,216,1.0,3.0,,1.0,2.0,7.0,2.0,10.0,10.0,136,,1.0,,4.0,2.0,,,1.0,,1.0,,2.0,2.0,4.0,,,,,1.0,,2.0,,3.0,1.0,,,,,,19,,0.2,,0.2,,0.2,,,,22.689075630252102,0.5,,,0.037037037037037035,0.03571428571428571,0.017241379310344827,0.017241379310344827,,,,0.05555555555555555,,,0.06666666666666667,,,,0.12,0.3333333333333333,0.3333333333333333,0.28,1.0,,0.25,0.72,0.511526,0.423,0.4598375,,6.639999999999999,0.18446601941747573,,,1.0,5.0,,,1.0,10.0,,,,4.0,2.0,15.0,,,,,4.0,,4.0,2.0,3.0,3.0,10.0,1.0,2.0,1.0,3.0,1.0,,,2.0,7.0,1.0,1.0,1.0,,,,,,4.0,,0.5,0.5,0.5,0.13333333333333333,,,0.13333333333333333,0.25,0.25,0.6,,,,,,,0.2,0.2,0.2,,0.4,0.1,0.1,1.0,,,,,,0.5,,0.1,,,0.4,25.91333333333333,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,0.5,0.5,0.2,,,0.14285714285714285,0.14285714285714285,1.0,,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
