EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,DefShortMidRangeReboundPct,PenaltyCorner3Frequency,Arc3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Corner3Assists,FTOffRebounds,LostBallSteals,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceArc3FGA,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Frequency,SelfOReb,BlockedAtRim,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,DefensiveGoaltends,on,LongMidRangeFGA,Loose Ball Fouls,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeFGM,PenaltyCorner3FGM,SecondChanceArc3FGM,HeaveMakes,HeaveAttempts,Transition Take Fouls,Offensive Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Offensive Fouls,Transition Take Fouls Drawn,StepOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,LongMidRangeAssists,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,Arc3PctBlocked,LongMidRangePctBlocked
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,174.0,3.0,3.0,6,5,5.0,11,1.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,16.666666666666668,1.0,1.0,1.0,1.0,0.4452,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628995,1610612744,Kevin Knox II,Kevin Knox II,1628995,GSW,1976.0,33.0,17.0,69,68,42.0,137,1.0,5.0,6.0,13.0,19.0,63.0,10.0,0.8333333333333334,1.0,0.46153846153846156,0.39473684210526316,0.4523809523809524,23.913043478260867,0.2631578947368421,0.2,0.25,1.0,0.5771131578947369,5.176923076923076,32.0,16.0,5.0,8.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,6.0,4.0,2.0,4.0,1.0,1.0,7.0,2.0,6.0,2.0,2.0,6.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,6.0,32.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.3333333333333333,0.7,0.25,0.7,0.3333333333333333,0.3157894736842105,0.23076923076923078,0.25,0.2,1.0,0.25,0.07142857142857142,0.041666666666666664,0.13333333333333333,0.14285714285714285,0.10344827586206896,0.07894736842105263,0.09090909090909091,0.14285714285714285,0.14285714285714285,0.125,0.1,0.2,0.42105263157894735,0.625,0.8333333333333334,0.8,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.15789473684210525,0.6,0.6666666666666666,0.5,0.2,1.0,1.0,0.5,0.5,0.25,0.7368421052631579,0.700825,0.55935,0.14285714285714285,0.2,0.3684210526315789,0.3157894736842105,25.066666666666666,0.463768115942029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630311,1610612744,Pat Spencer,Pat Spencer,1630311,GSW,1600.0,27.0,15.0,56,54,31.0,110,6.0,7.0,9.0,11.0,19.0,49.0,6.0,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.75,0.7916666666666666,20.0,0.5833333333333334,0.8571428571428571,1.0,0.16666666666666666,0.49435416666666665,7.045454545454544,21.0,11.0,3.0,4.0,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,3.0,3.0,1.0,,6.0,12.0,,,,1.0,4.0,,4.0,,1.0,3.0,8.0,1.0,1.0,3.0,1.0,,4.0,2.0,6.0,1.0,1.0,2.0,,,2.0,2.0,1.0,1.0,1.0,,,,6.0,21.0,,,,,,1.0,,0.75,,0.75,0.08333333333333333,0.09090909090909091,,0.14285714285714285,0.5,,0.08333333333333333,0.06666666666666667,0.23076923076923078,0.09090909090909091,0.16,0.07692307692307693,,0.16666666666666666,,,0.2222222222222222,0.25,0.3333333333333333,0.75,0.75,0.6666666666666666,0.08333333333333333,,,,,0.5,,,0.5,,,,,,0.4166666666666667,0.56925,0.4660125,0.08333333333333333,0.09090909090909091,,0.3157894736842105,23.3,0.375,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.125,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630541,1610612744,Moses Moody,Moses Moody,1630541,GSW,1355.0,23.0,12.0,49,49,30.0,98,2.0,5.0,4.0,9.0,24.0,49.0,2.0,0.25,0.25,0.4444444444444444,0.6071428571428571,0.6666666666666666,28.787878787878785,0.35714285714285715,0.4,0.4,0.5,0.5301964285714286,7.333333333333333,24.0,11.0,2.0,4.0,,,1.0,2.0,,,,,5.0,2.0,3.0,5.0,7.0,,,,,2.0,2.0,5.0,2.0,5.0,15.0,6.0,3.0,,5.0,1.0,2.0,1.0,3.0,,2.0,,7.0,1.0,2.0,2.0,,,2.0,4.0,6.0,,,1.0,1.0,,3.0,4.0,8.0,,1.0,1.0,,1.0,15.0,24.0,0.3333333333333333,0.6,,0.6,,0.4,,0.7142857142857143,1.0,0.75,0.35714285714285715,0.1111111111111111,0.25,,,,,0.1111111111111111,0.18181818181818182,0.1111111111111111,0.1,0.1111111111111111,0.125,,0.25,,0.2857142857142857,,0.2857142857142857,0.5,0.6666666666666666,,,,,,0.35714285714285715,,,,,,,0.2857142857142857,0.5,0.2857142857142857,0.6428571428571429,,0.5257071428571429,0.06666666666666667,0.1,0.08333333333333333,0.625,25.5,0.4897959183673469,,2.0,1.0,1.0,1.0,,3.0,0.1,,,3.0,2.0,2.0,2.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.5,0.6,0.6,0.3333333333333333,1.0,0.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630611,1610612744,Gui Santos,Gui Santos,1630611,GSW,840.0,14.0,9.0,34,33,27.0,67,1.0,1.0,1.0,1.0,2.0,36.0,,,,1.0,1.0,1.0,8.571428571428571,1.0,1.0,1.0,,0.4495,6.1,21.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,,,,,3.0,,3.0,,2.0,1.0,6.0,,,1.0,,,1.0,,1.0,1.0,,2.0,2.0,,,,,,,,,,2.0,21.0,,,,,,1.0,,1.0,,1.0,,,,,0.5,,,,0.14285714285714285,,0.08333333333333333,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.4495,,,,1.0,,0.6176470588235294,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627741,1610612744,Buddy Hield,Buddy Hield,1627741,GSW,408.0,7.0,-6.0,12,12,5.0,24,,,,1.0,,12.0,,,,,,,21.73913043478261,,,,,0.5509875000000001,3.3,5.0,6.0,,1.0,,,,,,2.0,,,1.0,,,3.0,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,5.0,,,,,,,,,,,0.75,,,,,,0.5,,,0.2,0.25,0.058823529411764705,,0.5,,,,,0.25,,,,0.5,,,,0.25,,,,,,,,,,1.0,0.49065,0.6021,,,,,24.23333333333333,0.4166666666666667,1.0,1.0,,,1.0,,,,0.5,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.5,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630296,1610612744,Braxton Key,Braxton Key,1630296,GSW,1327.0,22.0,18.0,49,48,37.0,97,,1.0,1.0,7.0,2.0,43.0,2.0,1.0,1.0,0.14285714285714285,0.125,0.125,16.176470588235293,0.125,,,,0.6302,1.9285714285714286,32.0,13.0,1.0,6.0,,4.0,1.0,6.0,,1.0,,,,,,1.0,,,5.0,,,,1.0,7.0,1.0,,2.0,,,,,1.0,,,,,,,,,5.0,2.0,2.0,,4.0,5.0,9.0,2.0,,3.0,2.0,1.0,4.0,1.0,,,,2.0,1.0,2.0,2.0,32.0,,,,,,0.14285714285714285,,0.125,,0.125,0.125,0.14285714285714285,0.16666666666666666,,0.6666666666666666,,0.2222222222222222,0.29411764705882354,0.18181818181818182,,0.2,0.17857142857142858,0.2857142857142857,,,0.3333333333333333,0.25,,0.75,0.16666666666666666,0.2,1.0,0.125,,,,,0.8,,,,,,0.75,0.16666666666666666,,0.875,0.543325,0.6302,,,,1.0,22.7,0.6530612244897959,1.0,2.0,2.0,1.0,1.0,,1.0,0.3,,0.125,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,0.16666666666666666,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631218,1610612744,Trayce Jackson-Davis,Trayce Jackson-Davis,1631218,GSW,1346.0,22.0,18.0,47,46,27.0,93,1.0,1.0,5.0,5.0,10.0,38.0,2.0,0.2,1.0,1.0,1.0,0.7142857142857143,10.0,0.2,1.0,1.0,1.0,0.5630799999999999,1.8399999999999999,23.0,16.0,4.0,4.0,4.0,4.0,2.0,2.0,,,,,,,,,,4.0,4.0,,,8.0,3.0,3.0,,,6.0,8.0,,8.0,,,,,,,,,,,4.0,3.0,1.0,3.0,7.0,4.0,11.0,,,,,2.0,4.0,2.0,4.0,,2.0,1.0,,1.0,6.0,23.0,,,,,1.0,1.0,1.0,1.0,0.8,0.75,,,,,,0.75,0.125,0.18181818181818182,0.2727272727272727,,0.21052631578947367,0.11764705882352941,0.2222222222222222,,,0.2,0.14285714285714285,0.5,0.8,1.0,1.0,,,,,,,1.0,1.0,,,,,0.6666666666666666,1.0,,0.8,0.5999749999999999,0.5072333333333333,0.2857142857142857,0.2857142857142857,0.8,0.6,,0.48936170212765956,,1.0,,,,,1.0,0.15384615384615385,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202710,1610612744,Jimmy Butler III,Jimmy Butler III,202710,GSW,207.0,3.0,-1.0,6,7,,13,,,,1.0,1.0,4.0,,,,,,0.25,22.22222222222222,,,,,0.623,,,2.0,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.25,,,0.25,0.2,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,0.623,,0.5,0.5,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,129.0,2.0,-2.0,2,3,,5,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
