EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,SecondChanceFg3Pct,PenaltyFg3Pct,LiveBallTurnoverPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,SelfOReb,2pt And 1 Free Throw Trips,SelfORebPct,PenaltyCorner3Accuracy,LongMidRangePctBlocked,Fg3aBlocked,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,SecondChanceAtRimPctAssisted,on,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,5264.299999999999,88,16.0,170,174,31.0,51,21.0,344,9.0,11.0,4.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,10.0,14.0,2.0,7.0,6.0,32.0,183,4.0,6.0,3.0,11.0,1.0,2.0,1.0,5.0,7.0,10.0,10.0,6.0,8.0,5.0,2.0,3.0,6.0,3.0,9.0,3.0,4.0,1.0,1.0,21.0,2.0,8.0,8.0,8.0,1.0,17.0,10.0,27.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,8.0,1.0,6.0,2.0,1.0,8.0,2.0,2.0,5.0,1.0,4.0,5.0,3.0,1.0,7.0,31.0,2.0,2.0,0.5,0.8333333333333334,1.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.6666666666666666,0.5,0.6190476190476191,0.6666666666666666,0.3333333333333333,0.64,0.6875,0.5833333333333334,0.3333333333333333,0.21428571428571427,0.18181818181818182,0.3333333333333333,14.141414141414142,0.2,0.22857142857142856,0.16326530612244897,0.18604651162790697,0.05555555555555555,0.20512820512820512,0.11764705882352941,0.15789473684210525,0.19047619047619047,0.1111111111111111,0.2,0.25,0.2777777777777778,0.1111111111111111,0.1875,0.18181818181818182,0.6,0.5238095238095238,0.8181818181818182,1.0,0.4444444444444444,0.14285714285714285,0.3333333333333333,0.5,1.0,0.09523809523809523,0.23809523809523808,0.4,0.4,1.0,0.8333333333333334,0.8,0.6666666666666666,0.5,0.3333333333333333,0.8571428571428571,0.4,0.5757119047619048,0.56892,0.5253166666666667,0.08695652173913043,0.125,0.34375,0.21875,2.957142857142857,25.185714285714287,0.18235294117647058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1630217,1610612753,Desmond Bane,Desmond Bane,1630217,ORL,6795.0,113,29.0,226,223,73.0,78,36.0,449,4.0,9.0,,1.0,1.0,2.0,2.0,10.0,6.0,,8.0,19.0,8.0,27.0,12.0,25.0,8.0,60.0,225,,3.0,,9.0,1.0,7.0,8.0,5.0,16.0,8.0,8.0,27.0,,19.0,8.0,9.0,4.0,3.0,7.0,2.0,2.0,2.0,,17.0,1.0,4.0,6.0,5.0,,11.0,5.0,16.0,5.0,2.0,,4.0,1.0,6.0,,1.0,7.0,12.0,1.0,6.0,1.0,,10.0,4.0,1.0,1.0,,1.0,1.0,1.0,,16.0,73.0,3.0,1.0,0.5,0.5,0.75,0.48,0.48,0.2962962962962963,,0.14285714285714285,0.5,0.4090909090909091,0.36666666666666664,0.5263157894736842,0.4090909090909091,0.4444444444444444,0.4807692307692308,0.3333333333333333,0.3333333333333333,0.6,23.333333333333332,,0.09433962264150944,0.05194805194805195,0.12244897959183673,0.021739130434782608,0.10784313725490197,0.04065040650406504,0.038461538461538464,0.08108108108108109,,,0.10526315789473684,0.08,0.1111111111111111,0.12121212121212122,0.125,1.0,0.17307692307692307,0.4444444444444444,0.6666666666666666,0.25,0.19230769230769232,0.2,0.5,0.5,0.11538461538461539,0.36538461538461536,0.42105263157894735,0.42105263157894735,0.75,0.09090909090909091,,0.13333333333333333,0.5,,0.6538461538461539,0.42105263157894735,0.523073076923077,0.50603125,0.50034,0.07142857142857142,0.12903225806451613,0.15,0.26666666666666666,9.040740740740741,25.447999999999997,0.3230088495575221,2.0,8.0,4.0,2.0,3.0,1.0,5.0,3.0,8.0,3.0,8.0,3.0,9.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.375,0.375,0.3333333333333333,0.03333333333333333,0.15384615384615385,0.25,0.25,1.0,0.6666666666666666,0.6666666666666666,0.75,0.2727272727272727,0.6666666666666666,0.5,0.45454545454545453,0.2,1.0,0.5333333333333333,0.375,,,,,,,,,,,,,,True,,,,
1630532,1610612753,Franz Wagner,Franz Wagner,1630532,ORL,7304.0,122,23.0,241,241,81.0,89,37.0,482,13.0,21.0,1.0,1.0,1.0,4.0,6.0,20.0,5.0,4.0,1.0,4.0,22.0,48.0,3.0,9.0,14.0,67.0,241,1.0,5.0,2.0,4.0,5.0,16.0,5.0,6.0,22.0,18.0,26.0,9.0,,4.0,1.0,6.0,8.0,6.0,14.0,3.0,6.0,2.0,,34.0,3.0,1.0,8.0,8.0,2.0,18.0,4.0,22.0,11.0,7.0,1.0,1.0,,6.0,1.0,2.0,4.0,8.0,1.0,14.0,,2.0,15.0,7.0,1.0,1.0,,1.0,1.0,1.0,,22.0,81.0,2.0,1.0,0.4090909090909091,0.4090909090909091,1.0,0.3333333333333333,0.3333333333333333,0.4583333333333333,0.2,0.3125,0.4649122807017544,0.2,0.38095238095238093,0.5234375,0.3333333333333333,0.4583333333333333,0.15789473684210525,0.125,0.23809523809523808,0.05,24.390243902439025,0.2222222222222222,0.14035087719298245,0.0125,0.14545454545454545,0.05660377358490566,0.14285714285714285,0.03007518796992481,,0.02564102564102564,,0.0625,,0.2222222222222222,0.18181818181818182,0.15384615384615385,0.125,1.0,0.3684210526315789,0.6190476190476191,0.8125,0.46153846153846156,0.3508771929824561,0.3,0.3157894736842105,0.3333333333333333,0.08771929824561403,0.07017543859649122,0.25,0.25,1.0,0.2,1.0,0.19047619047619047,0.25,0.19047619047619047,0.5263157894736842,0.25,0.5019131578947369,0.47864999999999996,0.4422285714285714,0.1111111111111111,0.12962962962962962,0.05970149253731343,0.3283582089552239,6.647916666666667,24.855555555555554,0.3360995850622407,3.0,7.0,2.0,,,,,,1.0,,,2.0,,3.0,4.0,5.0,2.0,3.0,,,,0.4,0.8333333333333334,0.05405405405405406,0.12280701754385964,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.4,0.4,1.0,,,,,,,0.047619047619047616,,2.0,1.0,1.0,0.04,0.5,,,,,,,,,True,,,,
1630591,1610612753,Jalen Suggs,Jalen Suggs,1630591,ORL,4561.0,76,28.0,152,154,38.0,57,18.0,306,3.0,6.0,,2.0,,,3.0,6.0,3.0,2.0,5.0,15.0,6.0,14.0,5.0,18.0,,27.0,155,,2.0,,3.0,2.0,2.0,7.0,,7.0,6.0,6.0,12.0,,15.0,5.0,3.0,5.0,2.0,7.0,2.0,4.0,1.0,,16.0,1.0,2.0,4.0,1.0,,5.0,3.0,8.0,5.0,1.0,3.0,3.0,,6.0,,4.0,7.0,11.0,,1.0,,,,,,,,,,,,7.0,38.0,,,0.5,0.5,0.8,0.2777777777777778,0.2777777777777778,0.42857142857142855,,1.0,0.421875,0.5,0.3888888888888889,0.421875,0.5,0.3888888888888889,0.5625,0.21428571428571427,0.16666666666666666,0.16666666666666666,21.965317919075144,,0.03333333333333333,0.05263157894736842,0.1111111111111111,0.03225806451612903,0.07575757575757576,0.043478260869565216,0.0625,0.0625,,,,,0.16666666666666666,0.11538461538461539,0.1,,0.1875,0.5,0.6,0.6666666666666666,0.1875,0.5,0.6,0.3333333333333333,0.09375,0.46875,0.3333333333333333,0.3333333333333333,0.8,0.6666666666666666,,,,0.2222222222222222,0.75,0.3333333333333333,0.5327937500000001,0.58405,0.5277777777777778,,,0.1111111111111111,0.25925925925925924,7.078571428571429,26.061111111111114,0.25,,2.0,,,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,,4.0,3.0,3.0,,,,1.0,0.14285714285714285,0.5,0.041666666666666664,0.0625,,,,,,,,,,0.3333333333333333,1.0,1.0,0.5555555555555556,0.2,,,,,,0.5,,,,,,,,True,,,,
1631094,1610612753,Paolo Banchero,Paolo Banchero,1631094,ORL,5032.0,84,27.0,167,170,51.0,66,19.0,337,6.0,11.0,,,1.0,1.0,5.0,9.0,,,4.0,11.0,11.0,22.0,4.0,11.0,15.0,49.0,164,,,2.0,2.0,1.0,3.0,4.0,3.0,11.0,12.0,10.0,9.0,,11.0,4.0,4.0,7.0,8.0,15.0,6.0,3.0,2.0,2.0,38.0,1.0,2.0,5.0,5.0,4.0,14.0,3.0,17.0,4.0,2.0,1.0,1.0,,5.0,,3.0,2.0,2.0,,12.0,,,20.0,11.0,,2.0,2.0,,2.0,2.0,,11.0,51.0,,,0.5454545454545454,0.5454545454545454,0.75,0.36363636363636365,0.36363636363636365,0.5,,0.3333333333333333,0.5151515151515151,,0.5714285714285714,0.5833333333333334,0.3333333333333333,0.6111111111111112,0.3333333333333333,0.18181818181818182,0.2727272727272727,0.1111111111111111,24.86772486772487,0.5,0.14705882352941177,0.046511627906976744,0.11904761904761904,0.027777777777777776,0.13157894736842105,0.0379746835443038,,,0.3333333333333333,,0.08333333333333333,0.14285714285714285,0.25,0.13333333333333333,0.08333333333333333,1.0,0.3333333333333333,0.5454545454545454,0.75,0.6666666666666666,0.2727272727272727,0.5555555555555556,0.625,0.4,,0.3333333333333333,0.36363636363636365,0.36363636363636365,0.75,,,0.14285714285714285,1.0,,0.6666666666666666,0.36363636363636365,0.5493848484848486,0.51465,0.4789714285714286,0.2619047619047619,0.3548387096774194,0.04081632653061224,0.22448979591836735,6.15909090909091,25.927272727272726,0.30538922155688625,,2.0,,,,,2.0,2.0,4.0,,2.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,,,,0.5,0.8,0.034482758620689655,0.06060606060606061,,,,,,,,,,1.0,,,0.5714285714285714,0.5,,,2.0,,,,,,,,,,,True,,,,
1641783,1610612753,Tristan da Silva,Tristan da Silva,1641783,ORL,1513.4,25,-2.0,52,50,29.0,30,9.0,102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,,4.0,,4.0,52,1.0,1.0,,2.0,1.0,1.0,4.0,,2.0,2.0,2.0,,2.0,2.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,2.0,3.0,1.0,1.0,,1.0,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,2.0,29.0,1.0,,0.5,1.0,,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.2,0.3333333333333333,0.5,0.2,0.6666666666666666,,,,11.290322580645162,,0.07692307692307693,0.05555555555555555,,0.07692307692307693,0.05263157894736842,0.06451612903225806,,0.1,,,,0.2,,,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,0.5,1.0,0.2,1.0,0.4,0.8333333333333334,,0.543,0.62085,0.5681200000000001,,,0.5,0.5,3.6,24.725,0.5576923076923077,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,0.1,,,,,,,,0.5,,,,,,0.4,,,,,,,,,,,,,,,True,,,,
1641710,1610612753,Anthony Black,Anthony Black,1641710,ORL,2769.7000000000003,46,-7.0,90,89,46.0,32,19.0,179,2.0,3.0,,,1.0,1.0,,6.0,2.0,1.0,1.0,3.0,2.0,9.0,1.0,5.0,3.0,10.0,87,,2.0,,,1.0,4.0,4.0,2.0,7.0,,4.0,3.0,,3.0,1.0,2.0,,,,,,,,,1.0,,1.0,3.0,,4.0,1.0,5.0,4.0,2.0,,,,,,,2.0,5.0,2.0,3.0,,,6.0,2.0,1.0,1.0,,1.0,2.0,1.0,,7.0,46.0,1.0,,,,1.0,0.2,0.2,0.2222222222222222,,0.25,0.25,,0.3125,0.29411764705882354,,0.3888888888888889,0.35714285714285715,0.2222222222222222,,0.3333333333333333,14.782608695652176,,0.10714285714285714,,0.05,0.043478260869565216,0.08333333333333333,0.015384615384615385,,,,,0.14285714285714285,0.125,,,0.16666666666666666,0.5,0.21428571428571427,0.6666666666666666,0.6666666666666666,,0.42857142857142855,,,,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.5,1.0,,,0.125,1.0,0.125,0.5714285714285714,0.3333333333333333,0.48167857142857146,0.40524999999999994,0.49300625000000003,0.125,0.18181818181818182,,0.7,6.711111111111111,24.9,0.5111111111111111,,,,,2.0,,1.0,1.0,3.0,,3.0,1.0,,,2.0,,,,,,,0.25,,0.07142857142857142,,,,,,,,0.4,,,0.2,,,0.375,0.3333333333333333,,,,,,,1.0,1.0,1.0,0.2,0.3333333333333333,,,True,,,,
1631288,1610612753,Jamal Cain,Jamal Cain,1631288,ORL,1258.0,21,-6.0,38,37,8.0,4,10.0,75,1.0,3.0,,1.0,,1.0,,1.0,3.0,1.0,,,1.0,4.0,1.0,3.0,2.0,7.0,40,,1.0,,,,1.0,1.0,,3.0,,2.0,3.0,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,2.0,1.0,3.0,,,,,,1.0,,,,3.0,,2.0,1.0,,2.0,1.0,,,,,,,,3.0,8.0,,,,,1.0,0.3333333333333333,0.3333333333333333,0.25,,,0.35714285714285715,,0.75,0.4375,,0.75,0.42857142857142855,0.25,0.3333333333333333,,16.666666666666664,,0.07692307692307693,,0.08333333333333333,0.1,0.08,0.029411764705882353,,,,0.16666666666666666,,0.1111111111111111,,,0.25,,0.42857142857142855,0.3333333333333333,0.5,,0.14285714285714285,,,,0.42857142857142855,,,,,1.0,,0.5,,0.5,0.8571428571428571,,0.5568214285714286,,0.548975,0.125,0.2,,0.42857142857142855,3.575,24.2,0.21052631578947367,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,True,,,,
1629048,1610612753,Goga Bitadze,Goga Bitadze,1629048,ORL,2022.6,34,7.0,69,67,48.0,38,16.0,136,3.0,5.0,2.0,4.0,3.0,5.0,,1.0,,,,,3.0,6.0,,,2.0,8.0,58,2.0,5.0,,4.0,3.0,6.0,,2.0,8.0,4.0,2.0,,2.0,,,,,1.0,1.0,1.0,,,,3.0,2.0,5.0,,4.0,1.0,5.0,7.0,12.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,6.0,1.0,3.0,1.0,,3.0,1.0,1.0,6.0,4.0,2.0,6.0,3.0,,8.0,48.0,1.0,1.0,0.6666666666666666,1.0,,,,0.5,0.4,0.5,0.5,0.4,0.5,0.5714285714285714,0.4,0.5714285714285714,,,,,10.344827586206897,0.25,0.18181818181818182,0.1724137931034483,,0.11764705882352941,0.11764705882352941,0.15217391304347827,0.42857142857142855,0.1111111111111111,,0.3333333333333333,0.18181818181818182,0.2222222222222222,,,,0.5,0.8333333333333334,0.6,0.6,0.6666666666666666,0.16666666666666666,,,,,,,,,0.8,0.5,0.8333333333333334,0.6,,0.8333333333333334,,0.49676666666666663,0.49074,0.49676666666666663,0.16666666666666666,0.16666666666666666,0.5,1.0,1.9666666666666668,,0.6956521739130435,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.5,True,,,,
1628975,1610612753,Jevon Carter,Jevon Carter,1628975,ORL,177.0,3,3.0,6,5,,5,,11,,,,,,,,,,,,1.0,,,,1.0,,,3,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,0.4401,,,,,,,,27.2,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,
