EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,PenaltyFtPoints,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,Offensive Fouls Drawn,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeFGA,Corner3Assists,ShortMidRangeAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,DefCorner3ReboundPct,LongMidRangeFrequency,LostBallOutOfBoundsTurnovers,Charge Fouls,SecondChanceFtPoints,SecondChanceTurnovers,OffAtRimReboundPct,LostBallSteals,AtRimPctBlocked,2pt And 1 Free Throw Trips,RecoveredBlocks,BlocksRecoveredPct,PtsUnassisted3s,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,on,SelfOReb,Travels,Blocked3s,BlockedCorner3,SelfORebPct,LongMidRangeFGM,StepOutOfBoundsTurnovers,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3FGA,LongMidRangeAssists,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,Corner3PctBlocked
1628978,1610612750,Donte DiVincenzo,Donte DiVincenzo,1628978,MIN,343.9,6,3,13,14,8,13,3.0,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,16,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,8,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.8333333333333334,1.25,0.625,0.8333333333333334,0.6666666666666666,25.0,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.6922,0.74535,0.25,0.5,1.0,0.6,23.799999999999997,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629675,1610612750,Naz Reid,Naz Reid,1629675,MIN,1544.5,26,-3,58,63,31,47,8.0,121,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,6.0,15.0,64,1.0,2.0,2.0,2.0,10.0,4.0,9.0,4.0,1.0,,6.0,7.0,2.0,4.0,1.0,2.0,,10.0,31,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.65,1.0,0.6818181818181818,1.0,0.6,19.402985074626866,,0.16,,0.1,1.0,1.0,1.0,0.2,0.4,0.25,0.25,1.0,0.25,1.0,0.25,1.0,0.7,0.25,0.50544,0.5248999999999999,,,0.6666666666666666,7.2,25.566666666666666,0.5344827586206896,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3076923076923077,0.3333333333333333,0.5,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630183,1610612750,Jaden McDaniels,Jaden McDaniels,1630183,MIN,1030.0,17,-6,38,35,7,13,6.0,73,3.0,3.0,2.0,2.0,,,2.0,,,5.0,6.0,,2.0,10.0,46,2.0,2.0,,,4.0,6.0,,2.0,,1.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,6,0.6,0.75,,,,,0.8333333333333334,1.0,0.625,1.0,0.5555555555555556,1.0,0.25,24.444444444444443,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.375,1.0,1.0,0.6666666666666666,,0.25,,,,1.0,1.0,,,0.625,,0.5157687500000001,0.5709,0.1111111111111111,0.14285714285714285,0.4,3.633333333333333,25.5,0.18421052631578946,2.0,3.0,,,,,,,1.0,,2.0,2.0,1.0,1.0,2.0,,1.0,,1.0,,,1.0,,,0.14285714285714285,,0.3333333333333333,0.375,0.6666666666666666,1.0,0.5,,,,,,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.1,0.15384615384615385,0.5,0.125,0.4031,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630245,1610612750,Ayo Dosunmu,Ayo Dosunmu,1630245,MIN,1613.8999999999996,27,12,59,61,15,39,10.0,120,4.0,5.0,1.0,1.0,1.0,1.0,4.0,,,4.0,6.0,1.0,5.0,14.0,55,1.0,1.0,,,4.0,6.0,3.0,4.0,1.0,,,1.0,1.0,2.0,1.0,3.0,,2.0,14,0.75,1.0,1.0,0.2,,0.2,0.6666666666666666,1.0,0.5,1.0,0.5416666666666666,1.0,0.45454545454545453,18.055555555555557,,,,0.45454545454545453,0.8,0.8,0.75,0.09090909090909091,0.36363636363636365,0.25,0.25,1.0,1.0,1.0,,,0.9090909090909091,0.25,0.6202181818181818,0.6202,,,0.2857142857142857,1.6333333333333335,26.060000000000002,0.2542372881355932,,1.0,,,,3.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,0.09090909090909091,,,,,,,,,1.0,1.0,5.0,2.0,2.0,1.0,,1.0,,,1.0,1.25,1.25,0.16666666666666666,1.0,0.1,,0.038461538461538464,0.14285714285714285,,0.56765,0.35714285714285715,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
203937,1610612750,Kyle Anderson,Kyle Anderson,203937,MIN,2984.2,50,1,111,116,54,74,19.0,227,2.0,2.0,1.0,1.0,1.0,,,,,5.0,12.0,,1.0,12.0,127,2.0,5.0,,1.0,5.0,4.0,,,,4.0,5.0,7.0,,6.0,4.0,6.0,3.0,5.0,53,0.4,0.5,,,,,0.4166666666666667,0.4,0.38461538461538464,0.3333333333333333,0.375,0.3125,0.07692307692307693,16.417910447761194,0.16666666666666666,0.08695652173913043,0.13636363636363635,0.15384615384615385,1.0,1.0,0.5,0.07692307692307693,,,,,0.16666666666666666,1.0,,,0.23076923076923078,,0.46589230769230766,0.5027666666666667,0.1875,0.2,0.4166666666666667,7.341666666666666,23.5,0.4864864864864865,3.0,8.0,,,1.0,2.0,1.0,,,1.0,2.0,2.0,1.0,1.0,6.0,,,,,1.0,,0.3333333333333333,0.25,,,,,0.6153846153846154,0.375,0.375,0.3333333333333333,,,,0.16666666666666666,,2.0,4.0,4.0,6.0,2.0,,2.0,,,,0.5,0.5,0.5,,,,0.07692307692307693,0.043478260869565216,,0.09090909090909091,0.56945,0.3333333333333333,1.0,1.0,,,,,5.0,7.0,12.0,6.0,3.0,31.0,,,0.25,1.0,,,,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,0.5,0.15384615384615385,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630538,1610612750,Bones Hyland,Bones Hyland,1630538,MIN,1239.4,21,-3,48,53,33,53,9.0,101,1.0,1.0,1.0,1.0,,3.0,8.0,3.0,6.0,1.0,2.0,3.0,8.0,14.0,57,1.0,2.0,3.0,6.0,13.0,2.0,9.0,8.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,,13.0,33,1.0,1.0,1.0,0.375,0.5,0.375,0.5,0.5,0.55,0.6875,0.5909090909090909,0.7222222222222222,0.8,25.423728813559322,0.1111111111111111,0.05263157894736842,0.1111111111111111,0.1,1.0,1.0,1.0,,0.8,0.375,0.375,1.0,0.125,1.0,0.75,0.5,0.9,0.375,0.512975,0.5179937499999999,,,0.9285714285714286,8.25,28.1875,0.6875,,,,,,3.0,2.0,,,,1.0,2.0,2.0,,4.0,1.0,,,,2.0,1.0,0.5,,,,,,,,,,,,,,,,,3.0,,,,1.0,,1.0,,,0.5,0.5,,,,0.09090909090909091,0.045454545454545456,,0.1,0.44805000000000006,0.21428571428571427,,,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,0.3333333333333333,,,1.0,0.3333333333333333,1.0,1.0,,,2.0,2.0,,2.0,3.0,,,,,0.1,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
203944,1610612750,Julius Randle,Julius Randle,203944,MIN,1263.4,21,6,47,48,15,30,6.0,95,3.0,5.0,1.0,2.0,,,2.0,,1.0,3.0,5.0,,2.0,15.0,49,1.0,2.0,,1.0,6.0,4.0,,2.0,,,1.0,3.0,1.0,5.0,9.0,10.0,4.0,6.0,14,0.6666666666666666,0.6666666666666666,,,,,0.6,0.5,0.42857142857142855,0.3333333333333333,0.625,0.6,0.2857142857142857,29.09090909090909,,0.05263157894736842,,0.7142857142857143,0.6,0.6,0.6666666666666666,,0.2857142857142857,,,,0.6666666666666666,0.5,0.3333333333333333,,1.0,,0.671657142857143,0.6276999999999999,0.36363636363636365,0.4444444444444444,0.4,1.6800000000000002,26.15,0.3191489361702128,,,,,,9.0,4.0,,1.0,,2.0,2.0,,2.0,4.0,1.0,,,,1.0,1.0,0.5,,,0.09090909090909091,,0.25,,,,,,,,,,,1.0,3.0,2.0,,,,2.0,1.0,,,,0.375,,,0.3333333333333333,,0.11764705882352941,0.5,,0.54515,0.2,,1.0,,1.0,,1.0,4.0,,4.0,,3.0,8.0,,,0.5,,0.5,,,,,1.0,1.0,1.0,,2.0,1.0,,1.0,2.0,,,,,3.0,1.0,0.25,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641763,1610612750,Julian Phillips,Julian Phillips,1641763,MIN,679.0,11,2,24,26,16,6,5.0,50,,2.0,,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,31,,1.0,1.0,1.0,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,16,,,1.0,1.0,1.0,1.0,,,0.5,0.75,0.5,0.75,0.3333333333333333,10.0,0.14285714285714285,0.125,0.16666666666666666,0.6666666666666666,,,,,0.3333333333333333,1.0,1.0,1.0,0.5,,0.5,1.0,1.0,1.0,0.5629333333333334,0.56805,,,1.0,2.15,25.2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,1.5,1.5,0.5,,,,,,,0.4761,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,529.0,9,-11,22,22,12,18,3.0,44,,1.0,,1.0,,,,,,2.0,3.0,,,8.0,29,1.0,2.0,,,2.0,,,,,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,12,,,,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.8,0.5,,32.0,0.25,0.3333333333333333,0.25,0.3333333333333333,,,,,,,,,0.5,,,,0.3333333333333333,,0.5178999999999999,0.54375,0.4,0.4,0.25,5.966666666666666,,0.5454545454545454,2.0,2.0,,,,4.0,,,2.0,,,2.0,2.0,,3.0,,,,,,,0.6666666666666666,,,0.4,0.5,0.5,0.6666666666666666,1.0,1.0,,,,,,,,,,4.0,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
203497,1610612750,Rudy Gobert,Rudy Gobert,203497,MIN,694.1,12,-6,28,30,20,30,5.0,58,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,3.0,37,1.0,1.0,,,3.0,2.0,,,,2.0,4.0,4.0,,,3.0,3.0,1.0,3.0,20,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.75,0.75,,5.714285714285714,0.3333333333333333,0.3076923076923077,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,0.73,0.73,1.0,1.0,1.0,1.6,,0.7142857142857143,,,,,,1.0,1.0,,2.0,,,,,,,1.0,,,,,1.0,,,,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,5.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
