EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,Steals,BadPassSteals,LostBallSteals,PenaltyTurnovers,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFtPoints,ShortMidRangeAssists,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,DefLongMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedAtRim,OffShortMidRangeReboundPct,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,on,FTDefRebounds,StepOutOfBoundsTurnovers,Offensive Fouls,DefFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,LongMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctAssisted,Charge Fouls,DefensiveGoaltends,BlockedCorner3,Arc3PctBlocked,Charge Fouls Drawn
1627747,1610612765,Caris LeVert,Caris LeVert,1627747,DET,1026.0,17,1.0,36,35,6,26,7.0,71,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,37,2.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.875,0.3333333333333333,11.627906976744185,1.0,0.4444444444444444,0.1111111111111111,0.2777777777777778,1.0,0.2857142857142857,0.16666666666666666,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5789333333333332,0.25,0.3333333333333333,2.55,23.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628989,1610612765,Kevin Huerter,Kevin Huerter,1628989,DET,2743.3,46,4.0,94,95,42,58,16.0,189,,1.0,,,,2.0,2.0,5.0,,6.0,90,,3.0,3.0,7.0,3.0,18.0,4.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,42,,,0.5,0.4,0.4,,0.42857142857142855,0.42857142857142855,0.7142857142857143,8.181818181818182,1.0,0.038461538461538464,0.13793103448275862,0.09090909090909091,,0.07692307692307693,0.15789473684210525,,0.14285714285714285,,,,,,,,0.8571428571428571,0.5356928571428571,,,10.35,26.26,0.44680851063829785,1.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.375,0.375,0.1,0.14285714285714285,0.7142857142857143,0.4,0.4,0.5,0.25,0.75,0.3333333333333333,0.4,0.5591999999999999,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629750,1610612765,Javonte Green,Javonte Green,1629750,DET,1436.3,24,14.0,47,44,22,37,11.0,91,,,1.0,3.0,,,2.0,6.0,3.0,9.0,40,,6.0,2.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,22,,,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.5625,1.0,17.24137931034483,0.5,0.0625,0.21428571428571427,0.13333333333333333,,,0.2222222222222222,0.5,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5676,0.25,1.0,,24.816666666666666,0.46808510638297873,,,1.0,3.0,,,,1.0,2.0,6.0,,3.0,1.0,,,,2.0,1.0,1.0,,,6.0,0.5,0.75,0.75,0.2,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,0.582825,0.6666666666666666,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630191,1610612765,Isaiah Stewart,Isaiah Stewart,1630191,DET,1696.0,28,12.0,60,59,35,44,9.0,119,2.0,3.0,,1.0,2.0,3.0,,1.0,4.0,8.0,43,2.0,,,,,,4.0,3.0,7.0,8.0,1.0,1.0,1.0,2.0,5.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,35,0.5,1.0,,,,0.6666666666666666,0.5,0.5714285714285714,0.25,11.594202898550726,1.0,0.15789473684210525,0.2222222222222222,0.1891891891891892,0.3333333333333333,0.16666666666666666,0.2,0.5,0.75,0.6666666666666666,1.0,0.5,0.25,,,,1.0,0.6268375,0.2,0.25,1.5666666666666667,23.5,0.5833333333333334,3.0,,,,,,3.0,,,8.0,,,,,,,1.0,1.0,,,2.0,8.0,,0.6666666666666666,0.6666666666666666,0.25,,,,,,1.0,,,,0.6386333333333334,1.0,,,4.0,,,,,1.0,,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.6666666666666666,1.0,0.75,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.037037037037037035,0.125,1.0,1.0,0.6666666666666666,0.6757,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630595,1610612765,Cade Cunningham,Cade Cunningham,1630595,DET,2254.6,38,6.0,77,78,38,54,12.0,155,7.0,8.0,1.0,2.0,10.0,17.0,3.0,9.0,9.0,38.0,69,6.0,9.0,2.0,3.0,2.0,7.0,2.0,2.0,4.0,5.0,4.0,4.0,7.0,,2.0,6.0,10.0,3.0,,,,,38,0.3,0.3,1.0,0.3333333333333333,0.3333333333333333,0.5882352941176471,0.5576923076923077,0.6166666666666667,0.34615384615384615,41.11111111111111,0.5714285714285714,0.09523809523809523,0.08333333333333333,0.08888888888888889,0.2,,0.125,,0.3076923076923077,0.875,1.0,0.2857142857142857,0.07692307692307693,0.5,0.5,1.0,0.6538461538461539,0.5541403846153845,0.10714285714285714,0.15789473684210525,5.723529411764707,25.955555555555556,0.4935064935064935,3.0,2.0,2.0,7.0,,1.0,10.0,,1.0,14.0,,7.0,2.0,1.0,1.0,,,,,3.0,,14.0,,0.45454545454545453,0.5,,0.07692307692307693,0.2692307692307692,0.2857142857142857,0.2857142857142857,1.0,0.2727272727272727,0.09090909090909091,,0.2857142857142857,0.48469090909090906,0.3684210526315789,,,4.0,,,3.0,,1.0,1.0,0.25,,,1.0,1.0,2.0,2.0,2.0,,7.0,5.0,14.0,,3.0,,1.0,2.0,,2.0,1.0,0.5,0.875,0.875,0.17647058823529413,0.125,,0.02702702702702703,,0.25,1.0,0.6666666666666666,0.6137,0.18421052631578946,2.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.2857142857142857,0.07142857142857142,0.2,0.2692307692307692,0.2857142857142857,0.4,0.5,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641709,1610612765,Ausar Thompson,Ausar Thompson,1641709,DET,994.1,17,1.0,36,39,19,24,6.0,75,2.0,5.0,,,2.0,7.0,,,,4.0,31,2.0,,,2.0,,6.0,1.0,1.0,2.0,6.0,2.0,,2.0,,3.0,,,,1.0,,1.0,1.0,19,0.5,1.0,,,,0.2857142857142857,0.2857142857142857,0.2857142857142857,,21.951219512195124,1.0,0.1111111111111111,0.08333333333333333,0.09523809523809523,,0.5,0.14285714285714285,1.0,0.7142857142857143,0.4,0.5,0.5,,,,,0.7142857142857143,0.6044857142857143,,,3.042857142857143,,0.5277777777777778,3.0,,,,,,4.0,,,2.0,,,,2.0,2.0,,3.0,2.0,1.0,,,2.0,,0.25,0.25,,,,,,,0.75,,,,0.58845,0.5,,,,,2.0,,,,1.0,,,,1.0,3.0,1.0,1.0,3.0,,2.0,1.0,2.0,2.0,2.0,3.0,4.0,,,,0.3333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.2,0.21428571428571427,0.21052631578947367,0.25,1.0,0.3333333333333333,0.3333333333333333,0.5686,0.5,,2.0,,,,,,1.0,,,,,0.5,0.2,1.0,0.2857142857142857,,,,,,,,,,1.0,0.16666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642450,1610612765,Daniss Jenkins,Daniss Jenkins,1642450,DET,873.0,15,-1.0,29,29,14,7,6.0,58,1.0,2.0,,1.0,1.0,3.0,1.0,3.0,1.0,6.0,30,2.0,3.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,1.0,2.0,4.0,1.0,,,1.0,,14,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.375,0.5,23.52941176470588,,0.125,,0.0625,0.5,,,,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,,,,0.8333333333333334,0.48990833333333333,0.14285714285714285,0.25,6.133333333333333,25.700000000000003,0.4827586206896552,1.0,,1.0,2.0,,1.0,2.0,,2.0,1.0,,2.0,1.0,,,,,,,,,1.0,,,0.08333333333333333,,,0.3333333333333333,0.5,0.5,1.0,0.25,0.25,,0.5,0.4454625,0.16666666666666666,,1.0,1.0,,,,,,,,0.25,,,,,,1.0,,3.0,,,,2.0,,1.0,1.0,,1.0,,,0.5,0.5,0.6666666666666666,0.5,,,,,,,0.4247000000000001,0.5,,1.0,,1.0,2.0,1.0,2.0,,,,,0.5,1.0,,,0.16666666666666666,,,,,,,0.6666666666666666,0.5,1.0,,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631105,1610612765,Jalen Duren,Jalen Duren,1631105,DET,1080.3,18,-12.0,36,39,5,8,6.0,75,1.0,5.0,,,1.0,7.0,,,1.0,3.0,50,,,1.0,2.0,,5.0,3.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,2.0,1.0,5,,,,,,0.14285714285714285,0.14285714285714285,0.1875,,21.42857142857143,1.0,0.25,0.23076923076923078,0.23529411764705882,0.3333333333333333,,0.1111111111111111,0.5,0.7142857142857143,0.2,0.25,,,,,,0.7142857142857143,0.5727,,,5.085714285714286,,0.1388888888888889,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,0.5,0.5,0.14285714285714285,,,,,,,,,,0.3333333333333333,,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,3.0,,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,1.0,0.75,0.14285714285714285,0.2,0.11764705882352941,0.08695652173913043,0.14285714285714285,1.0,1.0,,0.6103,1.0,,1.0,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,2.0,,,,,,0.25,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202699,1610612765,Tobias Harris,Tobias Harris,202699,DET,1187.9,20,-7.0,42,44,20,22,4.0,86,3.0,4.0,,1.0,5.0,11.0,,1.0,1.0,11.0,49,8.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,20,0.8,0.8,,,,0.45454545454545453,0.4166666666666667,0.4583333333333333,0.08333333333333333,25.531914893617024,,0.07692307692307693,0.06666666666666667,0.07142857142857142,,,0.1,,0.3333333333333333,0.75,0.75,1.0,0.08333333333333333,,,,0.4166666666666667,0.5444333333333334,0.08333333333333333,0.09090909090909091,5.327272727272727,22.5,0.47619047619047616,2.0,1.0,,,,,6.0,,,4.0,,,,,,,1.0,1.0,,,,4.0,,0.3333333333333333,0.3333333333333333,,0.08333333333333333,,,,,0.3333333333333333,,,,0.5142666666666668,0.36363636363636365,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,,2.0,,,2.0,2.0,,,,1.0,,,,,0.3333333333333333,,,,,,0.05,,0.5,,0.5,0.4124,,2.0,6.0,,,,,,1.0,,1.0,,,,0.14285714285714285,,0.5,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,0.16666666666666666,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630194,1610612765,Paul Reed,Paul Reed,1630194,DET,189.0,3,,6,6,5,6,1.0,12,,,,,1.0,1.0,,,,2.0,7,,,,,,,,2.0,2.0,3.0,,,,1.0,1.0,1.0,,,,,,,5,,,,,,1.0,1.0,1.0,,14.285714285714285,,0.6666666666666666,,0.5,0.5,1.0,,,,,,,,,,,,0.4578,,,8.9,,0.8333333333333334,,,,,,,1.0,,,2.0,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,0.4578,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,,1.0,,,,,,0.5,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
