EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefCorner3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,TwoPtAssists,Corner3Assists,AtRimAssists,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Corner3FGM,Corner3FGA,Fouls,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,on,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,ShortMidRangeAssists,3pt And 1 Free Throw Trips,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,DefensiveGoaltends,OffCorner3ReboundPct,PtsPutbacks,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,Defensive 3 Seconds Violations
1630568,1610612738,Luka Garza,Luka Garza,1630568,BOS,168.0,3,6.0,5,5,4,10,1.0,1.0,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6748,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630625,1610612738,Dalano Banton,Dalano Banton,1630625,BOS,168.0,3,6.0,5,5,4,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631199,1610612738,Ron Harper Jr.,Ron Harper Jr.,1631199,BOS,168.0,3,6.0,5,5,4,10,,,,,3.0,2,,,,,,1.0,,1.0,1.0,,,,1.5,1.5,20.0,,0.3333333333333333,0.25,,,,,,,1.0,0.54915,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,24.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642864,1610612738,Hugo González,Hugo González,1642864,BOS,168.0,3,6.0,5,5,4,10,,,,,,2,,1.0,2.0,,5.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642917,1610612738,Max Shulga,Max Shulga,1642917,BOS,168.0,3,6.0,5,5,4,10,,,,,3.0,2,,,,,,,,,,,,,1.5,1.5,20.0,,,,,,,,,,1.0,0.5724,,,,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,23.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,10822.300000000003,180,17.0,346,344,38,690,14.0,21.0,34.0,72.0,129.0,382,32.0,13.0,17.0,11.0,47.0,11.0,7.0,20.0,30.0,0.47058823529411764,0.47058823529411764,0.4722222222222222,0.5252525252525253,0.5657894736842105,31.796116504854368,0.07142857142857142,0.125,0.0967741935483871,0.05714285714285714,0.1111111111111111,0.21212121212121213,0.6666666666666666,0.7,0.6428571428571429,0.48484848484848486,0.5140762626262628,9.181944444444447,10.0,20.0,12.0,27.0,24.0,20.0,10.0,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.2727272727272727,0.1875,0.20202020202020202,0.5,0.5263157894736842,0.6,0.5,25.955555555555552,4.0,2.0,3.0,10.0,,17.0,2.0,7.0,14.0,0.0707070707070707,0.2857142857142857,0.2857142857142857,1.0,False,67.0,59.0,1.0,5.0,3.0,3.0,10.0,26.0,10.0,25.0,2.0,3.0,2.0,2.0,2.0,1.0,25.0,4.0,13.0,4.0,5.0,3.0,23.0,7.0,12.0,3.0,9.0,23.0,36.0,12.0,8.0,1.0,1.0,6.0,3.0,1.0,2.0,10.0,2.0,6.0,3.0,3.0,7.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,6.0,30.0,1.0,3.0,34.0,3.0,13.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,23.0,66.0,1.0,3.0,0.8,0.3076923076923077,0.5833333333333334,0.5555555555555556,0.4666666666666667,0.575,0.575,0.037037037037037035,0.1111111111111111,0.047619047619047616,0.15384615384615385,0.12,0.05,0.4117647058823529,0.2222222222222222,0.07692307692307693,0.0379746835443038,0.058823529411764705,0.049723756906077346,0.027777777777777776,0.08695652173913043,0.08,0.029411764705882353,0.13793103448275862,0.046511627906976744,0.6,0.26262626262626265,0.38461538461538464,0.45454545454545453,0.3,0.25252525252525254,0.4,0.45454545454545453,0.4,0.2777777777777778,0.2,0.16666666666666666,0.6666666666666666,1.0,0.1111111111111111,1.0,0.5,0.2,1.0,0.13333333333333333,0.06666666666666667,0.5099272727272727,0.4827,0.12727272727272726,0.15853658536585366,0.03571428571428571,0.17829457364341086,0.17829457364341086,0.1936416184971098,,,,,,,,,,,,,,,,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,11356.8,189,39.0,361,361,46,722,16.0,21.0,25.0,42.0,123.0,414,14.0,20.0,38.0,18.0,96.0,24.0,21.0,47.0,53.0,0.28,0.28,0.5952380952380952,0.5738636363636364,0.6161616161616161,26.34032634032634,0.21649484536082475,0.2823529411764706,0.24725274725274726,0.2,0.2898550724637681,0.23863636363636365,0.7619047619047619,0.8421052631578947,0.3125,0.7613636363636364,0.5499420454545454,7.123809523809523,15.0,41.0,17.0,46.0,30.0,41.0,15.0,0.5882352941176471,0.3695652173913043,0.3695652173913043,0.5227272727272727,0.25,0.4659090909090909,0.36585365853658536,0.36585365853658536,0.5333333333333333,0.36585365853658536,26.058695652173913,18.0,2.0,10.0,7.0,1.0,14.0,2.0,5.0,10.0,0.056818181818181816,0.4,0.4,1.0,False,65.0,59.0,1.0,1.0,2.0,4.0,3.0,10.0,6.0,11.0,,,1.0,4.0,6.0,10.0,22.0,2.0,2.0,4.0,6.0,,16.0,5.0,8.0,11.0,12.0,34.0,36.0,21.0,5.0,,3.0,5.0,1.0,,2.0,6.0,,7.0,5.0,2.0,7.0,1.0,6.0,1.0,1.0,2.0,3.0,,,3.0,19.0,,,27.0,1.0,8.0,2.0,3.0,,,,,,,,,34.0,64.0,2.0,3.0,0.6666666666666666,1.0,0.625,1.0,0.5789473684210527,0.8888888888888888,0.68,,0.11904761904761904,0.09523809523809523,0.3,,,0.5,0.25,,0.014084507042253521,0.04504504504504504,0.03296703296703297,0.03125,,0.05813953488372093,0.25,0.2,,,0.11363636363636363,0.3,0.42857142857142855,,0.125,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.125,1.0,,,,0.75,0.6666666666666666,0.5,0.21052631578947367,0.5,0.05263157894736842,0.5263157894736842,0.5178833333333334,0.5560605263157894,0.10416666666666667,0.16326530612244897,0.0425531914893617,0.13008130081300814,0.2764227642276423,0.18005540166204986,1.0,3.0,4.0,5.0,1.0,1.0,0.36363636363636365,1.0,0.3,,,,,,,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,10442.8,174,7.0,332,332,48,664,3.0,5.0,7.0,14.0,41.0,379,8.0,4.0,17.0,3.0,38.0,4.0,5.0,9.0,16.0,0.5714285714285714,0.5714285714285714,0.5,0.3723404255319149,0.41,15.089514066496163,0.05555555555555555,0.05128205128205128,0.05357142857142857,0.09090909090909091,0.06349206349206349,0.10638297872340426,0.6,0.6,1.0,0.8085106382978723,0.523468085106383,6.557142857142857,7.0,28.0,7.0,33.0,21.0,28.0,7.0,1.0,0.21212121212121213,0.21212121212121213,0.7021276595744681,,0.5957446808510638,0.25,0.25,1.0,0.25,26.124242424242425,13.0,1.0,10.0,3.0,,9.0,,5.0,6.0,0.10638297872340426,,,,False,49.0,53.0,,1.0,1.0,1.0,3.0,7.0,1.0,2.0,,1.0,,2.0,4.0,5.0,6.0,,1.0,2.0,5.0,,6.0,2.0,2.0,5.0,2.0,6.0,6.0,,,,,7.0,,,,7.0,1.0,3.0,3.0,,6.0,2.0,3.0,3.0,2.0,,6.0,,,,8.0,,3.0,7.0,1.0,3.0,,1.0,7.0,,,6.0,,1.0,7.0,3.0,4.0,48.0,,,0.4,,1.0,0.5,0.2857142857142857,0.5,0.375,,,,,,,0.6666666666666666,,,,0.07142857142857142,0.041916167664670656,,,0.06578947368421052,,0.08333333333333333,0.03125,0.42857142857142855,0.14893617021276595,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.0425531914893617,0.5,0.5,,0.16666666666666666,,0.16666666666666666,,,0.6666666666666666,0.5,1.0,0.14285714285714285,1.0,,0.7142857142857143,0.4959,0.4926071428571429,0.061224489795918366,0.1875,,0.14634146341463414,0.14634146341463414,0.14759036144578314,,,,3.0,,,,,,1.0,0.09090909090909091,,,,,
1629674,1610612738,Neemias Queta,Neemias Queta,1629674,BOS,5951.6,99,8.0,186,188,10,374,10.0,13.0,16.0,21.0,44.0,202,30.0,1.0,3.0,,7.0,13.0,14.0,27.0,37.0,0.9375,1.0,0.7619047619047619,0.7619047619047619,0.7857142857142857,14.15929203539823,0.23728813559322035,0.26,0.24770642201834864,0.2,0.26666666666666666,0.6190476190476191,0.7692307692307693,0.7692307692307693,0.9,0.6190476190476191,0.5971857142857142,3.8095238095238093,,,,,,,,,,,,0.2,,,,,,,2.0,1.0,2.0,3.0,,4.0,,,21.0,,,,,False,12.0,35.0,2.0,4.0,,1.0,6.0,8.0,,,,,,,,,12.0,3.0,5.0,,,2.0,8.0,,1.0,,2.0,2.0,2.0,,,,,4.0,6.0,,,10.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,12.0,,1.0,3.0,15.0,3.0,,16.0,2.0,8.0,,1.0,4.0,,,3.0,,1.0,4.0,1.0,2.0,12.0,2.0,1.0,,0.6,,0.6,,0.6666666666666666,0.5,,,,,,,0.25,,,0.13953488372093023,0.06896551724137931,0.09900990099009901,0.17647058823529413,,0.044444444444444446,0.16666666666666666,0.375,0.4,0.25,0.38095238095238093,0.75,0.75,1.0,,,,,0.8,0.5,,,,,,,1.0,,,,0.6675,0.652,0.2962962962962963,0.2962962962962963,,0.18181818181818182,0.045454545454545456,0.06451612903225806,,,,,,,,,,1.0,0.15384615384615385,2.0,0.25,0.5,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,9305.7,155,52.0,295,293,36,588,9.0,11.0,14.0,23.0,75.0,333,16.0,14.0,24.0,12.0,62.0,3.0,8.0,11.0,18.0,0.5714285714285714,0.6153846153846154,0.6086956521739131,0.5555555555555556,0.5692307692307692,19.602272727272727,0.09523809523809523,0.05,0.0763888888888889,0.05714285714285714,0.058823529411764705,0.1746031746031746,0.8181818181818182,0.9,0.7777777777777778,0.8095238095238095,0.5216333333333333,8.239130434782608,13.0,34.0,14.0,40.0,27.0,34.0,13.0,0.6428571428571429,0.35,0.35,0.6349206349206349,,0.5396825396825397,0.38235294117647056,0.3939393939393939,0.6153846153846154,0.38235294117647056,26.545000000000005,10.0,2.0,4.0,3.0,1.0,4.0,1.0,6.0,4.0,0.09523809523809523,0.16666666666666666,0.16666666666666666,1.0,False,77.0,52.0,2.0,2.0,1.0,1.0,5.0,8.0,,4.0,,2.0,3.0,2.0,6.0,12.0,5.0,3.0,4.0,2.0,8.0,,12.0,4.0,6.0,15.0,2.0,34.0,12.0,15.0,2.0,1.0,2.0,4.0,3.0,,,7.0,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,2.0,1.0,6.0,,1.0,6.0,1.0,3.0,,,,,,,,,,,34.0,76.0,1.0,,0.25,0.75,0.6666666666666666,0.5,0.7619047619047619,0.5,0.7727272727272727,0.025,0.08695652173913043,0.09090909090909091,,0.25,0.029411764705882353,0.25,,,0.05660377358490566,0.041237113402061855,0.04666666666666667,0.047619047619047616,0.125,0.039473684210526314,0.1111111111111111,0.13636363636363635,,,0.12698412698412698,0.625,0.625,0.2,0.06349206349206349,,,,0.16666666666666666,1.0,0.16666666666666666,,,0.5,0.3333333333333333,1.0,0.047619047619047616,1.0,0.14285714285714285,0.5714285714285714,0.4819071428571429,0.48473571428571427,0.046153846153846156,0.12,,0.16,0.4533333333333333,0.26101694915254237,1.0,7.0,8.0,4.0,,1.0,0.5333333333333333,0.3333333333333333,0.5833333333333334,,0.047619047619047616,2.0,,0.5,,
